MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Latvia (LV),Generation - Solar  [MW] Intraday / Latvia (LV),Generation - Solar  [MW] Current / Latvia (LV),Generation - Wind Offshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Offshore  [MW] Intraday / Latvia (LV),Generation - Wind Offshore  [MW] Current / Latvia (LV),Generation - Wind Onshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Onshore  [MW] Intraday / Latvia (LV),Generation - Wind Onshore  [MW] Current / Latvia (LV)
24.02.2022 18:00 - 24.02.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,25,25,25
24.02.2022 19:00 - 24.02.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,25,25,25
24.02.2022 20:00 - 24.02.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,25,25,25
24.02.2022 21:00 - 24.02.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,27,26,26
24.02.2022 22:00 - 24.02.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,24,24,24
24.02.2022 23:00 - 25.02.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,21
25.02.2022 00:00 - 25.02.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,22,21,21
25.02.2022 01:00 - 25.02.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,27,27,27
25.02.2022 02:00 - 25.02.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,29,24,24
25.02.2022 03:00 - 25.02.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,33,25,25
25.02.2022 04:00 - 25.02.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,34,33,33
25.02.2022 05:00 - 25.02.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,33,33,33
25.02.2022 06:00 - 25.02.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,38,34,34
25.02.2022 07:00 - 25.02.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,34,36,36
25.02.2022 08:00 - 25.02.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,33,38,38
25.02.2022 09:00 - 25.02.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,33,39,39
25.02.2022 10:00 - 25.02.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,33,35,39
25.02.2022 11:00 - 25.02.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,33,34,34
25.02.2022 12:00 - 25.02.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,32,34,35
25.02.2022 13:00 - 25.02.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,33,32,32
25.02.2022 14:00 - 25.02.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,30,33,35
25.02.2022 15:00 - 25.02.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,29,29,29
25.02.2022 16:00 - 25.02.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,27,27,27
25.02.2022 17:00 - 25.02.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,31,31,31
25.02.2022 18:00 - 25.02.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,29,29,29
25.02.2022 19:00 - 25.02.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,26,26,26
25.02.2022 20:00 - 25.02.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,24,24,24
25.02.2022 21:00 - 25.02.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
25.02.2022 22:00 - 25.02.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,21,19,19
25.02.2022 23:00 - 26.02.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,15,22,22
26.02.2022 00:00 - 26.02.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,10,11,11
26.02.2022 01:00 - 26.02.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
26.02.2022 02:00 - 26.02.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,6,11,11
26.02.2022 03:00 - 26.02.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,11,13,13
26.02.2022 04:00 - 26.02.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,8,12,12
26.02.2022 05:00 - 26.02.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,7,13,13
26.02.2022 06:00 - 26.02.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,9,14,14
26.02.2022 07:00 - 26.02.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,9,15,15
26.02.2022 08:00 - 26.02.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,8,14,16
26.02.2022 09:00 - 26.02.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,10,16,16
26.02.2022 10:00 - 26.02.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
26.02.2022 11:00 - 26.02.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
26.02.2022 12:00 - 26.02.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,11,9,10
26.02.2022 13:00 - 26.02.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,12,9,10
26.02.2022 14:00 - 26.02.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,13,13,13
26.02.2022 15:00 - 26.02.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,12
26.02.2022 16:00 - 26.02.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
26.02.2022 17:00 - 26.02.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
26.02.2022 18:00 - 26.02.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
26.02.2022 19:00 - 26.02.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
26.02.2022 20:00 - 26.02.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
26.02.2022 21:00 - 26.02.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
26.02.2022 22:00 - 26.02.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
26.02.2022 23:00 - 27.02.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,5,11,11
27.02.2022 00:00 - 27.02.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,8,4,4
27.02.2022 01:00 - 27.02.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,4,8,8
27.02.2022 02:00 - 27.02.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,4,12,12
27.02.2022 03:00 - 27.02.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,3,7,7
27.02.2022 04:00 - 27.02.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
27.02.2022 05:00 - 27.02.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
27.02.2022 06:00 - 27.02.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
27.02.2022 07:00 - 27.02.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
27.02.2022 08:00 - 27.02.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,4,9,5
27.02.2022 09:00 - 27.02.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,4,7,5
27.02.2022 10:00 - 27.02.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
27.02.2022 11:00 - 27.02.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
27.02.2022 12:00 - 27.02.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
27.02.2022 13:00 - 27.02.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
27.02.2022 14:00 - 27.02.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
27.02.2022 15:00 - 27.02.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
27.02.2022 16:00 - 27.02.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
27.02.2022 17:00 - 27.02.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
27.02.2022 18:00 - 27.02.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
27.02.2022 19:00 - 27.02.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
27.02.2022 20:00 - 27.02.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
27.02.2022 21:00 - 27.02.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
27.02.2022 22:00 - 27.02.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
27.02.2022 23:00 - 28.02.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,5,9,9
28.02.2022 00:00 - 28.02.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,7,12,12
28.02.2022 01:00 - 28.02.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,8,12,12
28.02.2022 02:00 - 28.02.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,9,13,13
28.02.2022 03:00 - 28.02.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,8,13,13
28.02.2022 04:00 - 28.02.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,7,15,15
28.02.2022 05:00 - 28.02.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,11,7,7
28.02.2022 06:00 - 28.02.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,16,9,9
28.02.2022 07:00 - 28.02.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,15,12,12
28.02.2022 08:00 - 28.02.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,14,12,4
28.02.2022 09:00 - 28.02.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,13,12,10
28.02.2022 10:00 - 28.02.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
28.02.2022 11:00 - 28.02.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,6,11,11
28.02.2022 12:00 - 28.02.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
28.02.2022 13:00 - 28.02.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
28.02.2022 14:00 - 28.02.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
28.02.2022 15:00 - 28.02.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,8,14,14
28.02.2022 16:00 - 28.02.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,7,10,10
28.02.2022 17:00 - 28.02.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,14,13,13
28.02.2022 18:00 - 28.02.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
28.02.2022 19:00 - 28.02.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
28.02.2022 20:00 - 28.02.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
28.02.2022 21:00 - 28.02.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
28.02.2022 22:00 - 28.02.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
28.02.2022 23:00 - 01.03.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,9,15,15
01.03.2022 00:00 - 01.03.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
01.03.2022 01:00 - 01.03.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
01.03.2022 02:00 - 01.03.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,10,9,9
01.03.2022 03:00 - 01.03.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,10,15,15
01.03.2022 04:00 - 01.03.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,16,8,8
01.03.2022 05:00 - 01.03.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,16,8,8
01.03.2022 06:00 - 01.03.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
01.03.2022 07:00 - 01.03.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,15,9,9
01.03.2022 08:00 - 01.03.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,15,13,10
01.03.2022 09:00 - 01.03.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,7,4,4
01.03.2022 10:00 - 01.03.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,6,4,4
01.03.2022 11:00 - 01.03.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,6,4,4
01.03.2022 12:00 - 01.03.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
01.03.2022 13:00 - 01.03.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
01.03.2022 14:00 - 01.03.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
01.03.2022 15:00 - 01.03.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
01.03.2022 16:00 - 01.03.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
01.03.2022 17:00 - 01.03.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
01.03.2022 18:00 - 01.03.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
01.03.2022 19:00 - 01.03.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,15
01.03.2022 20:00 - 01.03.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
01.03.2022 21:00 - 01.03.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
01.03.2022 22:00 - 01.03.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
01.03.2022 23:00 - 02.03.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
02.03.2022 00:00 - 02.03.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,6,8,8
02.03.2022 01:00 - 02.03.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,7
02.03.2022 02:00 - 02.03.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,7,16,16
02.03.2022 03:00 - 02.03.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,8,11,11
02.03.2022 04:00 - 02.03.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,8,15,15
02.03.2022 05:00 - 02.03.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,7,14,14
02.03.2022 06:00 - 02.03.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,5,9,9
02.03.2022 07:00 - 02.03.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,5,7,7
02.03.2022 08:00 - 02.03.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,5,20,5
02.03.2022 09:00 - 02.03.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
02.03.2022 10:00 - 02.03.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
02.03.2022 11:00 - 02.03.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,5,6,6
02.03.2022 12:00 - 02.03.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
02.03.2022 13:00 - 02.03.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
02.03.2022 14:00 - 02.03.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,4,23,23
02.03.2022 15:00 - 02.03.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 16:00 - 02.03.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 17:00 - 02.03.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 18:00 - 02.03.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 19:00 - 02.03.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 20:00 - 02.03.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 21:00 - 02.03.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 22:00 - 02.03.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
02.03.2022 23:00 - 03.03.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
03.03.2022 00:00 - 03.03.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
03.03.2022 01:00 - 03.03.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
03.03.2022 02:00 - 03.03.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
03.03.2022 03:00 - 03.03.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,3,10,10
03.03.2022 04:00 - 03.03.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,3,10,10
03.03.2022 05:00 - 03.03.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,2,10,10
03.03.2022 06:00 - 03.03.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,3,12,12
03.03.2022 07:00 - 03.03.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,12,11,11
03.03.2022 08:00 - 03.03.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,9
03.03.2022 09:00 - 03.03.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,12,13,13
03.03.2022 10:00 - 03.03.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,7
03.03.2022 11:00 - 03.03.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,14
03.03.2022 12:00 - 03.03.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,11,12,15
03.03.2022 13:00 - 03.03.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,13,13,15
03.03.2022 14:00 - 03.03.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
03.03.2022 15:00 - 03.03.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
03.03.2022 16:00 - 03.03.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,13,13,13
03.03.2022 17:00 - 03.03.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,15,15,15
03.03.2022 18:00 - 03.03.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,24,24,24
03.03.2022 19:00 - 03.03.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
03.03.2022 20:00 - 03.03.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
03.03.2022 21:00 - 03.03.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
03.03.2022 22:00 - 03.03.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
03.03.2022 23:00 - 04.03.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
04.03.2022 00:00 - 04.03.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,7,6,6
04.03.2022 01:00 - 04.03.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
04.03.2022 02:00 - 04.03.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,6,9,9
04.03.2022 03:00 - 04.03.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,6,14,14
04.03.2022 04:00 - 04.03.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,6,12,12
04.03.2022 05:00 - 04.03.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,7,6,6
04.03.2022 06:00 - 04.03.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,6,12,12
04.03.2022 07:00 - 04.03.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
04.03.2022 08:00 - 04.03.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,5,11,4
04.03.2022 09:00 - 04.03.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,5
04.03.2022 10:00 - 04.03.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,6,12,12
04.03.2022 11:00 - 04.03.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,5,12,12
04.03.2022 12:00 - 04.03.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,5,11,11
04.03.2022 13:00 - 04.03.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,5,6,6
04.03.2022 14:00 - 04.03.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
04.03.2022 15:00 - 04.03.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
04.03.2022 16:00 - 04.03.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
04.03.2022 17:00 - 04.03.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
04.03.2022 18:00 - 04.03.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
04.03.2022 19:00 - 04.03.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
04.03.2022 20:00 - 04.03.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
04.03.2022 21:00 - 04.03.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
04.03.2022 22:00 - 04.03.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
04.03.2022 23:00 - 05.03.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,5,6,6
05.03.2022 00:00 - 05.03.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,5,6,6
05.03.2022 01:00 - 05.03.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
05.03.2022 02:00 - 05.03.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
05.03.2022 03:00 - 05.03.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
05.03.2022 04:00 - 05.03.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,7,3,3
05.03.2022 05:00 - 05.03.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
05.03.2022 06:00 - 05.03.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
05.03.2022 07:00 - 05.03.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
05.03.2022 08:00 - 05.03.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,6
05.03.2022 09:00 - 05.03.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
05.03.2022 10:00 - 05.03.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
05.03.2022 11:00 - 05.03.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
05.03.2022 12:00 - 05.03.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
05.03.2022 13:00 - 05.03.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
05.03.2022 14:00 - 05.03.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
05.03.2022 15:00 - 05.03.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
05.03.2022 16:00 - 05.03.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
05.03.2022 17:00 - 05.03.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
05.03.2022 18:00 - 05.03.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
05.03.2022 19:00 - 05.03.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
05.03.2022 20:00 - 05.03.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
05.03.2022 21:00 - 05.03.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
05.03.2022 22:00 - 05.03.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
05.03.2022 23:00 - 06.03.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,7,10,10
06.03.2022 00:00 - 06.03.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,12,10,10
06.03.2022 01:00 - 06.03.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,12,11,11
06.03.2022 02:00 - 06.03.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,13,17,17
06.03.2022 03:00 - 06.03.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,9,11,11
06.03.2022 04:00 - 06.03.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,9,11,11
06.03.2022 05:00 - 06.03.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,10,11,11
06.03.2022 06:00 - 06.03.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,9,11,11
06.03.2022 07:00 - 06.03.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
06.03.2022 08:00 - 06.03.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
06.03.2022 09:00 - 06.03.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
06.03.2022 10:00 - 06.03.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
06.03.2022 11:00 - 06.03.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,8,6,6
06.03.2022 12:00 - 06.03.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
06.03.2022 13:00 - 06.03.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
06.03.2022 14:00 - 06.03.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
06.03.2022 15:00 - 06.03.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
06.03.2022 16:00 - 06.03.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
06.03.2022 17:00 - 06.03.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
06.03.2022 18:00 - 06.03.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
06.03.2022 19:00 - 06.03.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
06.03.2022 20:00 - 06.03.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
06.03.2022 21:00 - 06.03.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
06.03.2022 22:00 - 06.03.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
06.03.2022 23:00 - 07.03.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,8,9,9
07.03.2022 00:00 - 07.03.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,20,13,13
07.03.2022 01:00 - 07.03.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,13,17,17
07.03.2022 02:00 - 07.03.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,16,20,20
07.03.2022 03:00 - 07.03.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,15,18,18
07.03.2022 04:00 - 07.03.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,19,19,19
07.03.2022 05:00 - 07.03.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,16,20,20
07.03.2022 06:00 - 07.03.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,12,23,23
07.03.2022 07:00 - 07.03.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,20,27,27
