MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Netherlands (NL),Generation - Solar  [MW] Intraday / Netherlands (NL),Generation - Solar  [MW] Current / Netherlands (NL),Generation - Wind Offshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Offshore  [MW] Intraday / Netherlands (NL),Generation - Wind Offshore  [MW] Current / Netherlands (NL),Generation - Wind Onshore  [MW] Day Ahead/ Netherlands (NL),Generation - Wind Onshore  [MW] Intraday / Netherlands (NL),Generation - Wind Onshore  [MW] Current / Netherlands (NL)
16.06.2022 07:00 - 16.06.2022 07:15,570,570,n/e,115,115,115,178,178,178
16.06.2022 07:15 - 16.06.2022 07:30,728,728,n/e,105,105,105,158,158,158
16.06.2022 07:30 - 16.06.2022 07:45,884,884,n/e,94,94,94,142,142,142
16.06.2022 07:45 - 16.06.2022 08:00,1040,1040,n/e,83,83,83,121,121,121
16.06.2022 08:00 - 16.06.2022 08:15,1197,1197,n/e,72,72,72,103,103,103
16.06.2022 08:15 - 16.06.2022 08:30,1486,1486,n/e,62,62,62,90,90,90
16.06.2022 08:30 - 16.06.2022 08:45,1777,1777,n/e,55,55,55,84,84,84
16.06.2022 08:45 - 16.06.2022 09:00,2065,2065,n/e,48,48,48,80,80,80
16.06.2022 09:00 - 16.06.2022 09:15,2356,2356,n/e,41,41,41,74,74,74
16.06.2022 09:15 - 16.06.2022 09:30,2663,2663,n/e,36,36,36,70,70,70
16.06.2022 09:30 - 16.06.2022 09:45,2972,2972,n/e,31,31,31,68,68,68
16.06.2022 09:45 - 16.06.2022 10:00,3279,3279,n/e,27,27,27,63,63,63
16.06.2022 10:00 - 16.06.2022 10:15,3589,3589,n/e,23,23,23,60,60,60
16.06.2022 10:15 - 16.06.2022 10:30,3889,3889,n/e,20,20,20,59,59,59
16.06.2022 10:30 - 16.06.2022 10:45,4187,4187,n/e,19,19,19,58,58,58
16.06.2022 10:45 - 16.06.2022 11:00,4485,4485,n/e,18,18,18,58,58,58
16.06.2022 11:00 - 16.06.2022 11:15,4783,4783,n/e,18,18,18,56,56,56
16.06.2022 11:15 - 16.06.2022 11:30,4965,4965,n/e,17,17,17,54,54,54
16.06.2022 11:30 - 16.06.2022 11:45,5147,5147,n/e,16,16,16,54,54,54
16.06.2022 11:45 - 16.06.2022 12:00,5327,5327,n/e,16,16,16,52,52,52
16.06.2022 12:00 - 16.06.2022 12:15,5510,5510,n/e,16,16,16,51,51,51
16.06.2022 12:15 - 16.06.2022 12:30,5657,5657,n/e,15,15,15,50,50,50
16.06.2022 12:30 - 16.06.2022 12:45,5804,5804,n/e,15,15,15,50,50,50
16.06.2022 12:45 - 16.06.2022 13:00,5950,5950,n/e,14,14,14,49,49,49
16.06.2022 13:00 - 16.06.2022 13:15,6097,6097,n/e,13,13,13,48,48,48
16.06.2022 13:15 - 16.06.2022 13:30,6157,6157,n/e,13,13,13,49,49,49
16.06.2022 13:30 - 16.06.2022 13:45,6216,6216,n/e,12,12,12,48,48,48
16.06.2022 13:45 - 16.06.2022 14:00,6277,6277,n/e,11,11,11,49,49,49
16.06.2022 14:00 - 16.06.2022 14:15,6337,6337,n/e,11,11,11,50,50,50
16.06.2022 14:15 - 16.06.2022 14:30,6212,6212,n/e,11,11,11,51,51,51
16.06.2022 14:30 - 16.06.2022 14:45,6086,6086,n/e,12,12,12,50,50,50
16.06.2022 14:45 - 16.06.2022 15:00,5959,5959,n/e,14,14,14,50,50,50
16.06.2022 15:00 - 16.06.2022 15:15,5834,5834,n/e,15,15,15,51,51,51
16.06.2022 15:15 - 16.06.2022 15:30,5721,5721,n/e,17,17,17,56,56,56
16.06.2022 15:30 - 16.06.2022 15:45,5610,5610,n/e,20,20,20,60,60,60
16.06.2022 15:45 - 16.06.2022 16:00,5497,5497,n/e,22,22,22,67,67,67
16.06.2022 16:00 - 16.06.2022 16:15,5384,5384,n/e,24,24,24,73,73,73
16.06.2022 16:15 - 16.06.2022 16:30,5197,5197,n/e,29,29,29,85,85,85
16.06.2022 16:30 - 16.06.2022 16:45,5005,5005,n/e,37,37,37,102,102,102
16.06.2022 16:45 - 16.06.2022 17:00,4816,4816,n/e,44,44,44,116,116,116
16.06.2022 17:00 - 16.06.2022 17:15,4625,4625,n/e,51,51,51,132,132,132
16.06.2022 17:15 - 16.06.2022 17:30,4344,4344,n/e,51,51,51,131,131,131
16.06.2022 17:30 - 16.06.2022 17:45,4063,4063,n/e,44,44,44,112,112,112
16.06.2022 17:45 - 16.06.2022 18:00,3781,3781,n/e,36,36,36,92,92,92
16.06.2022 18:00 - 16.06.2022 18:15,3500,3500,n/e,29,29,29,73,73,73
16.06.2022 18:15 - 16.06.2022 18:30,3231,3231,n/e,24,24,24,60,60,60
16.06.2022 18:30 - 16.06.2022 18:45,2964,2964,n/e,22,22,22,55,55,55
16.06.2022 18:45 - 16.06.2022 19:00,2693,2693,n/e,19,19,19,50,50,50
16.06.2022 19:00 - 16.06.2022 19:15,2426,2426,n/e,17,17,17,45,45,45
16.06.2022 19:15 - 16.06.2022 19:30,2179,2179,n/e,16,16,16,43,43,43
16.06.2022 19:30 - 16.06.2022 19:45,1935,1935,n/e,16,16,16,40,40,40
16.06.2022 19:45 - 16.06.2022 20:00,1688,1688,n/e,16,16,16,38,38,38
16.06.2022 20:00 - 16.06.2022 20:15,1442,1442,n/e,16,16,16,38,38,38
16.06.2022 20:15 - 16.06.2022 20:30,1233,1233,n/e,18,18,18,36,36,36
16.06.2022 20:30 - 16.06.2022 20:45,1023,1023,n/e,20,20,20,37,37,37
16.06.2022 20:45 - 16.06.2022 21:00,815,815,n/e,23,23,23,40,40,40
16.06.2022 21:00 - 16.06.2022 21:15,607,607,n/e,26,26,26,40,40,40
16.06.2022 21:15 - 16.06.2022 21:30,477,477,n/e,31,31,31,41,41,41
16.06.2022 21:30 - 16.06.2022 21:45,345,345,n/e,39,39,39,44,44,44
16.06.2022 21:45 - 16.06.2022 22:00,215,215,n/e,47,47,47,46,46,46
16.06.2022 22:00 - 16.06.2022 22:15,84,84,n/e,55,55,55,46,46,46
16.06.2022 22:15 - 16.06.2022 22:30,63,63,n/e,65,65,65,50,50,50
16.06.2022 22:30 - 16.06.2022 22:45,43,43,n/e,78,78,78,54,54,54
16.06.2022 22:45 - 16.06.2022 23:00,20,20,n/e,91,91,91,61,61,61
16.06.2022 23:00 - 16.06.2022 23:15,0,0,n/e,103,103,103,65,65,65
16.06.2022 23:15 - 16.06.2022 23:30,0,0,n/e,120,120,120,84,84,84
16.06.2022 23:30 - 16.06.2022 23:45,0,0,n/e,139,139,139,113,113,113
16.06.2022 23:45 - 17.06.2022 00:00,0,0,n/e,159,159,159,144,144,144
17.06.2022 00:00 - 17.06.2022 00:15,0,0,n/e,231,231,231,229,229,229
17.06.2022 00:15 - 17.06.2022 00:30,0,0,n/e,244,244,244,258,258,258
17.06.2022 00:30 - 17.06.2022 00:45,0,0,n/e,262,262,262,296,296,296
17.06.2022 00:45 - 17.06.2022 01:00,0,0,n/e,279,279,279,332,332,332
17.06.2022 01:00 - 17.06.2022 01:15,0,0,n/e,297,297,297,371,371,371
17.06.2022 01:15 - 17.06.2022 01:30,0,0,n/e,310,310,310,421,421,421
17.06.2022 01:30 - 17.06.2022 01:45,0,0,n/e,318,318,318,479,479,479
17.06.2022 01:45 - 17.06.2022 02:00,0,0,n/e,325,325,325,538,538,538
17.06.2022 02:00 - 17.06.2022 02:15,0,0,n/e,333,333,333,597,597,597
17.06.2022 02:15 - 17.06.2022 02:30,0,0,n/e,341,341,341,638,638,638
17.06.2022 02:30 - 17.06.2022 02:45,0,0,n/e,350,350,350,665,665,665
17.06.2022 02:45 - 17.06.2022 03:00,0,0,n/e,359,359,359,689,689,689
17.06.2022 03:00 - 17.06.2022 03:15,0,0,n/e,368,368,368,716,716,716
17.06.2022 03:15 - 17.06.2022 03:30,0,0,n/e,383,383,383,745,745,745
17.06.2022 03:30 - 17.06.2022 03:45,0,0,n/e,403,403,403,775,775,775
17.06.2022 03:45 - 17.06.2022 04:00,0,0,n/e,424,424,424,808,808,808
17.06.2022 04:00 - 17.06.2022 04:15,0,0,n/e,445,445,445,839,839,839
17.06.2022 04:15 - 17.06.2022 04:30,0,0,n/e,465,465,465,876,876,876
17.06.2022 04:30 - 17.06.2022 04:45,0,0,n/e,486,486,486,915,915,915
17.06.2022 04:45 - 17.06.2022 05:00,0,0,n/e,507,507,507,955,955,955
17.06.2022 05:00 - 17.06.2022 05:15,0,0,n/e,528,528,528,994,994,994
17.06.2022 05:15 - 17.06.2022 05:30,9,9,n/e,550,550,550,1030,1030,1030
17.06.2022 05:30 - 17.06.2022 05:45,18,18,n/e,575,575,575,1068,1068,1068
17.06.2022 05:45 - 17.06.2022 06:00,29,29,n/e,599,599,599,1101,1101,1101
17.06.2022 06:00 - 17.06.2022 06:15,38,38,n/e,623,623,623,1136,1136,1136
17.06.2022 06:15 - 17.06.2022 06:30,155,155,n/e,647,647,647,1173,1173,1173
17.06.2022 06:30 - 17.06.2022 06:45,273,273,n/e,671,671,671,1210,1210,1210
17.06.2022 06:45 - 17.06.2022 07:00,391,391,n/e,695,695,695,1249,1249,1249
17.06.2022 07:00 - 17.06.2022 07:15,510,510,n/e,719,719,719,1286,1286,1286
17.06.2022 07:15 - 17.06.2022 07:30,650,650,n/e,743,743,743,1323,1323,1323
17.06.2022 07:30 - 17.06.2022 07:45,790,790,n/e,766,766,766,1363,1363,1363
17.06.2022 07:45 - 17.06.2022 08:00,932,932,n/e,790,790,790,1401,1401,1401
17.06.2022 08:00 - 17.06.2022 08:15,1073,1073,n/e,814,814,814,1440,1440,1440
17.06.2022 08:15 - 17.06.2022 08:30,1280,1280,n/e,807,807,807,1424,1424,1424
17.06.2022 08:30 - 17.06.2022 08:45,1481,1481,n/e,768,768,768,1355,1355,1355
17.06.2022 08:45 - 17.06.2022 09:00,1686,1686,n/e,729,729,729,1283,1283,1283
17.06.2022 09:00 - 17.06.2022 09:15,1888,1888,n/e,691,691,691,1214,1214,1214
17.06.2022 09:15 - 17.06.2022 09:30,2124,2124,n/e,653,653,653,1150,1150,1150
17.06.2022 09:30 - 17.06.2022 09:45,2357,2357,n/e,618,618,618,1101,1101,1101
17.06.2022 09:45 - 17.06.2022 10:00,2592,2592,n/e,582,582,582,1051,1051,1051
17.06.2022 10:00 - 17.06.2022 10:15,2823,2823,n/e,547,547,547,999,999,999
17.06.2022 10:15 - 17.06.2022 10:30,3050,3050,n/e,516,516,516,953,953,953
17.06.2022 10:30 - 17.06.2022 10:45,3275,3275,n/e,491,491,491,917,917,917
17.06.2022 10:45 - 17.06.2022 11:00,3500,3500,n/e,466,466,466,879,879,879
17.06.2022 11:00 - 17.06.2022 11:15,3725,3725,n/e,440,440,440,841,841,841
17.06.2022 11:15 - 17.06.2022 11:30,4037,4037,n/e,430,430,430,826,826,826
17.06.2022 11:30 - 17.06.2022 11:45,4347,4347,n/e,434,434,434,827,827,827
17.06.2022 11:45 - 17.06.2022 12:00,4659,4659,n/e,439,439,439,829,829,829
17.06.2022 12:00 - 17.06.2022 12:15,4971,4971,n/e,444,444,444,833,833,833
17.06.2022 12:15 - 17.06.2022 12:30,5106,5106,n/e,447,447,447,838,838,838
17.06.2022 12:30 - 17.06.2022 12:45,5237,5237,n/e,450,450,450,843,843,843
17.06.2022 12:45 - 17.06.2022 13:00,5370,5370,n/e,453,453,453,851,851,851
17.06.2022 13:00 - 17.06.2022 13:15,5504,5504,n/e,456,456,456,859,859,859
17.06.2022 13:15 - 17.06.2022 13:30,5558,5558,n/e,459,459,459,865,865,865
17.06.2022 13:30 - 17.06.2022 13:45,5613,5613,n/e,463,463,463,871,871,871
17.06.2022 13:45 - 17.06.2022 14:00,5668,5668,n/e,467,467,467,877,877,877
17.06.2022 14:00 - 17.06.2022 14:15,5723,5723,n/e,471,471,471,883,883,883
17.06.2022 14:15 - 17.06.2022 14:30,5678,5678,n/e,479,479,479,889,889,889
17.06.2022 14:30 - 17.06.2022 14:45,5637,5637,n/e,491,491,491,898,898,898
17.06.2022 14:45 - 17.06.2022 15:00,5596,5596,n/e,503,503,503,907,907,907
17.06.2022 15:00 - 17.06.2022 15:15,5551,5551,n/e,515,515,515,914,914,914
17.06.2022 15:15 - 17.06.2022 15:30,5445,5445,n/e,524,524,524,923,923,923
17.06.2022 15:30 - 17.06.2022 15:45,5338,5338,n/e,530,530,530,933,933,933
17.06.2022 15:45 - 17.06.2022 16:00,5232,5232,n/e,536,536,536,939,939,939
17.06.2022 16:00 - 17.06.2022 16:15,5125,5125,n/e,541,541,541,949,949,949
17.06.2022 16:15 - 17.06.2022 16:30,4942,4942,n/e,547,547,547,956,956,956
17.06.2022 16:30 - 17.06.2022 16:45,4763,4763,n/e,553,553,553,963,963,963
17.06.2022 16:45 - 17.06.2022 17:00,4585,4585,n/e,559,559,559,971,971,971
17.06.2022 17:00 - 17.06.2022 17:15,4403,4403,n/e,565,565,565,979,979,979
17.06.2022 17:15 - 17.06.2022 17:30,4221,4221,n/e,572,572,572,981,981,981
17.06.2022 17:30 - 17.06.2022 17:45,4038,4038,n/e,578,578,578,978,978,978
17.06.2022 17:45 - 17.06.2022 18:00,3853,3853,n/e,585,585,585,977,977,977
17.06.2022 18:00 - 17.06.2022 18:15,3671,3671,n/e,592,592,592,975,975,975
17.06.2022 18:15 - 17.06.2022 18:30,3389,3389,n/e,596,596,596,975,975,975
17.06.2022 18:30 - 17.06.2022 18:45,3108,3108,n/e,597,597,597,979,979,979
17.06.2022 18:45 - 17.06.2022 19:00,2824,2824,n/e,597,597,597,982,982,982
17.06.2022 19:00 - 17.06.2022 19:15,2540,2540,n/e,598,598,598,985,985,985
17.06.2022 19:15 - 17.06.2022 19:30,2278,2278,n/e,600,600,600,992,992,992
17.06.2022 19:30 - 17.06.2022 19:45,2019,2019,n/e,604,604,604,1003,1003,1003
17.06.2022 19:45 - 17.06.2022 20:00,1761,1761,n/e,608,608,608,1013,1013,1013
17.06.2022 20:00 - 17.06.2022 20:15,1502,1502,n/e,612,612,612,1023,1023,1023
17.06.2022 20:15 - 17.06.2022 20:30,1298,1298,n/e,638,638,638,1067,1067,1067
17.06.2022 20:30 - 17.06.2022 20:45,1095,1095,n/e,685,685,685,1143,1143,1143
17.06.2022 20:45 - 17.06.2022 21:00,892,892,n/e,732,732,732,1221,1221,1221
17.06.2022 21:00 - 17.06.2022 21:15,686,686,n/e,779,779,779,1297,1297,1297
17.06.2022 21:15 - 17.06.2022 21:30,540,540,n/e,835,835,835,1382,1382,1382
17.06.2022 21:30 - 17.06.2022 21:45,394,394,n/e,899,899,899,1478,1478,1478
17.06.2022 21:45 - 17.06.2022 22:00,249,249,n/e,964,964,964,1574,1574,1574
17.06.2022 22:00 - 17.06.2022 22:15,101,101,n/e,1028,1028,1028,1669,1669,1669
17.06.2022 22:15 - 17.06.2022 22:30,75,75,n/e,1080,1080,1080,1768,1768,1768
17.06.2022 22:30 - 17.06.2022 22:45,49,49,n/e,1120,1120,1120,1871,1871,1871
17.06.2022 22:45 - 17.06.2022 23:00,26,26,n/e,1161,1161,1161,1971,1971,1971
17.06.2022 23:00 - 17.06.2022 23:15,0,0,n/e,1201,1201,1201,2069,2069,2069
17.06.2022 23:15 - 17.06.2022 23:30,0,0,n/e,1223,1223,1223,2131,2131,2131
17.06.2022 23:30 - 17.06.2022 23:45,0,0,n/e,1227,1227,1227,2156,2156,2156
17.06.2022 23:45 - 18.06.2022 00:00,0,0,n/e,1231,1231,1231,2181,2181,2181
18.06.2022 00:00 - 18.06.2022 00:15,0,0,n/e,1176,1176,1176,2241,2241,2241
18.06.2022 00:15 - 18.06.2022 00:30,0,0,n/e,1148,1148,1148,2218,2218,2218
18.06.2022 00:30 - 18.06.2022 00:45,0,0,n/e,1114,1114,1114,2195,2195,2195
18.06.2022 00:45 - 18.06.2022 01:00,0,0,n/e,1079,1079,1079,2172,2172,2172
18.06.2022 01:00 - 18.06.2022 01:15,0,0,n/e,1045,1045,1045,2148,2148,2148
18.06.2022 01:15 - 18.06.2022 01:30,0,0,n/e,1011,1011,1011,2119,2119,2119
18.06.2022 01:30 - 18.06.2022 01:45,0,0,n/e,979,979,979,2086,2086,2086
18.06.2022 01:45 - 18.06.2022 02:00,0,0,n/e,946,946,946,2055,2055,2055
18.06.2022 02:00 - 18.06.2022 02:15,0,0,n/e,914,914,914,2023,2023,2023
18.06.2022 02:15 - 18.06.2022 02:30,0,0,n/e,857,857,857,1930,1930,1930
18.06.2022 02:30 - 18.06.2022 02:45,0,0,n/e,776,776,776,1777,1777,1777
18.06.2022 02:45 - 18.06.2022 03:00,0,0,n/e,694,694,694,1627,1627,1627
18.06.2022 03:00 - 18.06.2022 03:15,0,0,n/e,613,613,613,1474,1474,1474
18.06.2022 03:15 - 18.06.2022 03:30,0,0,n/e,534,534,534,1336,1336,1336
18.06.2022 03:30 - 18.06.2022 03:45,0,0,n/e,459,459,459,1212,1212,1212
18.06.2022 03:45 - 18.06.2022 04:00,0,0,n/e,385,385,385,1088,1088,1088
18.06.2022 04:00 - 18.06.2022 04:15,0,0,n/e,310,310,310,965,965,965
18.06.2022 04:15 - 18.06.2022 04:30,0,0,n/e,257,257,257,853,853,853
18.06.2022 04:30 - 18.06.2022 04:45,0,0,n/e,226,226,226,753,753,753
18.06.2022 04:45 - 18.06.2022 05:00,0,0,n/e,196,196,196,654,654,654
18.06.2022 05:00 - 18.06.2022 05:15,0,0,n/e,165,165,165,554,554,554
18.06.2022 05:15 - 18.06.2022 05:30,11,11,n/e,144,144,144,474,474,474
18.06.2022 05:30 - 18.06.2022 05:45,20,20,n/e,132,132,132,420,420,420
18.06.2022 05:45 - 18.06.2022 06:00,31,31,n/e,120,120,120,362,362,362
18.06.2022 06:00 - 18.06.2022 06:15,43,43,n/e,108,108,108,307,307,307
18.06.2022 06:15 - 18.06.2022 06:30,170,170,n/e,96,96,96,263,263,263
18.06.2022 06:30 - 18.06.2022 06:45,300,300,n/e,84,84,84,228,228,228
18.06.2022 06:45 - 18.06.2022 07:00,428,428,n/e,72,72,72,195,195,195
18.06.2022 07:00 - 18.06.2022 07:15,557,557,n/e,60,60,60,159,159,159
18.06.2022 07:15 - 18.06.2022 07:30,710,710,n/e,52,52,52,135,135,135
18.06.2022 07:30 - 18.06.2022 07:45,865,865,n/e,48,48,48,115,115,115
18.06.2022 07:45 - 18.06.2022 08:00,1015,1015,n/e,43,43,43,98,98,98
18.06.2022 08:00 - 18.06.2022 08:15,1170,1170,n/e,38,38,38,80,80,80
18.06.2022 08:15 - 18.06.2022 08:30,1453,1453,n/e,36,36,36,70,70,70
18.06.2022 08:30 - 18.06.2022 08:45,1734,1734,n/e,35,35,35,74,74,74
18.06.2022 08:45 - 18.06.2022 09:00,2016,2016,n/e,34,34,34,73,73,73
18.06.2022 09:00 - 18.06.2022 09:15,2298,2298,n/e,33,33,33,77,77,77
18.06.2022 09:15 - 18.06.2022 09:30,2596,2596,n/e,33,33,33,79,79,79
18.06.2022 09:30 - 18.06.2022 09:45,2893,2893,n/e,35,35,35,81,81,81
18.06.2022 09:45 - 18.06.2022 10:00,3190,3190,n/e,37,37,37,84,84,84
18.06.2022 10:00 - 18.06.2022 10:15,3485,3485,n/e,38,38,38,87,87,87
18.06.2022 10:15 - 18.06.2022 10:30,3774,3774,n/e,41,41,41,90,90,90
18.06.2022 10:30 - 18.06.2022 10:45,4061,4061,n/e,43,43,43,93,93,93
18.06.2022 10:45 - 18.06.2022 11:00,4351,4351,n/e,46,46,46,98,98,98
18.06.2022 11:00 - 18.06.2022 11:15,4636,4636,n/e,49,49,49,102,102,102
18.06.2022 11:15 - 18.06.2022 11:30,4807,4807,n/e,54,54,54,111,111,111
18.06.2022 11:30 - 18.06.2022 11:45,4979,4979,n/e,62,62,62,125,125,125
18.06.2022 11:45 - 18.06.2022 12:00,5152,5152,n/e,69,69,69,138,138,138
18.06.2022 12:00 - 18.06.2022 12:15,5323,5323,n/e,77,77,77,152,152,152
18.06.2022 12:15 - 18.06.2022 12:30,5464,5464,n/e,87,87,87,168,168,168
18.06.2022 12:30 - 18.06.2022 12:45,5607,5607,n/e,99,99,99,186,186,186
18.06.2022 12:45 - 18.06.2022 13:00,5751,5751,n/e,110,110,110,206,206,206
18.06.2022 13:00 - 18.06.2022 13:15,5892,5892,n/e,122,122,122,225,225,225
18.06.2022 13:15 - 18.06.2022 13:30,5950,5950,n/e,135,135,135,245,245,245
18.06.2022 13:30 - 18.06.2022 13:45,6009,6009,n/e,148,148,148,265,265,265
18.06.2022 13:45 - 18.06.2022 14:00,6069,6069,n/e,162,162,162,286,286,286
18.06.2022 14:00 - 18.06.2022 14:15,6126,6126,n/e,175,175,175,306,306,306
18.06.2022 14:15 - 18.06.2022 14:30,6072,6072,n/e,190,190,190,324,324,324
18.06.2022 14:30 - 18.06.2022 14:45,6020,6020,n/e,207,207,207,341,341,341
18.06.2022 14:45 - 18.06.2022 15:00,5967,5967,n/e,225,225,225,359,359,359
18.06.2022 15:00 - 18.06.2022 15:15,5914,5914,n/e,242,242,242,377,377,377
18.06.2022 15:15 - 18.06.2022 15:30,5800,5800,n/e,257,257,257,395,395,395
18.06.2022 15:30 - 18.06.2022 15:45,5686,5686,n/e,271,271,271,415,415,415
18.06.2022 15:45 - 18.06.2022 16:00,5573,5573,n/e,285,285,285,435,435,435
18.06.2022 16:00 - 18.06.2022 16:15,5460,5460,n/e,298,298,298,456,456,456
18.06.2022 16:15 - 18.06.2022 16:30,5268,5268,n/e,314,314,314,478,478,478
18.06.2022 16:30 - 18.06.2022 16:45,5077,5077,n/e,330,330,330,496,496,496
18.06.2022 16:45 - 18.06.2022 17:00,4885,4885,n/e,347,347,347,514,514,514
18.06.2022 17:00 - 18.06.2022 17:15,4694,4694,n/e,363,363,363,533,533,533
18.06.2022 17:15 - 18.06.2022 17:30,4435,4435,n/e,397,397,397,580,580,580
18.06.2022 17:30 - 18.06.2022 17:45,4182,4182,n/e,448,448,448,647,647,647
18.06.2022 17:45 - 18.06.2022 18:00,3923,3923,n/e,498,498,498,718,718,718
18.06.2022 18:00 - 18.06.2022 18:15,3665,3665,n/e,549,549,549,787,787,787
18.06.2022 18:15 - 18.06.2022 18:30,3385,3385,n/e,593,593,593,878,878,878
18.06.2022 18:30 - 18.06.2022 18:45,3103,3103,n/e,631,631,631,989,989,989
18.06.2022 18:45 - 18.06.2022 19:00,2820,2820,n/e,668,668,668,1102,1102,1102
18.06.2022 19:00 - 18.06.2022 19:15,2538,2538,n/e,705,705,705,1213,1213,1213
18.06.2022 19:15 - 18.06.2022 19:30,2278,2278,n/e,763,763,763,1345,1345,1345
18.06.2022 19:30 - 18.06.2022 19:45,2021,2021,n/e,841,841,841,1503,1503,1503
18.06.2022 19:45 - 18.06.2022 20:00,1761,1761,n/e,919,919,919,1657,1657,1657
18.06.2022 20:00 - 18.06.2022 20:15,1501,1501,n/e,996,996,996,1813,1813,1813
18.06.2022 20:15 - 18.06.2022 20:30,1291,1291,n/e,1052,1052,1052,1922,1922,1922
18.06.2022 20:30 - 18.06.2022 20:45,1084,1084,n/e,1085,1085,1085,1986,1986,1986
18.06.2022 20:45 - 18.06.2022 21:00,873,873,n/e,1118,1118,1118,2050,2050,2050
18.06.2022 21:00 - 18.06.2022 21:15,663,663,n/e,1151,1151,1151,2113,2113,2113
18.06.2022 21:15 - 18.06.2022 21:30,522,522,n/e,1176,1176,1176,2179,2179,2179
18.06.2022 21:30 - 18.06.2022 21:45,381,381,n/e,1194,1194,1194,2248,2248,2248
18.06.2022 21:45 - 18.06.2022 22:00,238,238,n/e,1211,1211,1211,2315,2315,2315
18.06.2022 22:00 - 18.06.2022 22:15,99,99,n/e,1229,1229,1229,2386,2386,2386
18.06.2022 22:15 - 18.06.2022 22:30,74,74,n/e,1245,1245,1245,2452,2452,2452
18.06.2022 22:30 - 18.06.2022 22:45,48,48,n/e,1259,1259,1259,2516,2516,2516
18.06.2022 22:45 - 18.06.2022 23:00,26,26,n/e,1274,1274,1274,2582,2582,2582
18.06.2022 23:00 - 18.06.2022 23:15,0,0,n/e,1289,1289,1289,2646,2646,2646
18.06.2022 23:15 - 18.06.2022 23:30,0,0,n/e,1317,1317,1317,2735,2735,2735
18.06.2022 23:30 - 18.06.2022 23:45,0,0,n/e,1358,1358,1358,2848,2848,2848
18.06.2022 23:45 - 19.06.2022 00:00,0,0,n/e,1399,1399,1399,2960,2960,2960
19.06.2022 00:00 - 19.06.2022 00:15,0,0,n/e,1165,1165,1165,2444,2444,2444
19.06.2022 00:15 - 19.06.2022 00:30,0,0,n/e,1157,1157,1157,2431,2431,2431
19.06.2022 00:30 - 19.06.2022 00:45,0,0,n/e,1150,1150,1150,2414,2414,2414
19.06.2022 00:45 - 19.06.2022 01:00,0,0,n/e,1142,1142,1142,2398,2398,2398
19.06.2022 01:00 - 19.06.2022 01:15,0,0,n/e,1135,1135,1135,2381,2381,2381
19.06.2022 01:15 - 19.06.2022 01:30,0,0,n/e,1125,1125,1125,2365,2365,2365
19.06.2022 01:30 - 19.06.2022 01:45,0,0,n/e,1110,1110,1110,2349,2349,2349
19.06.2022 01:45 - 19.06.2022 02:00,0,0,n/e,1096,1096,1096,2332,2332,2332
19.06.2022 02:00 - 19.06.2022 02:15,0,0,n/e,1082,1082,1082,2317,2317,2317
19.06.2022 02:15 - 19.06.2022 02:30,0,0,n/e,1072,1072,1072,2307,2307,2307
19.06.2022 02:30 - 19.06.2022 02:45,0,0,n/e,1067,1067,1067,2304,2304,2304
19.06.2022 02:45 - 19.06.2022 03:00,0,0,n/e,1062,1062,1062,2299,2299,2299
19.06.2022 03:00 - 19.06.2022 03:15,0,0,n/e,1057,1057,1057,2294,2294,2294
19.06.2022 03:15 - 19.06.2022 03:30,0,0,n/e,1052,1052,1052,2290,2290,2290
19.06.2022 03:30 - 19.06.2022 03:45,0,0,n/e,1046,1046,1046,2288,2288,2288
19.06.2022 03:45 - 19.06.2022 04:00,0,0,n/e,1040,1040,1040,2283,2283,2283
19.06.2022 04:00 - 19.06.2022 04:15,0,0,n/e,1034,1034,1034,2279,2279,2279
19.06.2022 04:15 - 19.06.2022 04:30,0,0,n/e,1028,1028,1028,2277,2277,2277
19.06.2022 04:30 - 19.06.2022 04:45,0,0,n/e,1021,1021,1021,2271,2271,2271
19.06.2022 04:45 - 19.06.2022 05:00,0,0,n/e,1014,1014,1014,2268,2268,2268
19.06.2022 05:00 - 19.06.2022 05:15,0,0,n/e,1006,1006,1006,2261,2261,2261
19.06.2022 05:15 - 19.06.2022 05:30,7,7,n/e,976,976,976,2197,2197,2197
19.06.2022 05:30 - 19.06.2022 05:45,14,14,n/e,922,922,922,2067,2067,2067
19.06.2022 05:45 - 19.06.2022 06:00,25,25,n/e,868,868,868,1935,1935,1935
19.06.2022 06:00 - 19.06.2022 06:15,29,29,n/e,814,814,814,1808,1808,1808
19.06.2022 06:15 - 19.06.2022 06:30,129,129,n/e,760,760,760,1681,1681,1681
19.06.2022 06:30 - 19.06.2022 06:45,228,228,n/e,705,705,705,1556,1556,1556
19.06.2022 06:45 - 19.06.2022 07:00,326,326,n/e,650,650,650,1432,1432,1432
19.06.2022 07:00 - 19.06.2022 07:15,422,422,n/e,595,595,595,1305,1305,1305
19.06.2022 07:15 - 19.06.2022 07:30,543,543,n/e,544,544,544,1194,1194,1194
19.06.2022 07:30 - 19.06.2022 07:45,662,662,n/e,496,496,496,1092,1092,1092
19.06.2022 07:45 - 19.06.2022 08:00,778,778,n/e,449,449,449,993,993,993
19.06.2022 08:00 - 19.06.2022 08:15,901,901,n/e,401,401,401,892,892,892
19.06.2022 08:15 - 19.06.2022 08:30,1004,1004,n/e,378,378,378,826,826,826
