MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Solar  [MW] Intraday / Czech Republic (CZ),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Offshore  [MW] Current / Czech Republic (CZ),Generation - Wind Onshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Onshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Onshore  [MW] Current / Czech Republic (CZ)
10.01.2022 15:00 - 10.01.2022 16:00,57,57,57,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 16:00 - 10.01.2022 17:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 17:00 - 10.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 18:00 - 10.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 19:00 - 10.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 20:00 - 10.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 21:00 - 10.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 22:00 - 10.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
10.01.2022 23:00 - 11.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 00:00 - 11.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 01:00 - 11.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 02:00 - 11.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 03:00 - 11.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 04:00 - 11.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 05:00 - 11.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 06:00 - 11.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 07:00 - 11.01.2022 08:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 08:00 - 11.01.2022 09:00,57,57,57,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 09:00 - 11.01.2022 10:00,257,257,257,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 10:00 - 11.01.2022 11:00,499,499,499,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 11:00 - 11.01.2022 12:00,668,668,668,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 12:00 - 11.01.2022 13:00,676,676,676,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 13:00 - 11.01.2022 14:00,619,619,619,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 14:00 - 11.01.2022 15:00,368,368,368,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 15:00 - 11.01.2022 16:00,129,129,129,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 16:00 - 11.01.2022 17:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 17:00 - 11.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 18:00 - 11.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 19:00 - 11.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 20:00 - 11.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 21:00 - 11.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 22:00 - 11.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
11.01.2022 23:00 - 12.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 00:00 - 12.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 01:00 - 12.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 02:00 - 12.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 03:00 - 12.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 04:00 - 12.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 05:00 - 12.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 06:00 - 12.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 07:00 - 12.01.2022 08:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 08:00 - 12.01.2022 09:00,60,60,60,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 09:00 - 12.01.2022 10:00,223,223,223,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 10:00 - 12.01.2022 11:00,395,395,395,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 11:00 - 12.01.2022 12:00,483,483,483,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 12:00 - 12.01.2022 13:00,414,414,414,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 13:00 - 12.01.2022 14:00,299,299,299,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 14:00 - 12.01.2022 15:00,257,257,257,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 15:00 - 12.01.2022 16:00,96,96,96,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 16:00 - 12.01.2022 17:00,11,11,11,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 17:00 - 12.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 06:00 - 13.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 07:00 - 13.01.2022 08:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 08:00 - 13.01.2022 09:00,36,36,36,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 09:00 - 13.01.2022 10:00,162,162,162,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 10:00 - 13.01.2022 11:00,318,318,318,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 11:00 - 13.01.2022 12:00,421,421,421,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 12:00 - 13.01.2022 13:00,416,416,416,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 13:00 - 13.01.2022 14:00,356,356,356,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 14:00 - 13.01.2022 15:00,228,228,228,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 15:00 - 13.01.2022 16:00,74,74,74,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 16:00 - 13.01.2022 17:00,11,11,11,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 17:00 - 13.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 06:00 - 14.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 07:00 - 14.01.2022 08:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 08:00 - 14.01.2022 09:00,91,91,91,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 09:00 - 14.01.2022 10:00,368,368,368,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 10:00 - 14.01.2022 11:00,715,715,715,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 11:00 - 14.01.2022 12:00,941,941,941,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 12:00 - 14.01.2022 13:00,973,973,973,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 13:00 - 14.01.2022 14:00,832,832,832,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 14:00 - 14.01.2022 15:00,528,528,528,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 15:00 - 14.01.2022 16:00,164,164,164,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 16:00 - 14.01.2022 17:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 17:00 - 14.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 06:00 - 15.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 07:00 - 15.01.2022 08:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 08:00 - 15.01.2022 09:00,40,40,40,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 09:00 - 15.01.2022 10:00,174,174,174,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 10:00 - 15.01.2022 11:00,352,352,352,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 11:00 - 15.01.2022 12:00,493,493,493,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 12:00 - 15.01.2022 13:00,644,644,644,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 13:00 - 15.01.2022 14:00,616,616,616,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 14:00 - 15.01.2022 15:00,363,363,363,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 15:00 - 15.01.2022 16:00,129,129,129,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 16:00 - 15.01.2022 17:00,16,16,16,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 17:00 - 15.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 06:00 - 16.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 07:00 - 16.01.2022 08:00,2,2,2,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 08:00 - 16.01.2022 09:00,58,58,58,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 09:00 - 16.01.2022 10:00,215,215,215,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 10:00 - 16.01.2022 11:00,389,389,389,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 11:00 - 16.01.2022 12:00,517,517,517,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 12:00 - 16.01.2022 13:00,569,569,569,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 13:00 - 16.01.2022 14:00,449,449,449,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 14:00 - 16.01.2022 15:00,230,230,230,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 15:00 - 16.01.2022 16:00,72,72,72,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 16:00 - 16.01.2022 17:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 17:00 - 16.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 06:00 - 17.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 07:00 - 17.01.2022 08:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 08:00 - 17.01.2022 09:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 09:00 - 17.01.2022 10:00,40,40,40,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 10:00 - 17.01.2022 11:00,86,86,86,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 11:00 - 17.01.2022 12:00,110,110,110,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 12:00 - 17.01.2022 13:00,88,88,88,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 13:00 - 17.01.2022 14:00,71,71,71,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 14:00 - 17.01.2022 15:00,47,47,47,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 15:00 - 17.01.2022 16:00,24,24,24,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 16:00 - 17.01.2022 17:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 17:00 - 17.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 06:00 - 18.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 07:00 - 18.01.2022 08:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 08:00 - 18.01.2022 09:00,73,73,73,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 09:00 - 18.01.2022 10:00,268,268,268,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 10:00 - 18.01.2022 11:00,465,465,465,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 11:00 - 18.01.2022 12:00,582,582,582,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 12:00 - 18.01.2022 13:00,662,662,662,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 13:00 - 18.01.2022 14:00,587,587,587,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 14:00 - 18.01.2022 15:00,334,334,334,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 15:00 - 18.01.2022 16:00,113,113,113,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 16:00 - 18.01.2022 17:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 17:00 - 18.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 06:00 - 19.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 07:00 - 19.01.2022 08:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 08:00 - 19.01.2022 09:00,55,55,55,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 09:00 - 19.01.2022 10:00,224,224,224,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 10:00 - 19.01.2022 11:00,436,436,436,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 11:00 - 19.01.2022 12:00,611,611,611,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 12:00 - 19.01.2022 13:00,754,754,754,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 13:00 - 19.01.2022 14:00,738,738,738,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 14:00 - 19.01.2022 15:00,532,532,532,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 15:00 - 19.01.2022 16:00,196,196,196,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 16:00 - 19.01.2022 17:00,23,23,23,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 17:00 - 19.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 06:00 - 20.01.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 07:00 - 20.01.2022 08:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 08:00 - 20.01.2022 09:00,45,45,45,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 09:00 - 20.01.2022 10:00,176,176,176,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 10:00 - 20.01.2022 11:00,300,300,300,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 11:00 - 20.01.2022 12:00,332,332,332,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 12:00 - 20.01.2022 13:00,423,423,423,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 13:00 - 20.01.2022 14:00,509,509,509,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 14:00 - 20.01.2022 15:00,404,404,404,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 15:00 - 20.01.2022 16:00,187,187,187,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 16:00 - 20.01.2022 17:00,21,21,21,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 17:00 - 20.01.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
