MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Solar  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK),Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)
17.06.2022 09:00 - 17.06.2022 10:00,661,661,661,338,338,338,415,415,415
17.06.2022 10:00 - 17.06.2022 11:00,722,722,722,329,329,329,481,481,481
17.06.2022 11:00 - 17.06.2022 12:00,754,754,754,318,318,318,537,537,537
17.06.2022 12:00 - 17.06.2022 13:00,719,719,719,323,323,323,609,609,609
17.06.2022 13:00 - 17.06.2022 14:00,619,619,619,388,388,388,701,701,701
17.06.2022 14:00 - 17.06.2022 15:00,511,511,511,534,534,534,767,767,767
17.06.2022 15:00 - 17.06.2022 16:00,400,400,400,619,619,619,849,849,849
17.06.2022 16:00 - 17.06.2022 17:00,324,324,324,639,639,639,951,951,951
17.06.2022 17:00 - 17.06.2022 18:00,263,263,263,697,697,697,1121,1121,1121
17.06.2022 18:00 - 17.06.2022 19:00,189,189,189,792,792,792,1333,1333,1333
17.06.2022 19:00 - 17.06.2022 20:00,120,120,120,915,915,915,1519,1519,1519
17.06.2022 20:00 - 17.06.2022 21:00,54,54,54,977,977,977,1568,1568,1568
17.06.2022 21:00 - 17.06.2022 22:00,11,11,11,1011,1011,1011,1657,1657,1657
17.06.2022 22:00 - 17.06.2022 23:00,0,0,0,1020,1020,1020,1779,1779,1779
17.06.2022 23:00 - 18.06.2022 00:00,0,0,0,1044,1044,1044,1755,1755,1755
18.06.2022 00:00 - 18.06.2022 01:00,0,0,0,838,838,838,1470,1470,1470
18.06.2022 01:00 - 18.06.2022 02:00,0,0,0,728,728,728,1231,1231,1231
18.06.2022 02:00 - 18.06.2022 03:00,0,0,0,706,706,706,1102,1102,1102
18.06.2022 03:00 - 18.06.2022 04:00,0,0,0,719,719,719,947,947,947
18.06.2022 04:00 - 18.06.2022 05:00,2,2,2,718,718,718,879,879,879
18.06.2022 05:00 - 18.06.2022 06:00,34,34,34,664,664,664,834,834,834
18.06.2022 06:00 - 18.06.2022 07:00,140,140,140,629,629,629,745,745,745
18.06.2022 07:00 - 18.06.2022 08:00,346,346,346,519,519,519,692,692,692
18.06.2022 08:00 - 18.06.2022 09:00,622,622,622,446,446,446,776,776,776
18.06.2022 09:00 - 18.06.2022 10:00,956,956,956,401,401,401,844,844,844
18.06.2022 10:00 - 18.06.2022 11:00,1254,1254,1254,331,331,331,939,939,939
18.06.2022 11:00 - 18.06.2022 12:00,1445,1445,1445,312,312,312,1001,1001,1001
18.06.2022 12:00 - 18.06.2022 13:00,1568,1568,1568,291,291,291,1054,1054,1054
18.06.2022 13:00 - 18.06.2022 14:00,1624,1624,1624,289,289,289,1107,1107,1107
18.06.2022 14:00 - 18.06.2022 15:00,1591,1591,1591,238,238,238,1152,1152,1152
18.06.2022 15:00 - 18.06.2022 16:00,1494,1494,1494,276,276,276,1174,1174,1174
18.06.2022 16:00 - 18.06.2022 17:00,1275,1275,1275,245,245,245,1149,1149,1149
18.06.2022 17:00 - 18.06.2022 18:00,951,951,951,270,270,270,1126,1126,1126
18.06.2022 18:00 - 18.06.2022 19:00,579,579,579,371,371,371,1056,1056,1056
18.06.2022 19:00 - 18.06.2022 20:00,270,270,270,398,398,398,926,926,926
18.06.2022 20:00 - 18.06.2022 21:00,92,92,92,380,380,380,769,769,769
18.06.2022 21:00 - 18.06.2022 22:00,14,14,14,313,313,313,664,664,664
18.06.2022 22:00 - 18.06.2022 23:00,0,0,0,255,255,255,529,529,529
18.06.2022 23:00 - 19.06.2022 00:00,0,0,0,224,224,224,490,490,490
19.06.2022 00:00 - 19.06.2022 01:00,0,0,0,424,424,424,476,476,476
19.06.2022 01:00 - 19.06.2022 02:00,0,0,0,384,384,384,466,466,466
19.06.2022 02:00 - 19.06.2022 03:00,0,0,0,318,318,318,427,427,427
19.06.2022 03:00 - 19.06.2022 04:00,0,0,0,196,196,196,343,343,343
19.06.2022 04:00 - 19.06.2022 05:00,1,1,1,191,191,191,339,339,339
19.06.2022 05:00 - 19.06.2022 06:00,19,19,19,228,228,228,341,341,341
19.06.2022 06:00 - 19.06.2022 07:00,66,66,66,249,249,249,348,348,348
19.06.2022 07:00 - 19.06.2022 08:00,161,161,161,193,193,193,342,342,342
19.06.2022 08:00 - 19.06.2022 09:00,276,276,276,194,194,194,402,402,402
19.06.2022 09:00 - 19.06.2022 10:00,432,432,432,187,187,187,455,455,455
19.06.2022 10:00 - 19.06.2022 11:00,683,683,683,170,170,170,542,542,542
19.06.2022 11:00 - 19.06.2022 12:00,996,996,996,130,130,130,605,605,605
19.06.2022 12:00 - 19.06.2022 13:00,1132,1132,1132,124,124,124,652,652,652
19.06.2022 13:00 - 19.06.2022 14:00,1134,1134,1134,131,131,131,704,704,704
19.06.2022 14:00 - 19.06.2022 15:00,1090,1090,1090,151,151,151,759,759,759
19.06.2022 15:00 - 19.06.2022 16:00,990,990,990,197,197,197,767,767,767
19.06.2022 16:00 - 19.06.2022 17:00,889,889,889,236,236,236,736,736,736
19.06.2022 17:00 - 19.06.2022 18:00,730,730,730,278,278,278,695,695,695
19.06.2022 18:00 - 19.06.2022 19:00,499,499,499,229,229,229,607,607,607
19.06.2022 19:00 - 19.06.2022 20:00,285,285,285,179,179,179,518,518,518
19.06.2022 20:00 - 19.06.2022 21:00,111,111,111,166,166,166,413,413,413
19.06.2022 21:00 - 19.06.2022 22:00,17,17,17,102,102,102,320,320,320
19.06.2022 22:00 - 19.06.2022 23:00,0,0,0,102,102,102,262,262,262
19.06.2022 23:00 - 20.06.2022 00:00,0,0,0,115,115,115,249,249,249
20.06.2022 00:00 - 20.06.2022 01:00,0,0,0,100,100,100,67,67,67
20.06.2022 01:00 - 20.06.2022 02:00,0,0,0,87,87,87,66,66,66
20.06.2022 02:00 - 20.06.2022 03:00,0,0,0,96,96,96,62,62,62
20.06.2022 03:00 - 20.06.2022 04:00,0,0,0,89,89,89,48,48,48
20.06.2022 04:00 - 20.06.2022 05:00,2,2,2,56,56,56,43,43,43
20.06.2022 05:00 - 20.06.2022 06:00,34,34,34,46,46,46,49,49,49
20.06.2022 06:00 - 20.06.2022 07:00,135,135,135,49,49,49,51,51,51
20.06.2022 07:00 - 20.06.2022 08:00,328,328,328,45,45,45,49,49,49
20.06.2022 08:00 - 20.06.2022 09:00,551,551,551,53,53,53,58,58,58
20.06.2022 09:00 - 20.06.2022 10:00,706,706,706,69,69,69,74,74,74
20.06.2022 10:00 - 20.06.2022 11:00,854,854,854,105,105,105,109,109,109
20.06.2022 11:00 - 20.06.2022 12:00,951,951,951,155,155,155,163,163,163
20.06.2022 12:00 - 20.06.2022 13:00,1010,1010,1010,197,197,197,246,246,246
20.06.2022 13:00 - 20.06.2022 14:00,998,998,998,241,241,241,351,351,351
20.06.2022 14:00 - 20.06.2022 15:00,952,952,952,275,275,275,474,474,474
20.06.2022 15:00 - 20.06.2022 16:00,908,908,908,389,389,389,569,569,569
20.06.2022 16:00 - 20.06.2022 17:00,844,844,844,483,483,483,671,671,671
20.06.2022 17:00 - 20.06.2022 18:00,768,768,768,537,537,537,759,759,759
20.06.2022 18:00 - 20.06.2022 19:00,575,575,575,664,664,664,849,849,849
20.06.2022 19:00 - 20.06.2022 20:00,338,338,338,683,683,683,905,905,905
20.06.2022 20:00 - 20.06.2022 21:00,133,133,133,661,661,661,844,844,844
20.06.2022 21:00 - 20.06.2022 22:00,20,20,20,679,679,679,799,799,799
20.06.2022 22:00 - 20.06.2022 23:00,0,0,0,620,620,620,864,864,864
20.06.2022 23:00 - 21.06.2022 00:00,0,0,0,599,599,599,973,973,973
21.06.2022 00:00 - 21.06.2022 01:00,0,0,0,495,495,495,991,991,991
21.06.2022 01:00 - 21.06.2022 02:00,0,0,0,572,572,572,1057,1057,1057
21.06.2022 02:00 - 21.06.2022 03:00,0,0,0,690,690,690,1195,1195,1195
21.06.2022 03:00 - 21.06.2022 04:00,0,0,0,796,796,796,1307,1307,1307
21.06.2022 04:00 - 21.06.2022 05:00,3,3,3,837,837,837,1413,1413,1413
21.06.2022 05:00 - 21.06.2022 06:00,53,53,53,861,861,861,1475,1475,1475
21.06.2022 06:00 - 21.06.2022 07:00,199,199,199,780,780,780,1368,1368,1368
21.06.2022 07:00 - 21.06.2022 08:00,463,463,463,667,667,667,1267,1267,1267
21.06.2022 08:00 - 21.06.2022 09:00,814,814,814,555,555,555,1268,1268,1268
21.06.2022 09:00 - 21.06.2022 10:00,1156,1156,1156,508,508,508,1123,1123,1123
21.06.2022 10:00 - 21.06.2022 11:00,1402,1402,1402,422,422,422,960,960,960
21.06.2022 11:00 - 21.06.2022 12:00,1552,1552,1552,351,351,351,917,917,917
21.06.2022 12:00 - 21.06.2022 13:00,1632,1632,1632,299,299,299,993,993,993
21.06.2022 13:00 - 21.06.2022 14:00,1637,1637,1637,296,296,296,1082,1082,1082
21.06.2022 14:00 - 21.06.2022 15:00,1565,1565,1565,271,271,271,1153,1153,1153
21.06.2022 15:00 - 21.06.2022 16:00,1430,1430,1430,313,313,313,1165,1165,1165
21.06.2022 16:00 - 21.06.2022 17:00,1217,1217,1217,349,349,349,1138,1138,1138
21.06.2022 17:00 - 21.06.2022 18:00,971,971,971,327,327,327,1085,1085,1085
21.06.2022 18:00 - 21.06.2022 19:00,675,675,675,351,351,351,974,974,974
21.06.2022 19:00 - 21.06.2022 20:00,361,361,361,339,339,339,861,861,861
21.06.2022 20:00 - 21.06.2022 21:00,131,131,131,289,289,289,689,689,689
21.06.2022 21:00 - 21.06.2022 22:00,27,27,27,216,216,216,564,564,564
21.06.2022 22:00 - 21.06.2022 23:00,1,1,1,184,184,184,540,540,540
21.06.2022 23:00 - 22.06.2022 00:00,0,0,0,194,194,194,559,559,559
22.06.2022 00:00 - 22.06.2022 01:00,0,0,0,383,383,383,695,695,695
22.06.2022 01:00 - 22.06.2022 02:00,0,0,0,402,402,402,707,707,707
22.06.2022 02:00 - 22.06.2022 03:00,0,0,0,361,361,361,704,704,704
22.06.2022 03:00 - 22.06.2022 04:00,0,0,0,345,345,345,653,653,653
22.06.2022 04:00 - 22.06.2022 05:00,3,3,3,291,291,291,615,615,615
22.06.2022 05:00 - 22.06.2022 06:00,38,38,38,250,250,250,636,636,636
22.06.2022 06:00 - 22.06.2022 07:00,118,118,118,250,250,250,668,668,668
22.06.2022 07:00 - 22.06.2022 08:00,245,245,245,264,264,264,687,687,687
22.06.2022 08:00 - 22.06.2022 09:00,380,380,380,282,282,282,732,732,732
22.06.2022 09:00 - 22.06.2022 10:00,537,537,537,257,257,257,727,727,727
22.06.2022 10:00 - 22.06.2022 11:00,751,751,751,212,212,212,751,751,751
22.06.2022 11:00 - 22.06.2022 12:00,977,977,977,180,180,180,793,793,793
22.06.2022 12:00 - 22.06.2022 13:00,1122,1122,1122,163,163,163,850,850,850
22.06.2022 13:00 - 22.06.2022 14:00,1200,1200,1200,142,142,142,921,921,921
22.06.2022 14:00 - 22.06.2022 15:00,1223,1223,1223,126,126,126,977,977,977
22.06.2022 15:00 - 22.06.2022 16:00,1200,1200,1200,138,138,138,963,963,963
22.06.2022 16:00 - 22.06.2022 17:00,1111,1111,1111,165,165,165,998,998,998
22.06.2022 17:00 - 22.06.2022 18:00,900,900,900,168,168,168,1039,1039,1039
22.06.2022 18:00 - 22.06.2022 19:00,614,614,614,185,185,185,1023,1023,1023
22.06.2022 19:00 - 22.06.2022 20:00,340,340,340,208,208,208,990,990,990
22.06.2022 20:00 - 22.06.2022 21:00,131,131,131,213,213,213,827,827,827
22.06.2022 21:00 - 22.06.2022 22:00,29,29,29,186,186,186,650,650,650
22.06.2022 22:00 - 22.06.2022 23:00,1,1,1,170,170,170,563,563,563
22.06.2022 23:00 - 23.06.2022 00:00,0,0,0,175,175,175,528,528,528
23.06.2022 00:00 - 23.06.2022 01:00,0,0,0,209,209,209,496,496,496
23.06.2022 01:00 - 23.06.2022 02:00,0,0,0,205,205,205,417,417,417
23.06.2022 02:00 - 23.06.2022 03:00,0,0,0,174,174,174,380,380,380
23.06.2022 03:00 - 23.06.2022 04:00,0,0,0,155,155,155,341,341,341
23.06.2022 04:00 - 23.06.2022 05:00,3,3,3,136,136,136,308,308,308
23.06.2022 05:00 - 23.06.2022 06:00,52,52,52,105,105,105,289,289,289
23.06.2022 06:00 - 23.06.2022 07:00,196,196,196,82,82,82,255,255,255
23.06.2022 07:00 - 23.06.2022 08:00,456,456,456,70,70,70,220,220,220
23.06.2022 08:00 - 23.06.2022 09:00,781,781,781,53,53,53,229,229,229
23.06.2022 09:00 - 23.06.2022 10:00,1086,1086,1086,41,41,41,226,226,226
23.06.2022 10:00 - 23.06.2022 11:00,1326,1326,1326,41,41,41,225,225,225
23.06.2022 11:00 - 23.06.2022 12:00,1502,1502,1502,41,41,41,215,215,215
23.06.2022 12:00 - 23.06.2022 13:00,1606,1606,1606,42,42,42,201,201,201
23.06.2022 13:00 - 23.06.2022 14:00,1641,1641,1641,53,53,53,195,195,195
23.06.2022 14:00 - 23.06.2022 15:00,1612,1612,1612,70,70,70,200,200,200
23.06.2022 15:00 - 23.06.2022 16:00,1508,1508,1508,73,73,73,193,193,193
23.06.2022 16:00 - 23.06.2022 17:00,1319,1319,1319,91,91,91,188,188,188
23.06.2022 17:00 - 23.06.2022 18:00,1060,1060,1060,100,100,100,174,174,174
23.06.2022 18:00 - 23.06.2022 19:00,741,741,741,132,132,132,175,175,175
23.06.2022 19:00 - 23.06.2022 20:00,413,413,413,134,134,134,210,210,210
23.06.2022 20:00 - 23.06.2022 21:00,155,155,155,184,184,184,253,253,253
23.06.2022 21:00 - 23.06.2022 22:00,32,32,32,286,286,286,340,340,340
23.06.2022 22:00 - 23.06.2022 23:00,1,1,1,467,467,467,484,484,484
23.06.2022 23:00 - 24.06.2022 00:00,0,0,0,637,637,637,637,637,637
24.06.2022 00:00 - 24.06.2022 01:00,0,0,0,733,733,733,855,855,855
24.06.2022 01:00 - 24.06.2022 02:00,0,0,0,736,736,736,964,964,964
24.06.2022 02:00 - 24.06.2022 03:00,0,0,0,752,752,752,1155,1155,1155
24.06.2022 03:00 - 24.06.2022 04:00,0,0,0,808,808,808,1153,1153,1153
24.06.2022 04:00 - 24.06.2022 05:00,3,3,3,840,840,840,1138,1138,1138
24.06.2022 05:00 - 24.06.2022 06:00,53,53,53,836,836,836,1125,1125,1125
24.06.2022 06:00 - 24.06.2022 07:00,208,208,208,899,899,899,1061,1061,1061
24.06.2022 07:00 - 24.06.2022 08:00,480,480,480,916,916,916,990,990,990
24.06.2022 08:00 - 24.06.2022 09:00,810,810,810,905,905,905,1023,1023,1023
24.06.2022 09:00 - 24.06.2022 10:00,1124,1124,1124,888,888,888,1097,1097,1097
24.06.2022 10:00 - 24.06.2022 11:00,1376,1376,1376,831,831,831,1181,1181,1181
24.06.2022 11:00 - 24.06.2022 12:00,1554,1554,1554,837,837,837,1319,1319,1319
24.06.2022 12:00 - 24.06.2022 13:00,1654,1654,1654,758,758,758,1602,1602,1602
24.06.2022 13:00 - 24.06.2022 14:00,1685,1685,1685,738,738,738,1862,1862,1862
24.06.2022 14:00 - 24.06.2022 15:00,1639,1639,1639,678,678,678,2034,2034,2034
24.06.2022 15:00 - 24.06.2022 16:00,1528,1528,1528,688,688,688,2150,2150,2150
24.06.2022 16:00 - 24.06.2022 17:00,1342,1342,1342,732,732,732,2249,2249,2249
24.06.2022 17:00 - 24.06.2022 18:00,1079,1079,1079,789,789,789,2345,2345,2345
24.06.2022 18:00 - 24.06.2022 19:00,749,749,749,711,711,711,2383,2383,2383
24.06.2022 19:00 - 24.06.2022 20:00,405,405,405,645,645,645,2379,2379,2379
24.06.2022 20:00 - 24.06.2022 21:00,147,147,147,637,637,637,2126,2126,2126
24.06.2022 21:00 - 24.06.2022 22:00,29,29,29,576,576,576,1821,1821,1821
24.06.2022 22:00 - 24.06.2022 23:00,1,1,1,580,580,580,1608,1608,1608
24.06.2022 23:00 - 25.06.2022 00:00,0,0,0,599,599,599,1422,1422,1422
25.06.2022 00:00 - 25.06.2022 01:00,0,0,0,398,398,398,542,542,542
25.06.2022 01:00 - 25.06.2022 02:00,0,0,0,350,350,350,480,480,480
25.06.2022 02:00 - 25.06.2022 03:00,0,0,0,283,283,283,444,444,444
25.06.2022 03:00 - 25.06.2022 04:00,0,0,0,294,294,294,354,354,354
25.06.2022 04:00 - 25.06.2022 05:00,3,3,3,315,315,315,271,271,271
25.06.2022 05:00 - 25.06.2022 06:00,49,49,49,246,246,246,200,200,200
25.06.2022 06:00 - 25.06.2022 07:00,179,179,179,164,164,164,141,141,141
25.06.2022 07:00 - 25.06.2022 08:00,401,401,401,177,177,177,118,118,118
25.06.2022 08:00 - 25.06.2022 09:00,651,651,651,154,154,154,121,121,121
25.06.2022 09:00 - 25.06.2022 10:00,851,851,851,140,140,140,114,114,114
25.06.2022 10:00 - 25.06.2022 11:00,1002,1002,1002,132,132,132,116,116,116
25.06.2022 11:00 - 25.06.2022 12:00,1125,1125,1125,148,148,148,124,124,124
25.06.2022 12:00 - 25.06.2022 13:00,1130,1130,1130,109,109,109,129,129,129
25.06.2022 13:00 - 25.06.2022 14:00,1121,1121,1121,89,89,89,139,139,139
25.06.2022 14:00 - 25.06.2022 15:00,1069,1069,1069,76,76,76,153,153,153
25.06.2022 15:00 - 25.06.2022 16:00,999,999,999,63,63,63,150,150,150
25.06.2022 16:00 - 25.06.2022 17:00,885,885,885,44,44,44,155,155,155
25.06.2022 17:00 - 25.06.2022 18:00,736,736,736,30,30,30,143,143,143
25.06.2022 18:00 - 25.06.2022 19:00,550,550,550,21,21,21,119,119,119
25.06.2022 19:00 - 25.06.2022 20:00,308,308,308,19,19,19,103,103,103
25.06.2022 20:00 - 25.06.2022 21:00,116,116,116,21,21,21,85,85,85
25.06.2022 21:00 - 25.06.2022 22:00,25,25,25,24,24,24,82,82,82
25.06.2022 22:00 - 25.06.2022 23:00,1,1,1,24,24,24,85,85,85
25.06.2022 23:00 - 26.06.2022 00:00,0,0,0,27,27,27,88,88,88
26.06.2022 00:00 - 26.06.2022 01:00,0,0,0,50,50,50,167,167,167
26.06.2022 01:00 - 26.06.2022 02:00,0,0,0,81,81,81,215,215,215
26.06.2022 02:00 - 26.06.2022 03:00,0,0,0,128,128,128,300,300,300
26.06.2022 03:00 - 26.06.2022 04:00,0,0,0,173,173,173,368,368,368
26.06.2022 04:00 - 26.06.2022 05:00,3,3,3,287,287,287,417,417,417
26.06.2022 05:00 - 26.06.2022 06:00,39,39,39,389,389,389,451,451,451
26.06.2022 06:00 - 26.06.2022 07:00,127,127,127,551,551,551,472,472,472
26.06.2022 07:00 - 26.06.2022 08:00,287,287,287,695,695,695,486,486,486
26.06.2022 08:00 - 26.06.2022 09:00,499,499,499,599,599,599,553,553,553
26.06.2022 09:00 - 26.06.2022 10:00,715,715,715,553,553,553,684,684,684
26.06.2022 10:00 - 26.06.2022 11:00,814,814,814,487,487,487,786,786,786
26.06.2022 11:00 - 26.06.2022 12:00,888,888,888,449,449,449,829,829,829
26.06.2022 12:00 - 26.06.2022 13:00,998,998,998,344,344,344,757,757,757
26.06.2022 13:00 - 26.06.2022 14:00,1156,1156,1156,268,268,268,719,719,719
26.06.2022 14:00 - 26.06.2022 15:00,1213,1213,1213,241,241,241,687,687,687
26.06.2022 15:00 - 26.06.2022 16:00,1156,1156,1156,217,217,217,626,626,626
26.06.2022 16:00 - 26.06.2022 17:00,1007,1007,1007,189,189,189,591,591,591
26.06.2022 17:00 - 26.06.2022 18:00,822,822,822,133,133,133,518,518,518
26.06.2022 18:00 - 26.06.2022 19:00,556,556,556,71,71,71,411,411,411
26.06.2022 19:00 - 26.06.2022 20:00,282,282,282,54,54,54,325,325,325
26.06.2022 20:00 - 26.06.2022 21:00,100,100,100,78,78,78,242,242,242
26.06.2022 21:00 - 26.06.2022 22:00,23,23,23,92,92,92,182,182,182
26.06.2022 22:00 - 26.06.2022 23:00,1,1,1,89,89,89,160,160,160
26.06.2022 23:00 - 27.06.2022 00:00,0,0,0,83,83,83,155,155,155
27.06.2022 00:00 - 27.06.2022 01:00,0,0,0,19,19,19,171,171,171
27.06.2022 01:00 - 27.06.2022 02:00,0,0,0,45,45,45,185,185,185
27.06.2022 02:00 - 27.06.2022 03:00,0,0,0,65,65,65,225,225,225
27.06.2022 03:00 - 27.06.2022 04:00,0,0,0,96,96,96,271,271,271
27.06.2022 04:00 - 27.06.2022 05:00,2,2,2,122,122,122,287,287,287
27.06.2022 05:00 - 27.06.2022 06:00,26,26,26,126,126,126,299,299,299
27.06.2022 06:00 - 27.06.2022 07:00,82,82,82,173,173,173,311,311,311
27.06.2022 07:00 - 27.06.2022 08:00,174,174,174,175,175,175,343,343,343
27.06.2022 08:00 - 27.06.2022 09:00,286,286,286,203,203,203,436,436,436
27.06.2022 09:00 - 27.06.2022 10:00,391,391,391,187,187,187,539,539,539
27.06.2022 10:00 - 27.06.2022 11:00,481,481,481,172,172,172,665,665,665
27.06.2022 11:00 - 27.06.2022 12:00,561,561,561,153,153,153,678,678,678
27.06.2022 12:00 - 27.06.2022 13:00,613,613,613,132,132,132,637,637,637
27.06.2022 13:00 - 27.06.2022 14:00,648,648,648,144,144,144,525,525,525
27.06.2022 14:00 - 27.06.2022 15:00,629,629,629,144,144,144,459,459,459
27.06.2022 15:00 - 27.06.2022 16:00,579,579,579,161,161,161,431,431,431
27.06.2022 16:00 - 27.06.2022 17:00,461,461,461,252,252,252,442,442,442
27.06.2022 17:00 - 27.06.2022 18:00,326,326,326,261,261,261,442,442,442
27.06.2022 18:00 - 27.06.2022 19:00,210,210,210,207,207,207,472,472,472
27.06.2022 19:00 - 27.06.2022 20:00,120,120,120,165,165,165,485,485,485
27.06.2022 20:00 - 27.06.2022 21:00,47,47,47,162,162,162,423,423,423
27.06.2022 21:00 - 27.06.2022 22:00,13,13,13,148,148,148,349,349,349
27.06.2022 22:00 - 27.06.2022 23:00,1,1,1,177,177,177,328,328,328
27.06.2022 23:00 - 28.06.2022 00:00,0,0,0,207,207,207,354,354,354
28.06.2022 00:00 - 28.06.2022 01:00,0,0,0,352,352,352,654,654,654
28.06.2022 01:00 - 28.06.2022 02:00,0,0,0,368,368,368,589,589,589
28.06.2022 02:00 - 28.06.2022 03:00,0,0,0,360,360,360,605,605,605
28.06.2022 03:00 - 28.06.2022 04:00,0,0,0,368,368,368,646,646,646
28.06.2022 04:00 - 28.06.2022 05:00,2,2,2,387,387,387,672,672,672
28.06.2022 05:00 - 28.06.2022 06:00,33,33,33,418,418,418,638,638,638
28.06.2022 06:00 - 28.06.2022 07:00,125,125,125,392,392,392,556,556,556
28.06.2022 07:00 - 28.06.2022 08:00,298,298,298,346,346,346,500,500,500
28.06.2022 08:00 - 28.06.2022 09:00,569,569,569,303,303,303,517,517,517
28.06.2022 09:00 - 28.06.2022 10:00,863,863,863,275,275,275,560,560,560
28.06.2022 10:00 - 28.06.2022 11:00,1143,1143,1143,242,242,242,586,586,586
28.06.2022 11:00 - 28.06.2022 12:00,1337,1337,1337,183,183,183,578,578,578
28.06.2022 12:00 - 28.06.2022 13:00,1440,1440,1440,112,112,112,556,556,556
28.06.2022 13:00 - 28.06.2022 14:00,1473,1473,1473,75,75,75,507,507,507
28.06.2022 14:00 - 28.06.2022 15:00,1423,1423,1423,44,44,44,459,459,459
28.06.2022 15:00 - 28.06.2022 16:00,1308,1308,1308,35,35,35,388,388,388
28.06.2022 16:00 - 28.06.2022 17:00,1174,1174,1174,44,44,44,317,317,317
28.06.2022 17:00 - 28.06.2022 18:00,973,973,973,54,54,54,239,239,239
28.06.2022 18:00 - 28.06.2022 19:00,697,697,697,66,66,66,168,168,168
28.06.2022 19:00 - 28.06.2022 20:00,399,399,399,71,71,71,116,116,116
28.06.2022 20:00 - 28.06.2022 21:00,151,151,151,62,62,62,74,74,74
28.06.2022 21:00 - 28.06.2022 22:00,29,29,29,40,40,40,53,53,53
28.06.2022 22:00 - 28.06.2022 23:00,1,1,1,31,31,31,48,48,48
28.06.2022 23:00 - 29.06.2022 00:00,0,0,0,33,33,33,46,46,46
29.06.2022 00:00 - 29.06.2022 01:00,0,0,0,48,48,48,29,29,29
29.06.2022 01:00 - 29.06.2022 02:00,0,0,0,60,60,60,38,38,38
29.06.2022 02:00 - 29.06.2022 03:00,0,0,0,88,88,88,63,63,63
29.06.2022 03:00 - 29.06.2022 04:00,0,0,0,120,120,120,92,92,92
29.06.2022 04:00 - 29.06.2022 05:00,3,3,3,134,134,134,125,125,125
29.06.2022 05:00 - 29.06.2022 06:00,52,52,52,135,135,135,156,156,156
29.06.2022 06:00 - 29.06.2022 07:00,208,208,208,184,184,184,177,177,177
29.06.2022 07:00 - 29.06.2022 08:00,455,455,455,249,249,249,177,177,177
29.06.2022 08:00 - 29.06.2022 09:00,740,740,740,239,239,239,163,163,163
29.06.2022 09:00 - 29.06.2022 10:00,1011,1011,1011,222,222,222,165,165,165
29.06.2022 10:00 - 29.06.2022 11:00,1230,1230,1230,187,187,187,171,171,171
29.06.2022 11:00 - 29.06.2022 12:00,1377,1377,1377,216,216,216,183,183,183
29.06.2022 12:00 - 29.06.2022 13:00,1458,1458,1458,219,219,219,218,218,218
29.06.2022 13:00 - 29.06.2022 14:00,1486,1486,1486,217,217,217,270,270,270
29.06.2022 14:00 - 29.06.2022 15:00,1449,1449,1449,202,202,202,331,331,331
29.06.2022 15:00 - 29.06.2022 16:00,1338,1338,1338,222,222,222,372,372,372
29.06.2022 16:00 - 29.06.2022 17:00,1156,1156,1156,251,251,251,406,406,406
29.06.2022 17:00 - 29.06.2022 18:00,925,925,925,227,227,227,437,437,437
29.06.2022 18:00 - 29.06.2022 19:00,657,657,657,247,247,247,435,435,435
29.06.2022 19:00 - 29.06.2022 20:00,378,378,378,261,261,261,428,428,428
29.06.2022 20:00 - 29.06.2022 21:00,145,145,145,330,330,330,399,399,399
29.06.2022 21:00 - 29.06.2022 22:00,29,29,29,404,404,404,394,394,394
29.06.2022 22:00 - 29.06.2022 23:00,1,1,1,419,419,419,422,422,422
29.06.2022 23:00 - 30.06.2022 00:00,0,0,0,423,423,423,474,474,474
30.06.2022 00:00 - 30.06.2022 01:00,0,0,0,509,509,509,615,615,615
30.06.2022 01:00 - 30.06.2022 02:00,0,0,0,487,487,487,570,570,570
30.06.2022 02:00 - 30.06.2022 03:00,0,0,0,446,446,446,588,588,588
30.06.2022 03:00 - 30.06.2022 04:00,0,0,0,449,449,449,578,578,578
30.06.2022 04:00 - 30.06.2022 05:00,2,2,2,461,461,461,533,533,533
30.06.2022 05:00 - 30.06.2022 06:00,46,46,46,445,445,445,469,469,469
30.06.2022 06:00 - 30.06.2022 07:00,179,179,179,450,450,450,433,433,433
30.06.2022 07:00 - 30.06.2022 08:00,385,385,385,448,448,448,384,384,384
30.06.2022 08:00 - 30.06.2022 09:00,623,623,623,414,414,414,352,352,352
30.06.2022 09:00 - 30.06.2022 10:00,852,852,852,391,391,391,351,351,351
30.06.2022 10:00 - 30.06.2022 11:00,1032,1032,1032,338,338,338,344,344,344
30.06.2022 11:00 - 30.06.2022 12:00,1155,1155,1155,249,249,249,327,327,327
30.06.2022 12:00 - 30.06.2022 13:00,1211,1211,1211,199,199,199,317,317,317
30.06.2022 13:00 - 30.06.2022 14:00,1207,1207,1207,164,164,164,299,299,299
