MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Ireland (IE),Generation - Solar  [MW] Intraday / Ireland (IE),Generation - Solar  [MW] Current / Ireland (IE),Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Offshore  [MW] Intraday / Ireland (IE),Generation - Wind Offshore  [MW] Current / Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE),Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)
10.09.2022 11:00 - 10.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 12:00 - 10.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 13:00 - 10.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 14:00 - 10.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 15:00 - 10.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 16:00 - 10.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 17:00 - 10.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 18:00 - 10.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 19:00 - 10.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 20:00 - 10.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 21:00 - 10.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 22:00 - 10.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
10.09.2022 23:00 - 11.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 00:00 - 11.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 01:00 - 11.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 02:00 - 11.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 03:00 - 11.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 04:00 - 11.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 05:00 - 11.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 06:00 - 11.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 07:00 - 11.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 08:00 - 11.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 09:00 - 11.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 10:00 - 11.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 11:00 - 11.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 12:00 - 11.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 13:00 - 11.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 14:00 - 11.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 15:00 - 11.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 16:00 - 11.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 17:00 - 11.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 18:00 - 11.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 19:00 - 11.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 20:00 - 11.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 21:00 - 11.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 22:00 - 11.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
11.09.2022 23:00 - 12.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 00:00 - 12.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 01:00 - 12.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 02:00 - 12.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 03:00 - 12.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 04:00 - 12.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 05:00 - 12.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 06:00 - 12.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 07:00 - 12.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 08:00 - 12.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 09:00 - 12.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 10:00 - 12.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 11:00 - 12.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 12:00 - 12.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 13:00 - 12.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 14:00 - 12.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 15:00 - 12.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 16:00 - 12.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 17:00 - 12.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 18:00 - 12.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 19:00 - 12.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 20:00 - 12.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 21:00 - 12.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 22:00 - 12.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
12.09.2022 23:00 - 13.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 00:00 - 13.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 01:00 - 13.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 02:00 - 13.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 03:00 - 13.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 04:00 - 13.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 05:00 - 13.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 06:00 - 13.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 07:00 - 13.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 08:00 - 13.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 09:00 - 13.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 10:00 - 13.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 11:00 - 13.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 12:00 - 13.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 13:00 - 13.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 14:00 - 13.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 15:00 - 13.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 16:00 - 13.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 17:00 - 13.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 18:00 - 13.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 19:00 - 13.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 20:00 - 13.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 21:00 - 13.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 22:00 - 13.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
13.09.2022 23:00 - 14.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 00:00 - 14.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 01:00 - 14.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 02:00 - 14.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 03:00 - 14.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 04:00 - 14.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 05:00 - 14.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 06:00 - 14.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 07:00 - 14.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 08:00 - 14.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 09:00 - 14.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 10:00 - 14.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 11:00 - 14.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 12:00 - 14.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 13:00 - 14.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 14:00 - 14.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 15:00 - 14.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 16:00 - 14.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 17:00 - 14.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 18:00 - 14.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 19:00 - 14.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 20:00 - 14.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 21:00 - 14.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 22:00 - 14.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
14.09.2022 23:00 - 15.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 00:00 - 15.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 01:00 - 15.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 02:00 - 15.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 03:00 - 15.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 04:00 - 15.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 05:00 - 15.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 06:00 - 15.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 07:00 - 15.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 08:00 - 15.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 09:00 - 15.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 10:00 - 15.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 11:00 - 15.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 12:00 - 15.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 13:00 - 15.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 14:00 - 15.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 15:00 - 15.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 16:00 - 15.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 17:00 - 15.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 18:00 - 15.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 19:00 - 15.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 20:00 - 15.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 21:00 - 15.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 22:00 - 15.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
15.09.2022 23:00 - 16.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 00:00 - 16.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 01:00 - 16.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 02:00 - 16.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 03:00 - 16.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 04:00 - 16.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 05:00 - 16.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 06:00 - 16.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 07:00 - 16.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 08:00 - 16.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 09:00 - 16.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 10:00 - 16.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 11:00 - 16.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 12:00 - 16.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 13:00 - 16.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 14:00 - 16.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 15:00 - 16.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 16:00 - 16.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 17:00 - 16.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 18:00 - 16.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 19:00 - 16.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 20:00 - 16.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 21:00 - 16.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 22:00 - 16.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
16.09.2022 23:00 - 17.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 00:00 - 17.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 01:00 - 17.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 02:00 - 17.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 03:00 - 17.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 04:00 - 17.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 05:00 - 17.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 06:00 - 17.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 07:00 - 17.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 08:00 - 17.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 09:00 - 17.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 10:00 - 17.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 11:00 - 17.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 12:00 - 17.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 13:00 - 17.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 14:00 - 17.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 15:00 - 17.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 16:00 - 17.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 17:00 - 17.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 18:00 - 17.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 19:00 - 17.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 20:00 - 17.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 21:00 - 17.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 22:00 - 17.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
17.09.2022 23:00 - 18.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 00:00 - 18.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 01:00 - 18.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 02:00 - 18.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 03:00 - 18.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 04:00 - 18.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 05:00 - 18.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 06:00 - 18.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 07:00 - 18.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 08:00 - 18.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 09:00 - 18.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 10:00 - 18.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 11:00 - 18.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 12:00 - 18.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 13:00 - 18.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 14:00 - 18.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 15:00 - 18.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 16:00 - 18.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 17:00 - 18.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 18:00 - 18.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 19:00 - 18.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 20:00 - 18.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 21:00 - 18.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 22:00 - 18.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
18.09.2022 23:00 - 19.09.2022 00:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 00:00 - 19.09.2022 01:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 01:00 - 19.09.2022 02:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 02:00 - 19.09.2022 03:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 03:00 - 19.09.2022 04:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 04:00 - 19.09.2022 05:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 05:00 - 19.09.2022 06:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 06:00 - 19.09.2022 07:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 07:00 - 19.09.2022 08:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 08:00 - 19.09.2022 09:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 09:00 - 19.09.2022 10:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 10:00 - 19.09.2022 11:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 11:00 - 19.09.2022 12:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 12:00 - 19.09.2022 13:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 13:00 - 19.09.2022 14:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 14:00 - 19.09.2022 15:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 15:00 - 19.09.2022 16:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 16:00 - 19.09.2022 17:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 17:00 - 19.09.2022 18:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 18:00 - 19.09.2022 19:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 19:00 - 19.09.2022 20:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 20:00 - 19.09.2022 21:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 21:00 - 19.09.2022 22:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
19.09.2022 22:00 - 19.09.2022 23:00,n/e,n/e,n/e,N/A,n/e,n/e,N/A,N/A,N/A
