"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Intraday / Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Intraday / Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Intraday / Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"12.04.2022 13:00 - 12.04.2022 13:15","712","717","717","n/e","n/e","n/e","1273","1273","1273"
"12.04.2022 13:15 - 12.04.2022 13:30","709","714","714","n/e","n/e","n/e","1271","1271","1271"
"12.04.2022 13:30 - 12.04.2022 13:45","706","710","710","n/e","n/e","n/e","1269","1269","1269"
"12.04.2022 13:45 - 12.04.2022 14:00","702","706","706","n/e","n/e","n/e","1267","1267","1267"
"12.04.2022 14:00 - 12.04.2022 14:15","623","627","627","n/e","n/e","n/e","1161","1161","1161"
"12.04.2022 14:15 - 12.04.2022 14:30","619","623","623","n/e","n/e","n/e","1160","1160","1160"
"12.04.2022 14:30 - 12.04.2022 14:45","610","614","614","n/e","n/e","n/e","1158","1158","1158"
"12.04.2022 14:45 - 12.04.2022 15:00","603","607","607","n/e","n/e","n/e","1157","1157","1157"
"12.04.2022 15:00 - 12.04.2022 15:15","498","501","501","n/e","n/e","n/e","1040","1040","1040"
"12.04.2022 15:15 - 12.04.2022 15:30","485","488","488","n/e","n/e","n/e","1039","1039","1039"
"12.04.2022 15:30 - 12.04.2022 15:45","473","476","476","n/e","n/e","n/e","1040","1040","1040"
"12.04.2022 15:45 - 12.04.2022 16:00","465","468","468","n/e","n/e","n/e","1039","1039","1039"
"12.04.2022 16:00 - 12.04.2022 16:15","334","334","334","n/e","n/e","n/e","863","863","863"
"12.04.2022 16:15 - 12.04.2022 16:30","321","321","321","n/e","n/e","n/e","861","861","861"
"12.04.2022 16:30 - 12.04.2022 16:45","308","308","308","n/e","n/e","n/e","859","859","859"
"12.04.2022 16:45 - 12.04.2022 17:00","296","296","296","n/e","n/e","n/e","857","857","857"
"12.04.2022 17:00 - 12.04.2022 17:15","158","159","159","n/e","n/e","n/e","672","672","672"
"12.04.2022 17:15 - 12.04.2022 17:30","142","142","142","n/e","n/e","n/e","671","671","671"
"12.04.2022 17:30 - 12.04.2022 17:45","133","134","134","n/e","n/e","n/e","669","669","669"
"12.04.2022 17:45 - 12.04.2022 18:00","125","126","126","n/e","n/e","n/e","667","667","667"
"12.04.2022 18:00 - 12.04.2022 18:15","27","27","27","n/e","n/e","n/e","508","508","508"
"12.04.2022 18:15 - 12.04.2022 18:30","23","23","23","n/e","n/e","n/e","508","508","508"
"12.04.2022 18:30 - 12.04.2022 18:45","20","20","20","n/e","n/e","n/e","507","507","507"
"12.04.2022 18:45 - 12.04.2022 19:00","18","18","18","n/e","n/e","n/e","507","507","507"
"12.04.2022 19:00 - 12.04.2022 19:15","2","2","2","n/e","n/e","n/e","432","432","432"
"12.04.2022 19:15 - 12.04.2022 19:30","2","2","2","n/e","n/e","n/e","432","432","432"
"12.04.2022 19:30 - 12.04.2022 19:45","2","2","2","n/e","n/e","n/e","432","432","432"
"12.04.2022 19:45 - 12.04.2022 20:00","2","2","2","n/e","n/e","n/e","433","433","433"
"12.04.2022 20:00 - 12.04.2022 20:15","1","1","1","n/e","n/e","n/e","493","493","493"
"12.04.2022 20:15 - 12.04.2022 20:30","1","1","1","n/e","n/e","n/e","494","494","494"
"12.04.2022 20:30 - 12.04.2022 20:45","1","1","1","n/e","n/e","n/e","494","494","494"
"12.04.2022 20:45 - 12.04.2022 21:00","1","1","1","n/e","n/e","n/e","495","495","495"
"12.04.2022 21:00 - 12.04.2022 21:15","1","1","1","n/e","n/e","n/e","615","615","615"
"12.04.2022 21:15 - 12.04.2022 21:30","1","1","1","n/e","n/e","n/e","616","616","616"
"12.04.2022 21:30 - 12.04.2022 21:45","1","1","1","n/e","n/e","n/e","617","617","617"
"12.04.2022 21:45 - 12.04.2022 22:00","1","1","1","n/e","n/e","n/e","619","619","619"
"12.04.2022 22:00 - 12.04.2022 22:15","1","1","1","n/e","n/e","n/e","790","790","790"
"12.04.2022 22:15 - 12.04.2022 22:30","1","1","1","n/e","n/e","n/e","791","791","791"
"12.04.2022 22:30 - 12.04.2022 22:45","1","1","1","n/e","n/e","n/e","793","793","793"
"12.04.2022 22:45 - 12.04.2022 23:00","1","1","1","n/e","n/e","n/e","794","794","794"
"12.04.2022 23:00 - 12.04.2022 23:15","1","1","1","n/e","n/e","n/e","969","968","968"
"12.04.2022 23:15 - 12.04.2022 23:30","1","1","1","n/e","n/e","n/e","971","970","970"
"12.04.2022 23:30 - 12.04.2022 23:45","1","1","1","n/e","n/e","n/e","973","952","952"
"12.04.2022 23:45 - 13.04.2022 00:00","1","1","1","n/e","n/e","n/e","975","932","932"
"13.04.2022 00:00 - 13.04.2022 00:15","1","1","1","n/e","n/e","n/e","955","903","903"
"13.04.2022 00:15 - 13.04.2022 00:30","1","1","1","n/e","n/e","n/e","956","904","904"
"13.04.2022 00:30 - 13.04.2022 00:45","1","1","1","n/e","n/e","n/e","957","905","905"
"13.04.2022 00:45 - 13.04.2022 01:00","1","1","1","n/e","n/e","n/e","959","907","907"
"13.04.2022 01:00 - 13.04.2022 01:15","1","1","1","n/e","n/e","n/e","1132","1090","1090"
"13.04.2022 01:15 - 13.04.2022 01:30","1","1","1","n/e","n/e","n/e","1133","1092","1092"
"13.04.2022 01:30 - 13.04.2022 01:45","1","1","1","n/e","n/e","n/e","1135","1093","1093"
"13.04.2022 01:45 - 13.04.2022 02:00","1","1","1","n/e","n/e","n/e","1137","1095","1095"
"13.04.2022 02:00 - 13.04.2022 02:15","1","1","1","n/e","n/e","n/e","1281","1270","1270"
"13.04.2022 02:15 - 13.04.2022 02:30","1","1","1","n/e","n/e","n/e","1282","1270","1270"
"13.04.2022 02:30 - 13.04.2022 02:45","1","1","1","n/e","n/e","n/e","1283","1271","1271"
"13.04.2022 02:45 - 13.04.2022 03:00","1","1","1","n/e","n/e","n/e","1284","1272","1272"
"13.04.2022 03:00 - 13.04.2022 03:15","1","1","1","n/e","n/e","n/e","1334","1334","1334"
"13.04.2022 03:15 - 13.04.2022 03:30","1","1","1","n/e","n/e","n/e","1333","1334","1334"
"13.04.2022 03:30 - 13.04.2022 03:45","1","1","1","n/e","n/e","n/e","1333","1334","1334"
"13.04.2022 03:45 - 13.04.2022 04:00","1","1","1","n/e","n/e","n/e","1333","1334","1334"
"13.04.2022 04:00 - 13.04.2022 04:15","1","1","1","n/e","n/e","n/e","1335","1370","1370"
"13.04.2022 04:15 - 13.04.2022 04:30","1","1","1","n/e","n/e","n/e","1335","1364","1364"
"13.04.2022 04:30 - 13.04.2022 04:45","1","1","1","n/e","n/e","n/e","1336","1364","1364"
"13.04.2022 04:45 - 13.04.2022 05:00","1","1","1","n/e","n/e","n/e","1336","1365","1365"
"13.04.2022 05:00 - 13.04.2022 05:15","2","2","2","n/e","n/e","n/e","1330","1335","1335"
"13.04.2022 05:15 - 13.04.2022 05:30","2","2","2","n/e","n/e","n/e","1330","1335","1335"
"13.04.2022 05:30 - 13.04.2022 05:45","2","2","2","n/e","n/e","n/e","1330","1335","1335"
"13.04.2022 05:45 - 13.04.2022 06:00","2","2","2","n/e","n/e","n/e","1330","1334","1334"
"13.04.2022 06:00 - 13.04.2022 06:15","43","43","43","n/e","n/e","n/e","1345","1350","1350"
"13.04.2022 06:15 - 13.04.2022 06:30","48","48","48","n/e","n/e","n/e","1346","1350","1350"
"13.04.2022 06:30 - 13.04.2022 06:45","57","57","57","n/e","n/e","n/e","1346","1350","1350"
"13.04.2022 06:45 - 13.04.2022 07:00","69","70","70","n/e","n/e","n/e","1346","1350","1350"
"13.04.2022 07:00 - 13.04.2022 07:15","235","234","234","n/e","n/e","n/e","1278","1277","1277"
"13.04.2022 07:15 - 13.04.2022 07:30","251","251","251","n/e","n/e","n/e","1277","1276","1276"
"13.04.2022 07:30 - 13.04.2022 07:45","270","270","270","n/e","n/e","n/e","1276","1275","1275"
"13.04.2022 07:45 - 13.04.2022 08:00","287","290","290","n/e","n/e","n/e","1275","1274","1274"
"13.04.2022 08:00 - 13.04.2022 08:15","502","503","503","n/e","n/e","n/e","1318","1318","1318"
"13.04.2022 08:15 - 13.04.2022 08:30","523","523","523","n/e","n/e","n/e","1321","1321","1321"
"13.04.2022 08:30 - 13.04.2022 08:45","539","541","541","n/e","n/e","n/e","1325","1325","1325"
"13.04.2022 08:45 - 13.04.2022 09:00","556","560","560","n/e","n/e","n/e","1328","1328","1328"
"13.04.2022 09:00 - 13.04.2022 09:15","735","735","735","n/e","n/e","n/e","1604","1604","1604"
"13.04.2022 09:15 - 13.04.2022 09:30","748","748","748","n/e","n/e","n/e","1606","1606","1606"
"13.04.2022 09:30 - 13.04.2022 09:45","761","761","761","n/e","n/e","n/e","1608","1608","1608"
"13.04.2022 09:45 - 13.04.2022 10:00","772","773","773","n/e","n/e","n/e","1611","1611","1611"
"13.04.2022 10:00 - 13.04.2022 10:15","885","885","885","n/e","n/e","n/e","1781","1783","1783"
"13.04.2022 10:15 - 13.04.2022 10:30","893","893","893","n/e","n/e","n/e","1782","1784","1784"
"13.04.2022 10:30 - 13.04.2022 10:45","899","900","900","n/e","n/e","n/e","1783","1785","1785"
"13.04.2022 10:45 - 13.04.2022 11:00","904","905","905","n/e","n/e","n/e","1784","1786","1786"
"13.04.2022 11:00 - 13.04.2022 11:15","944","944","944","n/e","n/e","n/e","1925","1927","1927"
"13.04.2022 11:15 - 13.04.2022 11:30","947","947","947","n/e","n/e","n/e","1926","1928","1928"
"13.04.2022 11:30 - 13.04.2022 11:45","948","948","948","n/e","n/e","n/e","1928","1929","1929"
"13.04.2022 11:45 - 13.04.2022 12:00","949","949","949","n/e","n/e","n/e","1929","1931","1931"
"13.04.2022 12:00 - 13.04.2022 12:15","921","921","921","n/e","n/e","n/e","2064","2065","2065"
"13.04.2022 12:15 - 13.04.2022 12:30","921","921","921","n/e","n/e","n/e","2064","2065","2065"
"13.04.2022 12:30 - 13.04.2022 12:45","920","920","920","n/e","n/e","n/e","2064","2066","2066"
"13.04.2022 12:45 - 13.04.2022 13:00","920","920","920","n/e","n/e","n/e","2064","2066","2066"
"13.04.2022 13:00 - 13.04.2022 13:15","866","866","866","n/e","n/e","n/e","2165","2165","2165"
"13.04.2022 13:15 - 13.04.2022 13:30","863","864","864","n/e","n/e","n/e","2165","2165","2165"
"13.04.2022 13:30 - 13.04.2022 13:45","860","860","860","n/e","n/e","n/e","2165","2165","2165"
"13.04.2022 13:45 - 13.04.2022 14:00","855","855","855","n/e","n/e","n/e","2165","2165","2165"
"13.04.2022 14:00 - 13.04.2022 14:15","788","788","788","n/e","n/e","n/e","2226","2226","2226"
"13.04.2022 14:15 - 13.04.2022 14:30","782","782","782","n/e","n/e","n/e","2226","2226","2226"
"13.04.2022 14:30 - 13.04.2022 14:45","774","774","774","n/e","n/e","n/e","2226","2226","2226"
"13.04.2022 14:45 - 13.04.2022 15:00","765","765","765","n/e","n/e","n/e","2226","2226","2226"
"13.04.2022 15:00 - 13.04.2022 15:15","641","641","641","n/e","n/e","n/e","2254","2254","2254"
"13.04.2022 15:15 - 13.04.2022 15:30","626","626","626","n/e","n/e","n/e","2254","2254","2254"
"13.04.2022 15:30 - 13.04.2022 15:45","611","611","611","n/e","n/e","n/e","2255","2255","2255"
"13.04.2022 15:45 - 13.04.2022 16:00","600","600","600","n/e","n/e","n/e","2256","2256","2256"
"13.04.2022 16:00 - 13.04.2022 16:15","444","444","444","n/e","n/e","n/e","2193","2193","2193"
"13.04.2022 16:15 - 13.04.2022 16:30","428","428","428","n/e","n/e","n/e","2192","2192","2192"
"13.04.2022 16:30 - 13.04.2022 16:45","410","410","410","n/e","n/e","n/e","2192","2192","2192"
"13.04.2022 16:45 - 13.04.2022 17:00","394","394","394","n/e","n/e","n/e","2191","2191","2191"
"13.04.2022 17:00 - 13.04.2022 17:15","207","207","207","n/e","n/e","n/e","1988","1988","1988"
"13.04.2022 17:15 - 13.04.2022 17:30","186","186","186","n/e","n/e","n/e","1986","1986","1986"
"13.04.2022 17:30 - 13.04.2022 17:45","175","175","175","n/e","n/e","n/e","1985","1985","1985"
"13.04.2022 17:45 - 13.04.2022 18:00","164","164","164","n/e","n/e","n/e","1983","1983","1983"
"13.04.2022 18:00 - 13.04.2022 18:15","37","37","37","n/e","n/e","n/e","1833","1833","1833"
"13.04.2022 18:15 - 13.04.2022 18:30","31","31","31","n/e","n/e","n/e","1832","1832","1832"
"13.04.2022 18:30 - 13.04.2022 18:45","27","27","27","n/e","n/e","n/e","1831","1831","1831"
"13.04.2022 18:45 - 13.04.2022 19:00","24","24","24","n/e","n/e","n/e","1830","1830","1830"
"13.04.2022 19:00 - 13.04.2022 19:15","2","2","2","n/e","n/e","n/e","1806","1806","1806"
"13.04.2022 19:15 - 13.04.2022 19:30","2","2","2","n/e","n/e","n/e","1804","1804","1804"
"13.04.2022 19:30 - 13.04.2022 19:45","2","2","2","n/e","n/e","n/e","1803","1803","1803"
"13.04.2022 19:45 - 13.04.2022 20:00","2","2","2","n/e","n/e","n/e","1802","1802","1802"
"13.04.2022 20:00 - 13.04.2022 20:15","1","1","1","n/e","n/e","n/e","1714","1714","1714"
"13.04.2022 20:15 - 13.04.2022 20:30","1","1","1","n/e","n/e","n/e","1713","1713","1713"
"13.04.2022 20:30 - 13.04.2022 20:45","1","1","1","n/e","n/e","n/e","1712","1712","1712"
"13.04.2022 20:45 - 13.04.2022 21:00","1","1","1","n/e","n/e","n/e","1710","1710","1710"
"13.04.2022 21:00 - 13.04.2022 21:15","1","1","1","n/e","n/e","n/e","1707","1707","1707"
"13.04.2022 21:15 - 13.04.2022 21:30","1","1","1","n/e","n/e","n/e","1707","1707","1707"
"13.04.2022 21:30 - 13.04.2022 21:45","1","1","1","n/e","n/e","n/e","1707","1707","1707"
"13.04.2022 21:45 - 13.04.2022 22:00","1","1","1","n/e","n/e","n/e","1707","1707","1707"
"13.04.2022 22:00 - 13.04.2022 22:15","1","1","1","n/e","n/e","n/e","1785","1785","1785"
"13.04.2022 22:15 - 13.04.2022 22:30","1","1","1","n/e","n/e","n/e","1786","1786","1786"
"13.04.2022 22:30 - 13.04.2022 22:45","1","1","1","n/e","n/e","n/e","1787","1787","1787"
"13.04.2022 22:45 - 13.04.2022 23:00","1","1","1","n/e","n/e","n/e","1787","1787","1787"
"13.04.2022 23:00 - 13.04.2022 23:15","1","1","1","n/e","n/e","n/e","1833","1751","1751"
"13.04.2022 23:15 - 13.04.2022 23:30","1","1","1","n/e","n/e","n/e","1834","1753","1753"
"13.04.2022 23:30 - 13.04.2022 23:45","1","1","1","n/e","n/e","n/e","1835","1753","1753"
"13.04.2022 23:45 - 14.04.2022 00:00","1","1","1","n/e","n/e","n/e","1836","1754","1754"
"14.04.2022 00:00 - 14.04.2022 00:15","1","1","1","n/e","n/e","n/e","1728","1682","1682"
"14.04.2022 00:15 - 14.04.2022 00:30","1","1","1","n/e","n/e","n/e","1728","1680","1680"
"14.04.2022 00:30 - 14.04.2022 00:45","1","1","1","n/e","n/e","n/e","1728","1667","1667"
"14.04.2022 00:45 - 14.04.2022 01:00","1","1","1","n/e","n/e","n/e","1728","1681","1681"
"14.04.2022 01:00 - 14.04.2022 01:15","1","1","1","n/e","n/e","n/e","1738","1707","1707"
"14.04.2022 01:15 - 14.04.2022 01:30","1","1","1","n/e","n/e","n/e","1738","1707","1707"
"14.04.2022 01:30 - 14.04.2022 01:45","1","1","1","n/e","n/e","n/e","1739","1707","1707"
"14.04.2022 01:45 - 14.04.2022 02:00","1","1","1","n/e","n/e","n/e","1739","1708","1708"
"14.04.2022 02:00 - 14.04.2022 02:15","1","1","1","n/e","n/e","n/e","1746","1726","1726"
"14.04.2022 02:15 - 14.04.2022 02:30","1","1","1","n/e","n/e","n/e","1746","1726","1726"
"14.04.2022 02:30 - 14.04.2022 02:45","1","1","1","n/e","n/e","n/e","1746","1726","1726"
"14.04.2022 02:45 - 14.04.2022 03:00","1","1","1","n/e","n/e","n/e","1746","1727","1727"
"14.04.2022 03:00 - 14.04.2022 03:15","1","1","1","n/e","n/e","n/e","1724","1713","1713"
"14.04.2022 03:15 - 14.04.2022 03:30","1","1","1","n/e","n/e","n/e","1724","1713","1713"
"14.04.2022 03:30 - 14.04.2022 03:45","1","1","1","n/e","n/e","n/e","1723","1712","1712"
"14.04.2022 03:45 - 14.04.2022 04:00","1","1","1","n/e","n/e","n/e","1723","1712","1712"
"14.04.2022 04:00 - 14.04.2022 04:15","1","1","1","n/e","n/e","n/e","1667","1663","1663"
"14.04.2022 04:15 - 14.04.2022 04:30","1","1","1","n/e","n/e","n/e","1666","1662","1662"
"14.04.2022 04:30 - 14.04.2022 04:45","1","1","1","n/e","n/e","n/e","1665","1659","1659"
"14.04.2022 04:45 - 14.04.2022 05:00","1","1","1","n/e","n/e","n/e","1664","1657","1657"
"14.04.2022 05:00 - 14.04.2022 05:15","2","2","2","n/e","n/e","n/e","1596","1586","1586"
"14.04.2022 05:15 - 14.04.2022 05:30","2","2","2","n/e","n/e","n/e","1595","1582","1582"
"14.04.2022 05:30 - 14.04.2022 05:45","2","2","2","n/e","n/e","n/e","1595","1567","1567"
"14.04.2022 05:45 - 14.04.2022 06:00","2","2","2","n/e","n/e","n/e","1594","1565","1565"
"14.04.2022 06:00 - 14.04.2022 06:15","39","39","39","n/e","n/e","n/e","1514","1480","1480"
"14.04.2022 06:15 - 14.04.2022 06:30","44","44","44","n/e","n/e","n/e","1513","1478","1478"
"14.04.2022 06:30 - 14.04.2022 06:45","52","52","52","n/e","n/e","n/e","1512","1477","1477"
"14.04.2022 06:45 - 14.04.2022 07:00","63","63","63","n/e","n/e","n/e","1511","1476","1476"
"14.04.2022 07:00 - 14.04.2022 07:15","213","213","213","n/e","n/e","n/e","1429","1430","1430"
"14.04.2022 07:15 - 14.04.2022 07:30","229","228","228","n/e","n/e","n/e","1429","1431","1431"
"14.04.2022 07:30 - 14.04.2022 07:45","246","246","246","n/e","n/e","n/e","1427","1429","1429"
"14.04.2022 07:45 - 14.04.2022 08:00","262","263","263","n/e","n/e","n/e","1427","1429","1429"
"14.04.2022 08:00 - 14.04.2022 08:15","470","469","469","n/e","n/e","n/e","1319","1319","1319"
"14.04.2022 08:15 - 14.04.2022 08:30","490","489","489","n/e","n/e","n/e","1320","1320","1320"
"14.04.2022 08:30 - 14.04.2022 08:45","505","505","505","n/e","n/e","n/e","1321","1321","1321"
"14.04.2022 08:45 - 14.04.2022 09:00","521","521","521","n/e","n/e","n/e","1322","1322","1322"
"14.04.2022 09:00 - 14.04.2022 09:15","696","696","696","n/e","n/e","n/e","1252","1251","1251"
"14.04.2022 09:15 - 14.04.2022 09:30","710","710","710","n/e","n/e","n/e","1251","1250","1250"
"14.04.2022 09:30 - 14.04.2022 09:45","722","723","723","n/e","n/e","n/e","1250","1249","1249"
"14.04.2022 09:45 - 14.04.2022 10:00","733","733","733","n/e","n/e","n/e","1249","1248","1248"
"14.04.2022 10:00 - 14.04.2022 10:15","842","842","842","n/e","n/e","n/e","1121","1121","1121"
"14.04.2022 10:15 - 14.04.2022 10:30","850","850","850","n/e","n/e","n/e","1120","1120","1120"
"14.04.2022 10:30 - 14.04.2022 10:45","856","856","856","n/e","n/e","n/e","1119","1119","1119"
"14.04.2022 10:45 - 14.04.2022 11:00","863","863","863","n/e","n/e","n/e","1118","1118","1118"
"14.04.2022 11:00 - 14.04.2022 11:15","963","963","963","n/e","n/e","n/e","996","996","996"
"14.04.2022 11:15 - 14.04.2022 11:30","966","966","966","n/e","n/e","n/e","995","995","995"
"14.04.2022 11:30 - 14.04.2022 11:45","969","969","969","n/e","n/e","n/e","993","993","993"
"14.04.2022 11:45 - 14.04.2022 12:00","969","969","969","n/e","n/e","n/e","992","992","992"
"14.04.2022 12:00 - 14.04.2022 12:15","985","985","985","n/e","n/e","n/e","889","889","889"
"14.04.2022 12:15 - 14.04.2022 12:30","984","984","984","n/e","n/e","n/e","888","888","888"
"14.04.2022 12:30 - 14.04.2022 12:45","984","984","984","n/e","n/e","n/e","887","887","887"
"14.04.2022 12:45 - 14.04.2022 13:00","984","984","984","n/e","n/e","n/e","886","886","886"
"14.04.2022 13:00 - 14.04.2022 13:15","962","963","963","n/e","n/e","n/e","798","798","798"
"14.04.2022 13:15 - 14.04.2022 13:30","959","960","960","n/e","n/e","n/e","797","797","797"
"14.04.2022 13:30 - 14.04.2022 13:45","956","956","956","n/e","n/e","n/e","797","797","797"
"14.04.2022 13:45 - 14.04.2022 14:00","950","950","950","n/e","n/e","n/e","796","796","796"
"14.04.2022 14:00 - 14.04.2022 14:15","883","883","883","n/e","n/e","n/e","719","719","719"
"14.04.2022 14:15 - 14.04.2022 14:30","878","879","879","n/e","n/e","n/e","719","719","719"
"14.04.2022 14:30 - 14.04.2022 14:45","870","870","870","n/e","n/e","n/e","718","718","718"
"14.04.2022 14:45 - 14.04.2022 15:00","861","861","861","n/e","n/e","n/e","717","717","717"
"14.04.2022 15:00 - 14.04.2022 15:15","725","726","726","n/e","n/e","n/e","637","637","637"
"14.04.2022 15:15 - 14.04.2022 15:30","709","709","709","n/e","n/e","n/e","636","636","636"
"14.04.2022 15:30 - 14.04.2022 15:45","692","692","692","n/e","n/e","n/e","635","635","635"
"14.04.2022 15:45 - 14.04.2022 16:00","679","679","679","n/e","n/e","n/e","635","635","635"
"14.04.2022 16:00 - 14.04.2022 16:15","484","485","485","n/e","n/e","n/e","507","507","507"
"14.04.2022 16:15 - 14.04.2022 16:30","467","467","467","n/e","n/e","n/e","506","506","506"
"14.04.2022 16:30 - 14.04.2022 16:45","448","448","448","n/e","n/e","n/e","505","505","505"
"14.04.2022 16:45 - 14.04.2022 17:00","430","430","430","n/e","n/e","n/e","504","504","504"
"14.04.2022 17:00 - 14.04.2022 17:15","221","221","221","n/e","n/e","n/e","338","337","337"
"14.04.2022 17:15 - 14.04.2022 17:30","198","198","198","n/e","n/e","n/e","338","337","337"
"14.04.2022 17:30 - 14.04.2022 17:45","186","186","186","n/e","n/e","n/e","337","336","336"
"14.04.2022 17:45 - 14.04.2022 18:00","174","174","174","n/e","n/e","n/e","337","336","336"
"14.04.2022 18:00 - 14.04.2022 18:15","39","39","39","n/e","n/e","n/e","239","238","238"
"14.04.2022 18:15 - 14.04.2022 18:30","33","33","33","n/e","n/e","n/e","239","238","238"
"14.04.2022 18:30 - 14.04.2022 18:45","29","29","29","n/e","n/e","n/e","238","238","238"
"14.04.2022 18:45 - 14.04.2022 19:00","26","26","26","n/e","n/e","n/e","238","238","238"
"14.04.2022 19:00 - 14.04.2022 19:15","2","2","2","n/e","n/e","n/e","211","211","211"
"14.04.2022 19:15 - 14.04.2022 19:30","2","2","2","n/e","n/e","n/e","211","211","211"
"14.04.2022 19:30 - 14.04.2022 19:45","2","2","2","n/e","n/e","n/e","211","211","211"
"14.04.2022 19:45 - 14.04.2022 20:00","2","2","2","n/e","n/e","n/e","211","211","211"
"14.04.2022 20:00 - 14.04.2022 20:15","1","1","1","n/e","n/e","n/e","216","216","216"
"14.04.2022 20:15 - 14.04.2022 20:30","1","1","1","n/e","n/e","n/e","216","216","216"
"14.04.2022 20:30 - 14.04.2022 20:45","1","1","1","n/e","n/e","n/e","216","216","216"
"14.04.2022 20:45 - 14.04.2022 21:00","1","1","1","n/e","n/e","n/e","216","216","216"
"14.04.2022 21:00 - 14.04.2022 21:15","1","1","1","n/e","n/e","n/e","244","244","244"
"14.04.2022 21:15 - 14.04.2022 21:30","1","1","1","n/e","n/e","n/e","244","244","244"
"14.04.2022 21:30 - 14.04.2022 21:45","1","1","1","n/e","n/e","n/e","244","244","244"
"14.04.2022 21:45 - 14.04.2022 22:00","1","1","1","n/e","n/e","n/e","244","244","244"
"14.04.2022 22:00 - 14.04.2022 22:15","1","1","1","n/e","n/e","n/e","257","257","257"
"14.04.2022 22:15 - 14.04.2022 22:30","1","1","1","n/e","n/e","n/e","257","257","257"
"14.04.2022 22:30 - 14.04.2022 22:45","1","1","1","n/e","n/e","n/e","257","257","257"
"14.04.2022 22:45 - 14.04.2022 23:00","1","1","1","n/e","n/e","n/e","257","257","257"
"14.04.2022 23:00 - 14.04.2022 23:15","1","1","1","n/e","n/e","n/e","240","247","247"
