"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Greece (GR)","Generation - Solar  [MW] Intraday / Greece (GR)","Generation - Solar  [MW] Current / Greece (GR)","Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Offshore  [MW] Intraday / Greece (GR)","Generation - Wind Offshore  [MW] Current / Greece (GR)","Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Onshore  [MW] Intraday / Greece (GR)","Generation - Wind Onshore  [MW] Current / Greece (GR)"
"09.01.2022 23:00 - 10.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","314","314","n/e"
"10.01.2022 00:00 - 10.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","531","531","n/e"
"10.01.2022 01:00 - 10.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","561","561","n/e"
"10.01.2022 02:00 - 10.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","573","573","n/e"
"10.01.2022 03:00 - 10.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","568","568","n/e"
"10.01.2022 04:00 - 10.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","545","545","n/e"
"10.01.2022 05:00 - 10.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","538","538","n/e"
"10.01.2022 06:00 - 10.01.2022 07:00","4","4","n/e","n/e","n/e","n/e","553","553","n/e"
"10.01.2022 07:00 - 10.01.2022 08:00","105","105","n/e","n/e","n/e","n/e","561","561","n/e"
"10.01.2022 08:00 - 10.01.2022 09:00","317","317","n/e","n/e","n/e","n/e","553","553","n/e"
"10.01.2022 09:00 - 10.01.2022 10:00","510","495","n/e","n/e","n/e","n/e","566","485","n/e"
"10.01.2022 10:00 - 10.01.2022 11:00","624","613","n/e","n/e","n/e","n/e","621","542","n/e"
"10.01.2022 11:00 - 10.01.2022 12:00","654","661","n/e","n/e","n/e","n/e","732","650","n/e"
"10.01.2022 12:00 - 10.01.2022 13:00","627","643","n/e","n/e","n/e","n/e","859","768","n/e"
"10.01.2022 13:00 - 10.01.2022 14:00","534","547","n/e","n/e","n/e","n/e","936","864","n/e"
"10.01.2022 14:00 - 10.01.2022 15:00","363","381","n/e","n/e","n/e","n/e","960","891","n/e"
"10.01.2022 15:00 - 10.01.2022 16:00","152","158","n/e","n/e","n/e","n/e","997","908","n/e"
"10.01.2022 16:00 - 10.01.2022 17:00","17","16","n/e","n/e","n/e","n/e","1087","973","n/e"
"10.01.2022 17:00 - 10.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","1184","1068","n/e"
"10.01.2022 18:00 - 10.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","1284","1194","n/e"
"10.01.2022 19:00 - 10.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","1415","1320","n/e"
"10.01.2022 20:00 - 10.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","1544","1464","n/e"
"10.01.2022 21:00 - 10.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","1660","1605","n/e"
"10.01.2022 22:00 - 10.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","1756","1729","n/e"
"10.01.2022 23:00 - 11.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","1840","1840","n/e"
"11.01.2022 00:00 - 11.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","1688","1688","n/e"
"11.01.2022 01:00 - 11.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","1667","1667","n/e"
"11.01.2022 02:00 - 11.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","1604","1604","n/e"
"11.01.2022 03:00 - 11.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","1510","1510","n/e"
"11.01.2022 04:00 - 11.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","1430","1430","n/e"
"11.01.2022 05:00 - 11.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","1359","1359","n/e"
"11.01.2022 06:00 - 11.01.2022 07:00","4","4","n/e","n/e","n/e","n/e","1313","1313","n/e"
"11.01.2022 07:00 - 11.01.2022 08:00","92","92","n/e","n/e","n/e","n/e","1274","1274","n/e"
"11.01.2022 08:00 - 11.01.2022 09:00","284","284","n/e","n/e","n/e","n/e","1240","1240","n/e"
"11.01.2022 09:00 - 11.01.2022 10:00","487","487","n/e","n/e","n/e","n/e","1217","1217","n/e"
"11.01.2022 10:00 - 11.01.2022 11:00","621","621","n/e","n/e","n/e","n/e","1188","1188","n/e"
"11.01.2022 11:00 - 11.01.2022 12:00","664","664","n/e","n/e","n/e","n/e","1194","1194","n/e"
"11.01.2022 12:00 - 11.01.2022 13:00","616","554","n/e","n/e","n/e","n/e","1238","1135","n/e"
"11.01.2022 13:00 - 11.01.2022 14:00","492","464","n/e","n/e","n/e","n/e","1291","1210","n/e"
"11.01.2022 14:00 - 11.01.2022 15:00","318","311","n/e","n/e","n/e","n/e","1353","1319","n/e"
"11.01.2022 15:00 - 11.01.2022 16:00","133","133","n/e","n/e","n/e","n/e","1455","1439","n/e"
"11.01.2022 16:00 - 11.01.2022 17:00","17","17","n/e","n/e","n/e","n/e","1602","1602","n/e"
"11.01.2022 17:00 - 11.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","1793","1788","n/e"
"11.01.2022 18:00 - 11.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","2019","1965","n/e"
"11.01.2022 19:00 - 11.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","2234","2160","n/e"
"11.01.2022 20:00 - 11.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","2392","2322","n/e"
"11.01.2022 21:00 - 11.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","2521","2404","n/e"
"11.01.2022 22:00 - 11.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","2617","2469","n/e"
"11.01.2022 23:00 - 12.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","2529","2529","n/e"
"12.01.2022 00:00 - 12.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","2519","2519","n/e"
"12.01.2022 01:00 - 12.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","2581","2581","n/e"
"12.01.2022 02:00 - 12.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","2626","2626","n/e"
"12.01.2022 03:00 - 12.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","2633","2633","n/e"
"12.01.2022 04:00 - 12.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","2624","2624","n/e"
"12.01.2022 05:00 - 12.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","2616","2616","n/e"
"12.01.2022 06:00 - 12.01.2022 07:00","3","3","n/e","n/e","n/e","n/e","2603","2603","n/e"
"12.01.2022 07:00 - 12.01.2022 08:00","104","104","n/e","n/e","n/e","n/e","2583","2583","n/e"
"12.01.2022 08:00 - 12.01.2022 09:00","359","359","n/e","n/e","n/e","n/e","2561","2561","n/e"
"12.01.2022 09:00 - 12.01.2022 10:00","621","621","n/e","n/e","n/e","n/e","2547","2547","n/e"
"12.01.2022 10:00 - 12.01.2022 11:00","800","800","n/e","n/e","n/e","n/e","2555","2555","n/e"
"12.01.2022 11:00 - 12.01.2022 12:00","891","891","n/e","n/e","n/e","n/e","2557","2557","n/e"
"12.01.2022 12:00 - 12.01.2022 13:00","887","1029","n/e","n/e","n/e","n/e","2541","2037","n/e"
"12.01.2022 13:00 - 12.01.2022 14:00","779","906","n/e","n/e","n/e","n/e","2531","2048","n/e"
"12.01.2022 14:00 - 12.01.2022 15:00","547","628","n/e","n/e","n/e","n/e","2529","2064","n/e"
"12.01.2022 15:00 - 12.01.2022 16:00","220","245","n/e","n/e","n/e","n/e","2530","2070","n/e"
"12.01.2022 16:00 - 12.01.2022 17:00","21","23","n/e","n/e","n/e","n/e","2542","2084","n/e"
"12.01.2022 17:00 - 12.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","2552","2102","n/e"
"12.01.2022 18:00 - 12.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","2562","2112","n/e"
"12.01.2022 19:00 - 12.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","2576","2116","n/e"
"12.01.2022 20:00 - 12.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","2583","2113","n/e"
"12.01.2022 21:00 - 12.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","2581","2106","n/e"
"12.01.2022 22:00 - 12.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","2570","2100","n/e"
"12.01.2022 23:00 - 13.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","2096","2096","n/e"
"13.01.2022 00:00 - 13.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","2370","2370","n/e"
"13.01.2022 01:00 - 13.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","2355","2355","n/e"
"13.01.2022 02:00 - 13.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","2339","2339","n/e"
"13.01.2022 03:00 - 13.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","2324","2324","n/e"
"13.01.2022 04:00 - 13.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","2317","2317","n/e"
"13.01.2022 05:00 - 13.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","2309","2309","n/e"
"13.01.2022 06:00 - 13.01.2022 07:00","3","3","n/e","n/e","n/e","n/e","2297","2297","n/e"
"13.01.2022 07:00 - 13.01.2022 08:00","226","226","n/e","n/e","n/e","n/e","2285","2285","n/e"
"13.01.2022 08:00 - 13.01.2022 09:00","778","778","n/e","n/e","n/e","n/e","2273","2273","n/e"
"13.01.2022 09:00 - 13.01.2022 10:00","1273","1273","n/e","n/e","n/e","n/e","2256","2256","n/e"
"13.01.2022 10:00 - 13.01.2022 11:00","1553","1553","n/e","n/e","n/e","n/e","2243","2243","n/e"
"13.01.2022 11:00 - 13.01.2022 12:00","1655","1655","n/e","n/e","n/e","n/e","2232","2232","n/e"
"13.01.2022 12:00 - 13.01.2022 13:00","1601","1624","n/e","n/e","n/e","n/e","2215","2143","n/e"
"13.01.2022 13:00 - 13.01.2022 14:00","1376","1388","n/e","n/e","n/e","n/e","2200","2146","n/e"
"13.01.2022 14:00 - 13.01.2022 15:00","960","962","n/e","n/e","n/e","n/e","2188","2148","n/e"
"13.01.2022 15:00 - 13.01.2022 16:00","391","381","n/e","n/e","n/e","n/e","2168","2139","n/e"
"13.01.2022 16:00 - 13.01.2022 17:00","38","36","n/e","n/e","n/e","n/e","2149","2135","n/e"
"13.01.2022 17:00 - 13.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","2130","2139","n/e"
"13.01.2022 18:00 - 13.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","2117","2136","n/e"
"13.01.2022 19:00 - 13.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","2113","2124","n/e"
"13.01.2022 20:00 - 13.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","2099","2094","n/e"
"13.01.2022 21:00 - 13.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","2068","2063","n/e"
"13.01.2022 22:00 - 13.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","2025","2022","n/e"
"13.01.2022 23:00 - 14.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","1968","1968","n/e"
"14.01.2022 00:00 - 14.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","1820","1820","n/e"
"14.01.2022 01:00 - 14.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","1762","1762","n/e"
"14.01.2022 02:00 - 14.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","1704","1704","n/e"
"14.01.2022 03:00 - 14.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","1633","1633","n/e"
"14.01.2022 04:00 - 14.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","1564","1564","n/e"
"14.01.2022 05:00 - 14.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","1488","1488","n/e"
"14.01.2022 06:00 - 14.01.2022 07:00","4","4","n/e","n/e","n/e","n/e","1394","1394","n/e"
"14.01.2022 07:00 - 14.01.2022 08:00","277","277","n/e","n/e","n/e","n/e","1283","1283","n/e"
"14.01.2022 08:00 - 14.01.2022 09:00","945","945","n/e","n/e","n/e","n/e","1148","1148","n/e"
"14.01.2022 09:00 - 14.01.2022 10:00","1516","1516","n/e","n/e","n/e","n/e","1026","1026","n/e"
"14.01.2022 10:00 - 14.01.2022 11:00","1826","1826","n/e","n/e","n/e","n/e","955","955","n/e"
"14.01.2022 11:00 - 14.01.2022 12:00","1945","1945","n/e","n/e","n/e","n/e","926","926","n/e"
"14.01.2022 12:00 - 14.01.2022 13:00","1879","1895","n/e","n/e","n/e","n/e","894","1096","n/e"
"14.01.2022 13:00 - 14.01.2022 14:00","1610","1620","n/e","n/e","n/e","n/e","840","1008","n/e"
"14.01.2022 14:00 - 14.01.2022 15:00","1117","1118","n/e","n/e","n/e","n/e","769","893","n/e"
"14.01.2022 15:00 - 14.01.2022 16:00","452","442","n/e","n/e","n/e","n/e","696","814","n/e"
"14.01.2022 16:00 - 14.01.2022 17:00","44","41","n/e","n/e","n/e","n/e","647","780","n/e"
"14.01.2022 17:00 - 14.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","610","735","n/e"
"14.01.2022 18:00 - 14.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","581","669","n/e"
"14.01.2022 19:00 - 14.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","555","615","n/e"
"14.01.2022 20:00 - 14.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","533","590","n/e"
"14.01.2022 21:00 - 14.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","517","594","n/e"
"14.01.2022 22:00 - 14.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","506","600","n/e"
"14.01.2022 23:00 - 15.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","595","595","n/e"
"15.01.2022 00:00 - 15.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","518","518","n/e"
"15.01.2022 01:00 - 15.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","517","517","n/e"
"15.01.2022 02:00 - 15.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","558","558","n/e"
"15.01.2022 03:00 - 15.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","634","634","n/e"
"15.01.2022 04:00 - 15.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","711","711","n/e"
"15.01.2022 05:00 - 15.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","797","797","n/e"
"15.01.2022 06:00 - 15.01.2022 07:00","4","4","n/e","n/e","n/e","n/e","910","910","n/e"
"15.01.2022 07:00 - 15.01.2022 08:00","279","279","n/e","n/e","n/e","n/e","1047","1047","n/e"
"15.01.2022 08:00 - 15.01.2022 09:00","949","949","n/e","n/e","n/e","n/e","1190","1190","n/e"
"15.01.2022 09:00 - 15.01.2022 10:00","1510","1510","n/e","n/e","n/e","n/e","1319","1319","n/e"
"15.01.2022 10:00 - 15.01.2022 11:00","1802","1802","n/e","n/e","n/e","n/e","1481","1481","n/e"
"15.01.2022 11:00 - 15.01.2022 12:00","1883","1883","n/e","n/e","n/e","n/e","1644","1644","n/e"
"15.01.2022 12:00 - 15.01.2022 13:00","1786","1794","n/e","n/e","n/e","n/e","1731","2123","n/e"
"15.01.2022 13:00 - 15.01.2022 14:00","1500","1500","n/e","n/e","n/e","n/e","1784","2160","n/e"
"15.01.2022 14:00 - 15.01.2022 15:00","1029","1023","n/e","n/e","n/e","n/e","1791","2159","n/e"
"15.01.2022 15:00 - 15.01.2022 16:00","424","414","n/e","n/e","n/e","n/e","1759","2107","n/e"
"15.01.2022 16:00 - 15.01.2022 17:00","44","42","n/e","n/e","n/e","n/e","1723","2035","n/e"
"15.01.2022 17:00 - 15.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","1702","1964","n/e"
"15.01.2022 18:00 - 15.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","1685","1907","n/e"
"15.01.2022 19:00 - 15.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","1661","1852","n/e"
"15.01.2022 20:00 - 15.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","1638","1794","n/e"
"15.01.2022 21:00 - 15.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","1628","1757","n/e"
"15.01.2022 22:00 - 15.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","1620","1726","n/e"
"15.01.2022 23:00 - 16.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","1664","1664","n/e"
"16.01.2022 00:00 - 16.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","1422","1422","n/e"
"16.01.2022 01:00 - 16.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","1362","1362","n/e"
"16.01.2022 02:00 - 16.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","1315","1315","n/e"
"16.01.2022 03:00 - 16.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","1285","1285","n/e"
"16.01.2022 04:00 - 16.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","1264","1264","n/e"
"16.01.2022 05:00 - 16.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","1241","1241","n/e"
"16.01.2022 06:00 - 16.01.2022 07:00","3","3","n/e","n/e","n/e","n/e","1189","1189","n/e"
"16.01.2022 07:00 - 16.01.2022 08:00","237","237","n/e","n/e","n/e","n/e","1093","1093","n/e"
"16.01.2022 08:00 - 16.01.2022 09:00","805","805","n/e","n/e","n/e","n/e","975","975","n/e"
"16.01.2022 09:00 - 16.01.2022 10:00","1286","1286","n/e","n/e","n/e","n/e","854","854","n/e"
"16.01.2022 10:00 - 16.01.2022 11:00","1551","1551","n/e","n/e","n/e","n/e","762","762","n/e"
"16.01.2022 11:00 - 16.01.2022 12:00","1643","1643","n/e","n/e","n/e","n/e","691","691","n/e"
"16.01.2022 12:00 - 16.01.2022 13:00","1577","1603","n/e","n/e","n/e","n/e","623","810","n/e"
"16.01.2022 13:00 - 16.01.2022 14:00","1355","1377","n/e","n/e","n/e","n/e","573","751","n/e"
"16.01.2022 14:00 - 16.01.2022 15:00","950","967","n/e","n/e","n/e","n/e","535","700","n/e"
"16.01.2022 15:00 - 16.01.2022 16:00","403","404","n/e","n/e","n/e","n/e","500","644","n/e"
"16.01.2022 16:00 - 16.01.2022 17:00","44","44","n/e","n/e","n/e","n/e","480","599","n/e"
"16.01.2022 17:00 - 16.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","466","564","n/e"
"16.01.2022 18:00 - 16.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","452","529","n/e"
"16.01.2022 19:00 - 16.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","439","499","n/e"
"16.01.2022 20:00 - 16.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","423","470","n/e"
"16.01.2022 21:00 - 16.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","411","454","n/e"
"16.01.2022 22:00 - 16.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","415","459","n/e"
"16.01.2022 23:00 - 17.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","477","477","n/e"
"17.01.2022 00:00 - 17.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","421","421","n/e"
"17.01.2022 01:00 - 17.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","444","444","n/e"
"17.01.2022 02:00 - 17.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","479","479","n/e"
"17.01.2022 03:00 - 17.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","530","530","n/e"
"17.01.2022 04:00 - 17.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","583","583","n/e"
"17.01.2022 05:00 - 17.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","640","640","n/e"
"17.01.2022 06:00 - 17.01.2022 07:00","3","3","n/e","n/e","n/e","n/e","711","711","n/e"
"17.01.2022 07:00 - 17.01.2022 08:00","252","238","n/e","n/e","n/e","n/e","793","1320","n/e"
"17.01.2022 08:00 - 17.01.2022 09:00","857","815","n/e","n/e","n/e","n/e","847","807","n/e"
"17.01.2022 09:00 - 17.01.2022 10:00","1384","1346","n/e","n/e","n/e","n/e","856","823","n/e"
"17.01.2022 10:00 - 17.01.2022 11:00","1684","1658","n/e","n/e","n/e","n/e","899","866","n/e"
"17.01.2022 11:00 - 17.01.2022 12:00","1795","1787","n/e","n/e","n/e","n/e","995","953","n/e"
"17.01.2022 12:00 - 17.01.2022 13:00","1731","1727","n/e","n/e","n/e","n/e","1050","997","n/e"
"17.01.2022 13:00 - 17.01.2022 14:00","1480","1469","n/e","n/e","n/e","n/e","1034","980","n/e"
"17.01.2022 14:00 - 17.01.2022 15:00","1030","1013","n/e","n/e","n/e","n/e","964","913","n/e"
"17.01.2022 15:00 - 17.01.2022 16:00","424","410","n/e","n/e","n/e","n/e","878","844","n/e"
"17.01.2022 16:00 - 17.01.2022 17:00","43","41","n/e","n/e","n/e","n/e","824","800","n/e"
"17.01.2022 17:00 - 17.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","797","767","n/e"
"17.01.2022 18:00 - 17.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","795","771","n/e"
"17.01.2022 19:00 - 17.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","811","799","n/e"
"17.01.2022 20:00 - 17.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","846","822","n/e"
"17.01.2022 21:00 - 17.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","869","830","n/e"
"17.01.2022 22:00 - 17.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","886","817","n/e"
"17.01.2022 23:00 - 18.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","804","804","n/e"
"18.01.2022 00:00 - 18.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","916","916","n/e"
"18.01.2022 01:00 - 18.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","925","925","n/e"
"18.01.2022 02:00 - 18.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","1002","1002","n/e"
"18.01.2022 03:00 - 18.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","1168","1168","n/e"
"18.01.2022 04:00 - 18.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","1304","1304","n/e"
"18.01.2022 05:00 - 18.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","1394","1394","n/e"
"18.01.2022 06:00 - 18.01.2022 07:00","3","3","n/e","n/e","n/e","n/e","1497","1497","n/e"
"18.01.2022 07:00 - 18.01.2022 08:00","256","256","n/e","n/e","n/e","n/e","1599","1599","n/e"
"18.01.2022 08:00 - 18.01.2022 09:00","864","864","n/e","n/e","n/e","n/e","1738","1738","n/e"
"18.01.2022 09:00 - 18.01.2022 10:00","1398","1398","n/e","n/e","n/e","n/e","1896","1896","n/e"
"18.01.2022 10:00 - 18.01.2022 11:00","1695","1695","n/e","n/e","n/e","n/e","1999","1999","n/e"
"18.01.2022 11:00 - 18.01.2022 12:00","1799","1799","n/e","n/e","n/e","n/e","2008","2008","n/e"
"18.01.2022 12:00 - 18.01.2022 13:00","1740","1774","n/e","n/e","n/e","n/e","1958","2266","n/e"
"18.01.2022 13:00 - 18.01.2022 14:00","1515","1551","n/e","n/e","n/e","n/e","1906","2181","n/e"
"18.01.2022 14:00 - 18.01.2022 15:00","1087","1113","n/e","n/e","n/e","n/e","1833","2063","n/e"
"18.01.2022 15:00 - 18.01.2022 16:00","473","473","n/e","n/e","n/e","n/e","1747","1935","n/e"
"18.01.2022 16:00 - 18.01.2022 17:00","57","57","n/e","n/e","n/e","n/e","1696","1824","n/e"
"18.01.2022 17:00 - 18.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","1654","1731","n/e"
"18.01.2022 18:00 - 18.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","1607","1661","n/e"
"18.01.2022 19:00 - 18.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","1592","1600","n/e"
"18.01.2022 20:00 - 18.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","1640","1579","n/e"
"18.01.2022 21:00 - 18.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","1746","1638","n/e"
"18.01.2022 22:00 - 18.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","1869","1751","n/e"
"18.01.2022 23:00 - 19.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","1860","1860","n/e"
"19.01.2022 00:00 - 19.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","1693","1693","n/e"
"19.01.2022 01:00 - 19.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","1820","1820","n/e"
"19.01.2022 02:00 - 19.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","1908","1908","n/e"
"19.01.2022 03:00 - 19.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","1971","1971","n/e"
"19.01.2022 04:00 - 19.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","1995","1995","n/e"
"19.01.2022 05:00 - 19.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","1962","1962","n/e"
"19.01.2022 06:00 - 19.01.2022 07:00","4","4","n/e","n/e","n/e","n/e","1852","1852","n/e"
"19.01.2022 07:00 - 19.01.2022 08:00","289","289","n/e","n/e","n/e","n/e","1676","1676","n/e"
"19.01.2022 08:00 - 19.01.2022 09:00","946","946","n/e","n/e","n/e","n/e","1470","1470","n/e"
"19.01.2022 09:00 - 19.01.2022 10:00","1493","1493","n/e","n/e","n/e","n/e","1259","1259","n/e"
"19.01.2022 10:00 - 19.01.2022 11:00","1783","1783","n/e","n/e","n/e","n/e","1039","1039","n/e"
"19.01.2022 11:00 - 19.01.2022 12:00","1883","1883","n/e","n/e","n/e","n/e","811","811","n/e"
"19.01.2022 12:00 - 19.01.2022 13:00","1816","1816","n/e","n/e","n/e","n/e","623","693","n/e"
"19.01.2022 13:00 - 19.01.2022 14:00","1571","1571","n/e","n/e","n/e","n/e","479","548","n/e"
"19.01.2022 14:00 - 19.01.2022 15:00","1121","1121","n/e","n/e","n/e","n/e","377","430","n/e"
"19.01.2022 15:00 - 19.01.2022 16:00","488","488","n/e","n/e","n/e","n/e","312","338","n/e"
"19.01.2022 16:00 - 19.01.2022 17:00","61","61","n/e","n/e","n/e","n/e","293","292","n/e"
"19.01.2022 17:00 - 19.01.2022 18:00","0","0","n/e","n/e","n/e","n/e","310","298","n/e"
"19.01.2022 18:00 - 19.01.2022 19:00","0","0","n/e","n/e","n/e","n/e","344","326","n/e"
"19.01.2022 19:00 - 19.01.2022 20:00","0","0","n/e","n/e","n/e","n/e","399","377","n/e"
"19.01.2022 20:00 - 19.01.2022 21:00","0","0","n/e","n/e","n/e","n/e","469","446","n/e"
"19.01.2022 21:00 - 19.01.2022 22:00","0","0","n/e","n/e","n/e","n/e","551","526","n/e"
"19.01.2022 22:00 - 19.01.2022 23:00","0","0","n/e","n/e","n/e","n/e","650","620","n/e"
"19.01.2022 23:00 - 20.01.2022 00:00","0","0","n/e","n/e","n/e","n/e","720","720","n/e"
"20.01.2022 00:00 - 20.01.2022 01:00","0","0","n/e","n/e","n/e","n/e","835","835","n/e"
"20.01.2022 01:00 - 20.01.2022 02:00","0","0","n/e","n/e","n/e","n/e","930","930","n/e"
"20.01.2022 02:00 - 20.01.2022 03:00","0","0","n/e","n/e","n/e","n/e","1003","1003","n/e"
"20.01.2022 03:00 - 20.01.2022 04:00","0","0","n/e","n/e","n/e","n/e","1058","1058","n/e"
"20.01.2022 04:00 - 20.01.2022 05:00","0","0","n/e","n/e","n/e","n/e","1114","1114","n/e"
"20.01.2022 05:00 - 20.01.2022 06:00","0","0","n/e","n/e","n/e","n/e","1155","1155","n/e"
