"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Denmark (DK)","Generation - Solar  [MW] Intraday / Denmark (DK)","Generation - Solar  [MW] Current / Denmark (DK)","Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Offshore  [MW] Intraday / Denmark (DK)","Generation - Wind Offshore  [MW] Current / Denmark (DK)","Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Onshore  [MW] Intraday / Denmark (DK)","Generation - Wind Onshore  [MW] Current / Denmark (DK)"
"04.01.2022 18:00 - 04.01.2022 19:00","0","n/e","n/e","1170","n/e","n/e","2047","n/e","n/e"
"04.01.2022 19:00 - 04.01.2022 20:00","0","n/e","n/e","1197","n/e","n/e","2099","n/e","n/e"
"04.01.2022 20:00 - 04.01.2022 21:00","0","n/e","n/e","1241","n/e","n/e","2206","n/e","n/e"
"04.01.2022 21:00 - 04.01.2022 22:00","0","n/e","n/e","1196","n/e","n/e","2301","n/e","n/e"
"04.01.2022 22:00 - 04.01.2022 23:00","0","n/e","n/e","1221","n/e","n/e","2462","n/e","n/e"
"04.01.2022 23:00 - 05.01.2022 00:00","0","n/e","n/e","1354","n/e","n/e","2551","n/e","n/e"
"05.01.2022 00:00 - 05.01.2022 01:00","0","n/e","n/e","1311","n/e","n/e","2656","n/e","n/e"
"05.01.2022 01:00 - 05.01.2022 02:00","0","n/e","n/e","1323","n/e","n/e","2614","n/e","n/e"
"05.01.2022 02:00 - 05.01.2022 03:00","0","n/e","n/e","1370","n/e","n/e","2570","n/e","n/e"
"05.01.2022 03:00 - 05.01.2022 04:00","0","n/e","n/e","1364","n/e","n/e","2415","n/e","n/e"
"05.01.2022 04:00 - 05.01.2022 05:00","0","n/e","n/e","1358","n/e","n/e","2292","n/e","n/e"
"05.01.2022 05:00 - 05.01.2022 06:00","0","n/e","n/e","1342","n/e","n/e","2145","n/e","n/e"
"05.01.2022 06:00 - 05.01.2022 07:00","0","n/e","n/e","1322","n/e","n/e","2046","n/e","n/e"
"05.01.2022 07:00 - 05.01.2022 08:00","0","n/e","n/e","1330","n/e","n/e","2010","n/e","n/e"
