"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Poland (PL)","Generation - Solar  [MW] Intraday / Poland (PL)","Generation - Solar  [MW] Current / Poland (PL)","Generation - Wind Offshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Offshore  [MW] Intraday / Poland (PL)","Generation - Wind Offshore  [MW] Current / Poland (PL)","Generation - Wind Onshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Onshore  [MW] Intraday / Poland (PL)","Generation - Wind Onshore  [MW] Current / Poland (PL)"
"22.10.2022 04:00 - 22.10.2022 05:00","0","0","0","n/e","n/e","n/e","1199","1269","1269"
"22.10.2022 05:00 - 22.10.2022 06:00","0","0","0","n/e","n/e","n/e","1177","1109","1109"
"22.10.2022 06:00 - 22.10.2022 07:00","0","0","0","n/e","n/e","n/e","1146","987","987"
"22.10.2022 07:00 - 22.10.2022 08:00","83","115","114","n/e","n/e","n/e","1087","791","802"
"22.10.2022 08:00 - 22.10.2022 09:00","533","586","594","n/e","n/e","n/e","1039","744","904"
"22.10.2022 09:00 - 22.10.2022 10:00","1115","1099","998","n/e","n/e","n/e","981","673","835"
"22.10.2022 10:00 - 22.10.2022 11:00","1390","1338","1213","n/e","n/e","n/e","885","575","740"
"22.10.2022 11:00 - 22.10.2022 12:00","1430","1439","1157","n/e","n/e","n/e","832","501","695"
"22.10.2022 12:00 - 22.10.2022 13:00","1348","1446","1083","n/e","n/e","n/e","850","665","690"
"22.10.2022 13:00 - 22.10.2022 14:00","1145","1309","757","n/e","n/e","n/e","933","726","714"
"22.10.2022 14:00 - 22.10.2022 15:00","922","1089","431","n/e","n/e","n/e","1037","805","794"
"22.10.2022 15:00 - 22.10.2022 16:00","707","801","254","n/e","n/e","n/e","1059","856","896"
"22.10.2022 16:00 - 22.10.2022 17:00","352","427","109","n/e","n/e","n/e","1052","918","1050"
"22.10.2022 17:00 - 22.10.2022 18:00","45","72","13","n/e","n/e","n/e","1118","1043","1256"
"22.10.2022 18:00 - 22.10.2022 19:00","0","0","0","n/e","n/e","n/e","1218","1162","1401"
"22.10.2022 19:00 - 22.10.2022 20:00","0","0","0","n/e","n/e","n/e","1336","1271","1543"
"22.10.2022 20:00 - 22.10.2022 21:00","0","0","0","n/e","n/e","n/e","1455","1398","1697"
"22.10.2022 21:00 - 22.10.2022 22:00","0","0","0","n/e","n/e","n/e","1563","1521","1719"
"22.10.2022 22:00 - 22.10.2022 23:00","0","0","0","n/e","n/e","n/e","1634","1625","1837"
"22.10.2022 23:00 - 23.10.2022 00:00","0","0","0","n/e","n/e","n/e","1688","1717","1928"
"23.10.2022 00:00 - 23.10.2022 01:00","0","0","0","n/e","n/e","n/e","1909","1950","1950"
"23.10.2022 01:00 - 23.10.2022 02:00","0","0","0","n/e","n/e","n/e","1927","1964","1964"
"23.10.2022 02:00 - 23.10.2022 03:00","0","0","0","n/e","n/e","n/e","1878","1863","1863"
"23.10.2022 03:00 - 23.10.2022 04:00","0","0","0","n/e","n/e","n/e","1792","1769","1769"
"23.10.2022 04:00 - 23.10.2022 05:00","0","0","0","n/e","n/e","n/e","1709","1647","1647"
"23.10.2022 05:00 - 23.10.2022 06:00","0","0","0","n/e","n/e","n/e","1643","1548","1548"
"23.10.2022 06:00 - 23.10.2022 07:00","0","0","0","n/e","n/e","n/e","1585","1494","1494"
"23.10.2022 07:00 - 23.10.2022 08:00","53","67","67","n/e","n/e","n/e","1498","1407","1436"
"23.10.2022 08:00 - 23.10.2022 09:00","556","607","601","n/e","n/e","n/e","1427","1388","1447"
"23.10.2022 09:00 - 23.10.2022 10:00","1263","1356","1313","n/e","n/e","n/e","1373","1304","1335"
"23.10.2022 10:00 - 23.10.2022 11:00","1880","2013","2008","n/e","n/e","n/e","1302","1247","1268"
"23.10.2022 11:00 - 23.10.2022 12:00","2495","2576","2576","n/e","n/e","n/e","1243","1196","1176"
"23.10.2022 12:00 - 23.10.2022 13:00","2933","2970","3031","n/e","n/e","n/e","1206","1181","1099"
"23.10.2022 13:00 - 23.10.2022 14:00","2883","2911","3042","n/e","n/e","n/e","1150","1039","1009"
"23.10.2022 14:00 - 23.10.2022 15:00","2589","2531","2874","n/e","n/e","n/e","999","899","838"
"23.10.2022 15:00 - 23.10.2022 16:00","2013","1882","2266","n/e","n/e","n/e","755","671","613"
"23.10.2022 16:00 - 23.10.2022 17:00","1026","946","1093","n/e","n/e","n/e","540","490","447"
"23.10.2022 17:00 - 23.10.2022 18:00","117","104","107","n/e","n/e","n/e","468","480","448"
"23.10.2022 18:00 - 23.10.2022 19:00","0","0","0","n/e","n/e","n/e","523","599","594"
"23.10.2022 19:00 - 23.10.2022 20:00","0","0","0","n/e","n/e","n/e","663","795","913"
"23.10.2022 20:00 - 23.10.2022 21:00","0","0","0","n/e","n/e","n/e","858","1051","1422"
"23.10.2022 21:00 - 23.10.2022 22:00","0","0","0","n/e","n/e","n/e","1079","1337","1716"
"23.10.2022 22:00 - 23.10.2022 23:00","0","0","0","n/e","n/e","n/e","1313","1614","1930"
"23.10.2022 23:00 - 24.10.2022 00:00","0","0","0","n/e","n/e","n/e","1523","1833","2131"
"24.10.2022 00:00 - 24.10.2022 01:00","0","0","0","n/e","n/e","n/e","2027","2313","2313"
"24.10.2022 01:00 - 24.10.2022 02:00","0","0","0","n/e","n/e","n/e","2112","2428","2428"
"24.10.2022 02:00 - 24.10.2022 03:00","0","0","0","n/e","n/e","n/e","2168","2548","2548"
"24.10.2022 03:00 - 24.10.2022 04:00","0","0","0","n/e","n/e","n/e","2172","2548","2548"
"24.10.2022 04:00 - 24.10.2022 05:00","0","0","0","n/e","n/e","n/e","2081","2463","2463"
"24.10.2022 05:00 - 24.10.2022 06:00","0","0","0","n/e","n/e","n/e","2028","2408","2408"
"24.10.2022 06:00 - 24.10.2022 07:00","0","0","0","n/e","n/e","n/e","2008","2362","2362"
"24.10.2022 07:00 - 24.10.2022 08:00","30","42","42","n/e","n/e","n/e","1928","2347","2354"
"24.10.2022 08:00 - 24.10.2022 09:00","431","482","521","n/e","n/e","n/e","1831","2173","2269"
"24.10.2022 09:00 - 24.10.2022 10:00","1027","1150","998","n/e","n/e","n/e","1747","1903","1957"
"24.10.2022 10:00 - 24.10.2022 11:00","1641","1773","1486","n/e","n/e","n/e","1518","1652","1539"
"24.10.2022 11:00 - 24.10.2022 12:00","2202","2311","2196","n/e","n/e","n/e","1207","1427","1308"
"24.10.2022 12:00 - 24.10.2022 13:00","2489","2678","2888","n/e","n/e","n/e","1076","1124","1130"
"24.10.2022 13:00 - 24.10.2022 14:00","2342","2605","2481","n/e","n/e","n/e","1059","1077","921"
"24.10.2022 14:00 - 24.10.2022 15:00","1996","2205","2222","n/e","n/e","n/e","1065","1066","970"
"24.10.2022 15:00 - 24.10.2022 16:00","1434","1490","1420","n/e","n/e","n/e","1128","1139","1078"
"24.10.2022 16:00 - 24.10.2022 17:00","662","610","572","n/e","n/e","n/e","1335","1356","1269"
"24.10.2022 17:00 - 24.10.2022 18:00","55","34","51","n/e","n/e","n/e","1665","1725","1725"
"24.10.2022 18:00 - 24.10.2022 19:00","0","0","0","n/e","n/e","n/e","2039","2130","2213"
"24.10.2022 19:00 - 24.10.2022 20:00","0","0","0","n/e","n/e","n/e","2363","2493","2829"
"24.10.2022 20:00 - 24.10.2022 21:00","0","0","0","n/e","n/e","n/e","2541","2695","3226"
"24.10.2022 21:00 - 24.10.2022 22:00","0","0","0","n/e","n/e","n/e","2582","2710","3343"
"24.10.2022 22:00 - 24.10.2022 23:00","0","0","0","n/e","n/e","n/e","2581","2656","3120"
"24.10.2022 23:00 - 25.10.2022 00:00","0","0","0","n/e","n/e","n/e","2578","2605","3092"
"25.10.2022 00:00 - 25.10.2022 01:00","0","0","0","n/e","n/e","n/e","2638","2987","2987"
"25.10.2022 01:00 - 25.10.2022 02:00","0","0","0","n/e","n/e","n/e","2486","2925","2925"
"25.10.2022 02:00 - 25.10.2022 03:00","0","0","0","n/e","n/e","n/e","2402","2820","2820"
"25.10.2022 03:00 - 25.10.2022 04:00","0","0","0","n/e","n/e","n/e","2360","2720","2720"
"25.10.2022 04:00 - 25.10.2022 05:00","0","0","0","n/e","n/e","n/e","2274","2436","2436"
"25.10.2022 05:00 - 25.10.2022 06:00","0","0","0","n/e","n/e","n/e","2153","2326","2326"
"25.10.2022 06:00 - 25.10.2022 07:00","0","0","0","n/e","n/e","n/e","2055","2345","2345"
"25.10.2022 07:00 - 25.10.2022 08:00","62","104","104","n/e","n/e","n/e","1963","2352","2336"
"25.10.2022 08:00 - 25.10.2022 09:00","711","929","936","n/e","n/e","n/e","1820","2210","2223"
"25.10.2022 09:00 - 25.10.2022 10:00","1525","1927","1585","n/e","n/e","n/e","1681","1837","2057"
"25.10.2022 10:00 - 25.10.2022 11:00","2038","2422","1982","n/e","n/e","n/e","1701","1772","1752"
"25.10.2022 11:00 - 25.10.2022 12:00","2316","2363","2175","n/e","n/e","n/e","1870","1849","1489"
"25.10.2022 12:00 - 25.10.2022 13:00","1754","1726","1970","n/e","n/e","n/e","1990","2065","1528"
"25.10.2022 13:00 - 25.10.2022 14:00","2267","2391","2604","n/e","n/e","n/e","2020","2177","1444"
"25.10.2022 14:00 - 25.10.2022 15:00","2025","2273","2161","n/e","n/e","n/e","2008","2150","1801"
"25.10.2022 15:00 - 25.10.2022 16:00","1386","1618","1434","n/e","n/e","n/e","1923","2014","1917"
"25.10.2022 16:00 - 25.10.2022 17:00","632","773","603","n/e","n/e","n/e","1824","1866","1592"
"25.10.2022 17:00 - 25.10.2022 18:00","48","67","24","n/e","n/e","n/e","1791","1772","1363"
"25.10.2022 18:00 - 25.10.2022 19:00","0","0","0","n/e","n/e","n/e","1806","1761","1563"
"25.10.2022 19:00 - 25.10.2022 20:00","0","0","0","n/e","n/e","n/e","1865","1843","1968"
"25.10.2022 20:00 - 25.10.2022 21:00","0","0","0","n/e","n/e","n/e","1937","1921","2250"
"25.10.2022 21:00 - 25.10.2022 22:00","0","0","0","n/e","n/e","n/e","1983","1919","2376"
"25.10.2022 22:00 - 25.10.2022 23:00","0","0","0","n/e","n/e","n/e","2020","1863","2437"
"25.10.2022 23:00 - 26.10.2022 00:00","0","0","0","n/e","n/e","n/e","2042","1829","2366"
"26.10.2022 00:00 - 26.10.2022 01:00","0","0","0","n/e","n/e","n/e","1921","2266","2266"
"26.10.2022 01:00 - 26.10.2022 02:00","0","0","0","n/e","n/e","n/e","1854","2129","2129"
"26.10.2022 02:00 - 26.10.2022 03:00","0","0","0","n/e","n/e","n/e","1754","1987","1987"
"26.10.2022 03:00 - 26.10.2022 04:00","0","0","0","n/e","n/e","n/e","1634","1815","1815"
"26.10.2022 04:00 - 26.10.2022 05:00","0","0","0","n/e","n/e","n/e","1518","1547","1547"
"26.10.2022 05:00 - 26.10.2022 06:00","0","0","0","n/e","n/e","n/e","1383","1176","1176"
"26.10.2022 06:00 - 26.10.2022 07:00","0","0","0","n/e","n/e","n/e","1238","985","985"
"26.10.2022 07:00 - 26.10.2022 08:00","93","86","86","n/e","n/e","n/e","1078","800","775"
"26.10.2022 08:00 - 26.10.2022 09:00","930","843","864","n/e","n/e","n/e","917","616","551"
"26.10.2022 09:00 - 26.10.2022 10:00","1985","1786","1717","n/e","n/e","n/e","795","517","451"
"26.10.2022 10:00 - 26.10.2022 11:00","2669","2484","2391","n/e","n/e","n/e","706","454","442"
"26.10.2022 11:00 - 26.10.2022 12:00","3180","2972","2974","n/e","n/e","n/e","668","654","491"
"26.10.2022 12:00 - 26.10.2022 13:00","3388","3280","3286","n/e","n/e","n/e","682","693","532"
"26.10.2022 13:00 - 26.10.2022 14:00","3277","3354","3405","n/e","n/e","n/e","700","711","541"
"26.10.2022 14:00 - 26.10.2022 15:00","2791","2917","2987","n/e","n/e","n/e","644","641","443"
"26.10.2022 15:00 - 26.10.2022 16:00","1974","2131","2192","n/e","n/e","n/e","481","473","288"
"26.10.2022 16:00 - 26.10.2022 17:00","894","965","909","n/e","n/e","n/e","336","329","174"
"26.10.2022 17:00 - 26.10.2022 18:00","73","78","71","n/e","n/e","n/e","320","312","277"
"26.10.2022 18:00 - 26.10.2022 19:00","0","0","0","n/e","n/e","n/e","394","392","447"
"26.10.2022 19:00 - 26.10.2022 20:00","0","0","0","n/e","n/e","n/e","526","531","738"
"26.10.2022 20:00 - 26.10.2022 21:00","0","0","0","n/e","n/e","n/e","669","684","973"
"26.10.2022 21:00 - 26.10.2022 22:00","0","0","0","n/e","n/e","n/e","795","816","1141"
"26.10.2022 22:00 - 26.10.2022 23:00","0","0","0","n/e","n/e","n/e","893","903","1247"
"26.10.2022 23:00 - 27.10.2022 00:00","0","0","0","n/e","n/e","n/e","934","942","1291"
"27.10.2022 00:00 - 27.10.2022 01:00","0","0","0","n/e","n/e","n/e","1019","1313","1313"
"27.10.2022 01:00 - 27.10.2022 02:00","0","0","0","n/e","n/e","n/e","1021","1411","1411"
"27.10.2022 02:00 - 27.10.2022 03:00","0","0","0","n/e","n/e","n/e","1018","1328","1328"
"27.10.2022 03:00 - 27.10.2022 04:00","0","0","0","n/e","n/e","n/e","998","1217","1217"
"27.10.2022 04:00 - 27.10.2022 05:00","0","0","0","n/e","n/e","n/e","964","1192","1192"
"27.10.2022 05:00 - 27.10.2022 06:00","0","0","0","n/e","n/e","n/e","955","1189","1189"
"27.10.2022 06:00 - 27.10.2022 07:00","0","0","0","n/e","n/e","n/e","963","981","981"
"27.10.2022 07:00 - 27.10.2022 08:00","95","98","98","n/e","n/e","n/e","950","1008","995"
"27.10.2022 08:00 - 27.10.2022 09:00","1008","1048","1088","n/e","n/e","n/e","901","960","918"
"27.10.2022 09:00 - 27.10.2022 10:00","2159","2256","2412","n/e","n/e","n/e","795","861","819"
"27.10.2022 10:00 - 27.10.2022 11:00","3073","3175","3337","n/e","n/e","n/e","592","636","552"
"27.10.2022 11:00 - 27.10.2022 12:00","3717","3860","4165","n/e","n/e","n/e","460","448","326"
"27.10.2022 12:00 - 27.10.2022 13:00","3980","4249","4482","n/e","n/e","n/e","477","462","308"
"27.10.2022 13:00 - 27.10.2022 14:00","3664","3886","4397","n/e","n/e","n/e","538","515","348"
"27.10.2022 14:00 - 27.10.2022 15:00","3004","3139","3733","n/e","n/e","n/e","584","527","375"
"27.10.2022 15:00 - 27.10.2022 16:00","2077","2122","2599","n/e","n/e","n/e","518","467","354"
"27.10.2022 16:00 - 27.10.2022 17:00","888","876","1004","n/e","n/e","n/e","457","440","345"
"27.10.2022 17:00 - 27.10.2022 18:00","60","52","70","n/e","n/e","n/e","503","514","414"
"27.10.2022 18:00 - 27.10.2022 19:00","0","0","0","n/e","n/e","n/e","584","616","596"
"27.10.2022 19:00 - 27.10.2022 20:00","0","0","0","n/e","n/e","n/e","710","757","974"
"27.10.2022 20:00 - 27.10.2022 21:00","0","0","0","n/e","n/e","n/e","891","947","1382"
"27.10.2022 21:00 - 27.10.2022 22:00","0","0","0","n/e","n/e","n/e","1077","1143","1762"
"27.10.2022 22:00 - 27.10.2022 23:00","0","0","0","n/e","n/e","n/e","1269","1332","1931"
"27.10.2022 23:00 - 28.10.2022 00:00","0","0","0","n/e","n/e","n/e","1450","1526","2104"
"28.10.2022 00:00 - 28.10.2022 01:00","0","0","0","n/e","n/e","n/e","1706","2248","2248"
"28.10.2022 01:00 - 28.10.2022 02:00","0","0","0","n/e","n/e","n/e","1842","2331","2331"
"28.10.2022 02:00 - 28.10.2022 03:00","0","0","0","n/e","n/e","n/e","1947","2228","2228"
"28.10.2022 03:00 - 28.10.2022 04:00","0","0","0","n/e","n/e","n/e","2030","2301","2301"
"28.10.2022 04:00 - 28.10.2022 05:00","0","0","0","n/e","n/e","n/e","2084","2391","2391"
"28.10.2022 05:00 - 28.10.2022 06:00","0","0","0","n/e","n/e","n/e","2122","2434","2434"
"28.10.2022 06:00 - 28.10.2022 07:00","0","0","0","n/e","n/e","n/e","2151","2407","2407"
"28.10.2022 07:00 - 28.10.2022 08:00","62","59","58","n/e","n/e","n/e","2104","2367","2411"
"28.10.2022 08:00 - 28.10.2022 09:00","769","745","737","n/e","n/e","n/e","1946","2251","2492"
"28.10.2022 09:00 - 28.10.2022 10:00","1757","1785","1886","n/e","n/e","n/e","1778","2086","2133"
"28.10.2022 10:00 - 28.10.2022 11:00","2547","2614","3108","n/e","n/e","n/e","1523","1545","1443"
"28.10.2022 11:00 - 28.10.2022 12:00","3177","3233","4058","n/e","n/e","n/e","1200","1205","973"
"28.10.2022 12:00 - 28.10.2022 13:00","3538","3632","4095","n/e","n/e","n/e","1041","1090","919"
"28.10.2022 13:00 - 28.10.2022 14:00","3250","3427","3706","n/e","n/e","n/e","992","1083","1052"
"28.10.2022 14:00 - 28.10.2022 15:00","2627","2891","3051","n/e","n/e","n/e","995","1113","1022"
"28.10.2022 15:00 - 28.10.2022 16:00","1834","2023","2125","n/e","n/e","n/e","1143","1255","1221"
"28.10.2022 16:00 - 28.10.2022 17:00","794","850","874","n/e","n/e","n/e","1481","1614","1629"
"28.10.2022 17:00 - 28.10.2022 18:00","44","48","46","n/e","n/e","n/e","1976","2181","2416"
"28.10.2022 18:00 - 28.10.2022 19:00","0","0","0","n/e","n/e","n/e","2455","2791","3369"
"28.10.2022 19:00 - 28.10.2022 20:00","0","0","0","n/e","n/e","n/e","2803","3209","4141"
"28.10.2022 20:00 - 28.10.2022 21:00","0","0","0","n/e","n/e","n/e","3063","3429","4540"
"28.10.2022 21:00 - 28.10.2022 22:00","0","0","0","n/e","n/e","n/e","3232","3545","4697"
"28.10.2022 22:00 - 28.10.2022 23:00","0","0","0","n/e","n/e","n/e","3349","3604","4439"
"28.10.2022 23:00 - 29.10.2022 00:00","0","0","0","n/e","n/e","n/e","3457","3645","4303"
"29.10.2022 00:00 - 29.10.2022 01:00","0","0","0","n/e","n/e","n/e","3800","4153","4153"
"29.10.2022 01:00 - 29.10.2022 02:00","0","0","0","n/e","n/e","n/e","3832","4031","4031"
"29.10.2022 02:00 - 29.10.2022 03:00","0","0","0","n/e","n/e","n/e","3904","4036","4036"
"29.10.2022 03:00 - 29.10.2022 04:00","0","0","0","n/e","n/e","n/e","3968","4157","4157"
"29.10.2022 04:00 - 29.10.2022 05:00","0","0","0","n/e","n/e","n/e","4045","4323","4323"
"29.10.2022 05:00 - 29.10.2022 06:00","0","0","0","n/e","n/e","n/e","4149","4665","4665"
"29.10.2022 06:00 - 29.10.2022 07:00","0","0","0","n/e","n/e","n/e","4219","4838","4838"
"29.10.2022 07:00 - 29.10.2022 08:00","81","74","74","n/e","n/e","n/e","4233","4747","4729"
"29.10.2022 08:00 - 29.10.2022 09:00","999","992","997","n/e","n/e","n/e","4115","4479","4532"
"29.10.2022 09:00 - 29.10.2022 10:00","2278","2357","1954","n/e","n/e","n/e","3970","4312","4401"
"29.10.2022 10:00 - 29.10.2022 11:00","3318","3398","2710","n/e","n/e","n/e","3750","4155","3867"
"29.10.2022 11:00 - 29.10.2022 12:00","4127","4123","3314","n/e","n/e","n/e","3476","3988","3695"
"29.10.2022 12:00 - 29.10.2022 13:00","4639","4485","3540","n/e","n/e","n/e","3298","3858","3505"
"29.10.2022 13:00 - 29.10.2022 14:00","4345","4133","3321","n/e","n/e","n/e","3080","3566","3084"
"29.10.2022 14:00 - 29.10.2022 15:00","3618","3382","2755","n/e","n/e","n/e","2742","2767","2787"
"29.10.2022 15:00 - 29.10.2022 16:00","2557","2395","1868","n/e","n/e","n/e","2380","2426","2586"
"29.10.2022 16:00 - 29.10.2022 17:00","1025","958","590","n/e","n/e","n/e","2166","2206","2318"
"29.10.2022 17:00 - 29.10.2022 18:00","44","41","43","n/e","n/e","n/e","2140","2120","2170"
"29.10.2022 18:00 - 29.10.2022 19:00","0","0","0","n/e","n/e","n/e","2183","2103","2136"
"29.10.2022 19:00 - 29.10.2022 20:00","0","0","0","n/e","n/e","n/e","2164","2058","2025"
"29.10.2022 20:00 - 29.10.2022 21:00","0","0","0","n/e","n/e","n/e","2064","1949","2062"
"29.10.2022 21:00 - 29.10.2022 22:00","0","0","0","n/e","n/e","n/e","1933","1831","1786"
"29.10.2022 22:00 - 29.10.2022 23:00","0","0","0","n/e","n/e","n/e","1821","1732","1677"
"29.10.2022 23:00 - 30.10.2022 00:00","0","0","0","n/e","n/e","n/e","1732","1636","1561"
"30.10.2022 00:00 - 30.10.2022 01:00","0","0","0","n/e","n/e","n/e","1585","1431","1431"
"30.10.2022 01:00 - 30.10.2022 02:00","0","0","0","n/e","n/e","n/e","1486","1328","1328"
"30.10.2022 02:00 - 30.10.2022 03:00","0","0","0","n/e","n/e","n/e","1350","1178","1178"
"30.10.2022 02:00 - 30.10.2022 03:00","0","0","0","n/e","n/e","n/e","1195","965","965"
"30.10.2022 03:00 - 30.10.2022 04:00","0","0","0","n/e","n/e","n/e","1015","830","830"
"30.10.2022 04:00 - 30.10.2022 05:00","0","0","0","n/e","n/e","n/e","845","733","733"
"30.10.2022 05:00 - 30.10.2022 06:00","0","0","0","n/e","n/e","n/e","704","647","647"
"30.10.2022 06:00 - 30.10.2022 07:00","47","36","36","n/e","n/e","n/e","590","577","577"
"30.10.2022 07:00 - 30.10.2022 08:00","822","642","652","n/e","n/e","n/e","506","485","511"
"30.10.2022 08:00 - 30.10.2022 09:00","2045","1694","1639","n/e","n/e","n/e","460","445","521"
"30.10.2022 09:00 - 30.10.2022 10:00","3151","2637","2405","n/e","n/e","n/e","427","416","633"
"30.10.2022 10:00 - 30.10.2022 11:00","4036","3249","3031","n/e","n/e","n/e","382","381","582"
"30.10.2022 11:00 - 30.10.2022 12:00","4590","3646","3395","n/e","n/e","n/e","364","356","340"
"30.10.2022 12:00 - 30.10.2022 13:00","4465","3476","2978","n/e","n/e","n/e","381","348","240"
"30.10.2022 13:00 - 30.10.2022 14:00","3844","2991","2705","n/e","n/e","n/e","381","345","166"
"30.10.2022 14:00 - 30.10.2022 15:00","2695","2153","2074","n/e","n/e","n/e","335","323","152"
"30.10.2022 15:00 - 30.10.2022 16:00","1048","846","821","n/e","n/e","n/e","319","333","196"
"30.10.2022 16:00 - 30.10.2022 17:00","52","41","40","n/e","n/e","n/e","388","401","314"
"30.10.2022 17:00 - 30.10.2022 18:00","0","0","0","n/e","n/e","n/e","483","480","554"
"30.10.2022 18:00 - 30.10.2022 19:00","0","0","0","n/e","n/e","n/e","557","548","666"
"30.10.2022 19:00 - 30.10.2022 20:00","0","0","0","n/e","n/e","n/e","601","584","706"
"30.10.2022 20:00 - 30.10.2022 21:00","0","0","0","n/e","n/e","n/e","626","580","684"
"30.10.2022 21:00 - 30.10.2022 22:00","0","0","0","n/e","n/e","n/e","628","549","611"
"30.10.2022 22:00 - 30.10.2022 23:00","0","0","0","n/e","n/e","n/e","604","513","468"
"30.10.2022 23:00 - 31.10.2022 00:00","0","0","0","n/e","n/e","n/e","577","482","421"
"31.10.2022 00:00 - 31.10.2022 01:00","0","0","0","n/e","n/e","n/e","473","364","364"
"31.10.2022 01:00 - 31.10.2022 02:00","0","0","0","n/e","n/e","n/e","454","345","345"
"31.10.2022 02:00 - 31.10.2022 03:00","0","0","0","n/e","n/e","n/e","441","334","334"
"31.10.2022 03:00 - 31.10.2022 04:00","0","0","0","n/e","n/e","n/e","411","312","312"
"31.10.2022 04:00 - 31.10.2022 05:00","0","0","0","n/e","n/e","n/e","380","295","295"
"31.10.2022 05:00 - 31.10.2022 06:00","0","0","0","n/e","n/e","n/e","355","320","320"
"31.10.2022 06:00 - 31.10.2022 07:00","70","78","78","n/e","n/e","n/e","325","408","408"
"31.10.2022 07:00 - 31.10.2022 08:00","1002","1117","1117","n/e","n/e","n/e","288","473","474"
"31.10.2022 08:00 - 31.10.2022 09:00","2390","2616","2616","n/e","n/e","n/e","246","396","397"
"31.10.2022 09:00 - 31.10.2022 10:00","3394","3806","3275","n/e","n/e","n/e","179","297","284"
"31.10.2022 10:00 - 31.10.2022 11:00","4051","4760","3544","n/e","n/e","n/e","121","125","95"
"31.10.2022 11:00 - 31.10.2022 12:00","4290","5322","3689","n/e","n/e","n/e","100","93","58"
"31.10.2022 12:00 - 31.10.2022 13:00","4057","5020","3398","n/e","n/e","n/e","96","82","53"
"31.10.2022 13:00 - 31.10.2022 14:00","3395","4111","2806","n/e","n/e","n/e","91","74","63"
"31.10.2022 14:00 - 31.10.2022 15:00","2337","2796","1906","n/e","n/e","n/e","85","67","81"
"31.10.2022 15:00 - 31.10.2022 16:00","886","1040","716","n/e","n/e","n/e","85","78","78"
"31.10.2022 16:00 - 31.10.2022 17:00","36","39","26","n/e","n/e","n/e","94","110","96"
"31.10.2022 17:00 - 31.10.2022 18:00","0","0","0","n/e","n/e","n/e","110","145","130"
"31.10.2022 18:00 - 31.10.2022 19:00","0","0","0","n/e","n/e","n/e","138","174","145"
"31.10.2022 19:00 - 31.10.2022 20:00","0","0","0","n/e","n/e","n/e","181","202","169"
"31.10.2022 20:00 - 31.10.2022 21:00","0","0","0","n/e","n/e","n/e","239","242","206"
"31.10.2022 21:00 - 31.10.2022 22:00","0","0","0","n/e","n/e","n/e","305","294","196"
"31.10.2022 22:00 - 31.10.2022 23:00","0","0","0","n/e","n/e","n/e","373","353","153"
"31.10.2022 23:00 - 01.11.2022 00:00","0","0","0","n/e","n/e","n/e","443","412","199"
"01.11.2022 00:00 - 01.11.2022 01:00","0","0","0","n/e","n/e","n/e","428","350","350"
"01.11.2022 01:00 - 01.11.2022 02:00","0","0","0","n/e","n/e","n/e","483","395","395"
"01.11.2022 02:00 - 01.11.2022 03:00","0","0","0","n/e","n/e","n/e","561","469","469"
"01.11.2022 03:00 - 01.11.2022 04:00","0","0","0","n/e","n/e","n/e","633","603","603"
"01.11.2022 04:00 - 01.11.2022 05:00","0","0","0","n/e","n/e","n/e","736","703","703"
"01.11.2022 05:00 - 01.11.2022 06:00","0","0","0","n/e","n/e","n/e","865","790","790"
"01.11.2022 06:00 - 01.11.2022 07:00","38","36","36","n/e","n/e","n/e","910","885","885"
"01.11.2022 07:00 - 01.11.2022 08:00","632","613","590","n/e","n/e","n/e","893","876","827"
"01.11.2022 08:00 - 01.11.2022 09:00","1611","1540","1106","n/e","n/e","n/e","836","838","579"
"01.11.2022 09:00 - 01.11.2022 10:00","2492","2386","1602","n/e","n/e","n/e","741","756","596"
"01.11.2022 10:00 - 01.11.2022 11:00","3166","3082","2138","n/e","n/e","n/e","717","715","625"
"01.11.2022 11:00 - 01.11.2022 12:00","3560","3509","2386","n/e","n/e","n/e","759","705","631"
"01.11.2022 12:00 - 01.11.2022 13:00","3287","3351","1999","n/e","n/e","n/e","785","698","614"
"01.11.2022 13:00 - 01.11.2022 14:00","2661","2764","1675","n/e","n/e","n/e","792","694","626"
"01.11.2022 14:00 - 01.11.2022 15:00","1808","1885","1092","n/e","n/e","n/e","759","685","617"
"01.11.2022 15:00 - 01.11.2022 16:00","655","683","390","n/e","n/e","n/e","796","706","672"
"01.11.2022 16:00 - 01.11.2022 17:00","15","15","11","n/e","n/e","n/e","970","822","814"
"01.11.2022 17:00 - 01.11.2022 18:00","0","0","0","n/e","n/e","n/e","1182","1013","1151"
"01.11.2022 18:00 - 01.11.2022 19:00","0","0","0","n/e","n/e","n/e","1422","1237","1330"
"01.11.2022 19:00 - 01.11.2022 20:00","0","0","0","n/e","n/e","n/e","1637","1412","1393"
"01.11.2022 20:00 - 01.11.2022 21:00","0","0","0","n/e","n/e","n/e","1772","1500","1531"
"01.11.2022 21:00 - 01.11.2022 22:00","0","0","0","n/e","n/e","n/e","1818","1499","1707"
"01.11.2022 22:00 - 01.11.2022 23:00","0","0","0","n/e","n/e","n/e","1800","1420","1528"
