"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ France (FR)","Generation - Solar  [MW] Intraday / France (FR)","Generation - Solar  [MW] Current / France (FR)","Generation - Wind Offshore  [MW] Day Ahead/ France (FR)","Generation - Wind Offshore  [MW] Intraday / France (FR)","Generation - Wind Offshore  [MW] Current / France (FR)","Generation - Wind Onshore  [MW] Day Ahead/ France (FR)","Generation - Wind Onshore  [MW] Intraday / France (FR)","Generation - Wind Onshore  [MW] Current / France (FR)"
"09.01.2022 23:00 - 10.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","3675","n/e","2513"
"10.01.2022 00:00 - 10.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","1616","n/e","1316"
"10.01.2022 01:00 - 10.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","1397","n/e","1110"
"10.01.2022 02:00 - 10.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","1311","n/e","1121"
"10.01.2022 03:00 - 10.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","1228","n/e","1140"
"10.01.2022 04:00 - 10.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","1157","n/e","1164"
"10.01.2022 05:00 - 10.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","1193","n/e","1212"
"10.01.2022 06:00 - 10.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","1237","n/e","1268"
"10.01.2022 07:00 - 10.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","1288","n/e","1423"
"10.01.2022 08:00 - 10.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","1376","n/e","1582"
"10.01.2022 09:00 - 10.01.2022 10:00","218","n/e","204","n/e","n/e","n/e","1471","n/e","1741"
"10.01.2022 10:00 - 10.01.2022 11:00","1114","n/e","1123","n/e","n/e","n/e","1569","n/e","1849"
"10.01.2022 11:00 - 10.01.2022 12:00","2048","n/e","2137","n/e","n/e","n/e","1596","n/e","1875"
"10.01.2022 12:00 - 10.01.2022 13:00","2656","n/e","2720","n/e","n/e","n/e","1626","n/e","1897"
"10.01.2022 13:00 - 10.01.2022 14:00","2842","n/e","3029","n/e","n/e","n/e","1658","n/e","1919"
"10.01.2022 14:00 - 10.01.2022 15:00","2496","n/e","2769","n/e","n/e","n/e","1749","n/e","1942"
"10.01.2022 15:00 - 10.01.2022 16:00","1822","n/e","2007","n/e","n/e","n/e","1843","n/e","1964"
"10.01.2022 16:00 - 10.01.2022 17:00","773","n/e","858","n/e","n/e","n/e","1938","n/e","1983"
"10.01.2022 17:00 - 10.01.2022 18:00","55","n/e","55","n/e","n/e","n/e","2145","n/e","2138"
"10.01.2022 18:00 - 10.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","2352","n/e","2293"
"10.01.2022 19:00 - 10.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","2556","n/e","2447"
"10.01.2022 20:00 - 10.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","2655","n/e","2640"
"10.01.2022 21:00 - 10.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","2754","n/e","2832"
"10.01.2022 22:00 - 10.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","2852","n/e","3024"
"10.01.2022 23:00 - 11.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","2912","n/e","3005"
"11.01.2022 00:00 - 11.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","2663","n/e","2610"
"11.01.2022 01:00 - 11.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","2687","n/e","2610"
"11.01.2022 02:00 - 11.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","2581","n/e","2559"
"11.01.2022 03:00 - 11.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","2474","n/e","2508"
"11.01.2022 04:00 - 11.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","2367","n/e","2456"
"11.01.2022 05:00 - 11.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","2498","n/e","2600"
"11.01.2022 06:00 - 11.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","2627","n/e","2744"
"11.01.2022 07:00 - 11.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","2757","n/e","3000"
"11.01.2022 08:00 - 11.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","2822","n/e","3116"
"11.01.2022 09:00 - 11.01.2022 10:00","338","n/e","328","n/e","n/e","n/e","2887","n/e","3212"
"11.01.2022 10:00 - 11.01.2022 11:00","1781","n/e","1891","n/e","n/e","n/e","2953","n/e","3120"
"11.01.2022 11:00 - 11.01.2022 12:00","3421","n/e","3571","n/e","n/e","n/e","2845","n/e","2855"
"11.01.2022 12:00 - 11.01.2022 13:00","4510","n/e","4634","n/e","n/e","n/e","2737","n/e","2566"
"11.01.2022 13:00 - 11.01.2022 14:00","4847","n/e","4785","n/e","n/e","n/e","2629","n/e","2271"
"11.01.2022 14:00 - 11.01.2022 15:00","4359","n/e","4266","n/e","n/e","n/e","2512","n/e","2233"
"11.01.2022 15:00 - 11.01.2022 16:00","3086","n/e","2989","n/e","n/e","n/e","2396","n/e","2190"
"11.01.2022 16:00 - 11.01.2022 17:00","1308","n/e","1277","n/e","n/e","n/e","2281","n/e","2146"
"11.01.2022 17:00 - 11.01.2022 18:00","106","n/e","105","n/e","n/e","n/e","2348","n/e","2298"
"11.01.2022 18:00 - 11.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","2415","n/e","2449"
"11.01.2022 19:00 - 11.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","2481","n/e","2596"
"11.01.2022 20:00 - 11.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","2378","n/e","2584"
"11.01.2022 21:00 - 11.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","2276","n/e","2572"
"11.01.2022 22:00 - 11.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","2174","n/e","2561"
"11.01.2022 23:00 - 12.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","2106","n/e","2438"
"12.01.2022 00:00 - 12.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","2407","n/e","2447"
"12.01.2022 01:00 - 12.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","2428","n/e","2439"
"12.01.2022 02:00 - 12.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","2296","n/e","2427"
"12.01.2022 03:00 - 12.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","2164","n/e","2420"
"12.01.2022 04:00 - 12.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","2034","n/e","2413"
"12.01.2022 05:00 - 12.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","2156","n/e","2411"
"12.01.2022 06:00 - 12.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","2277","n/e","2408"
"12.01.2022 07:00 - 12.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","2399","n/e","2382"
"12.01.2022 08:00 - 12.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","2292","n/e","2373"
"12.01.2022 09:00 - 12.01.2022 10:00","368","n/e","372","n/e","n/e","n/e","2187","n/e","2364"
"12.01.2022 10:00 - 12.01.2022 11:00","1928","n/e","1822","n/e","n/e","n/e","2081","n/e","2347"
"12.01.2022 11:00 - 12.01.2022 12:00","3611","n/e","3412","n/e","n/e","n/e","2070","n/e","2308"
"12.01.2022 12:00 - 12.01.2022 13:00","4677","n/e","4418","n/e","n/e","n/e","2061","n/e","2270"
"12.01.2022 13:00 - 12.01.2022 14:00","4960","n/e","4626","n/e","n/e","n/e","2052","n/e","2233"
"12.01.2022 14:00 - 12.01.2022 15:00","4475","n/e","4161","n/e","n/e","n/e","2099","n/e","2349"
"12.01.2022 15:00 - 12.01.2022 16:00","3188","n/e","2940","n/e","n/e","n/e","2147","n/e","2464"
"12.01.2022 16:00 - 12.01.2022 17:00","1364","n/e","1251","n/e","n/e","n/e","2195","n/e","2580"
"12.01.2022 17:00 - 12.01.2022 18:00","119","n/e","112","n/e","n/e","n/e","2504","n/e","2821"
"12.01.2022 18:00 - 12.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","2812","n/e","3063"
"12.01.2022 19:00 - 12.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","3121","n/e","3305"
"12.01.2022 20:00 - 12.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","3123","n/e","3274"
"12.01.2022 21:00 - 12.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","3125","n/e","3252"
"12.01.2022 22:00 - 12.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","3127","n/e","3232"
"12.01.2022 23:00 - 13.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","3123","n/e","3241"
"13.01.2022 00:00 - 13.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","3027","n/e","3100"
"13.01.2022 01:00 - 13.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","3087","n/e","3169"
"13.01.2022 02:00 - 13.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","2918","n/e","3012"
"13.01.2022 03:00 - 13.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","2750","n/e","2857"
"13.01.2022 04:00 - 13.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","2582","n/e","2703"
"13.01.2022 05:00 - 13.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","2435","n/e","2667"
"13.01.2022 06:00 - 13.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","2289","n/e","2631"
"13.01.2022 07:00 - 13.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","2143","n/e","2443"
"13.01.2022 08:00 - 13.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","2066","n/e","2429"
"13.01.2022 09:00 - 13.01.2022 10:00","342","n/e","393","n/e","n/e","n/e","1988","n/e","2437"
"13.01.2022 10:00 - 13.01.2022 11:00","1793","n/e","2043","n/e","n/e","n/e","1912","n/e","2503"
"13.01.2022 11:00 - 13.01.2022 12:00","3463","n/e","3847","n/e","n/e","n/e","1888","n/e","2367"
"13.01.2022 12:00 - 13.01.2022 13:00","4587","n/e","4954","n/e","n/e","n/e","1866","n/e","2248"
"13.01.2022 13:00 - 13.01.2022 14:00","4932","n/e","5206","n/e","n/e","n/e","1846","n/e","2140"
"13.01.2022 14:00 - 13.01.2022 15:00","4366","n/e","4667","n/e","n/e","n/e","1934","n/e","2136"
"13.01.2022 15:00 - 13.01.2022 16:00","3070","n/e","3344","n/e","n/e","n/e","2024","n/e","2134"
"13.01.2022 16:00 - 13.01.2022 17:00","1314","n/e","1442","n/e","n/e","n/e","2114","n/e","2134"
"13.01.2022 17:00 - 13.01.2022 18:00","119","n/e","130","n/e","n/e","n/e","2399","n/e","2358"
"13.01.2022 18:00 - 13.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","2684","n/e","2584"
"13.01.2022 19:00 - 13.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","2969","n/e","2811"
"13.01.2022 20:00 - 13.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","2870","n/e","2817"
"13.01.2022 21:00 - 13.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","2771","n/e","2823"
"13.01.2022 22:00 - 13.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","2671","n/e","2829"
"13.01.2022 23:00 - 14.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","2365","n/e","2656"
"14.01.2022 00:00 - 14.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","2211","n/e","2079"
"14.01.2022 01:00 - 14.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","1998","n/e","1858"
"14.01.2022 02:00 - 14.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","1849","n/e","1652"
"14.01.2022 03:00 - 14.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","1701","n/e","1448"
"14.01.2022 04:00 - 14.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","1554","n/e","1248"
"14.01.2022 05:00 - 14.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","1589","n/e","1339"
"14.01.2022 06:00 - 14.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","1625","n/e","1433"
"14.01.2022 07:00 - 14.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","1662","n/e","1156"
"14.01.2022 08:00 - 14.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","1664","n/e","1062"
"14.01.2022 09:00 - 14.01.2022 10:00","418","n/e","418","n/e","n/e","n/e","1667","n/e","993"
"14.01.2022 10:00 - 14.01.2022 11:00","2106","n/e","2110","n/e","n/e","n/e","1670","n/e","988"
"14.01.2022 11:00 - 14.01.2022 12:00","3918","n/e","3950","n/e","n/e","n/e","1521","n/e","883"
"14.01.2022 12:00 - 14.01.2022 13:00","4998","n/e","5026","n/e","n/e","n/e","1373","n/e","799"
"14.01.2022 13:00 - 14.01.2022 14:00","5276","n/e","5287","n/e","n/e","n/e","1225","n/e","723"
"14.01.2022 14:00 - 14.01.2022 15:00","4708","n/e","4730","n/e","n/e","n/e","1113","n/e","659"
"14.01.2022 15:00 - 14.01.2022 16:00","3359","n/e","3371","n/e","n/e","n/e","1001","n/e","598"
"14.01.2022 16:00 - 14.01.2022 17:00","1464","n/e","1469","n/e","n/e","n/e","888","n/e","541"
"14.01.2022 17:00 - 14.01.2022 18:00","138","n/e","139","n/e","n/e","n/e","943","n/e","660"
"14.01.2022 18:00 - 14.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","997","n/e","782"
"14.01.2022 19:00 - 14.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","1052","n/e","907"
"14.01.2022 20:00 - 14.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","1077","n/e","1052"
"14.01.2022 21:00 - 14.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","1103","n/e","1197"
"14.01.2022 22:00 - 14.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","1128","n/e","1344"
"14.01.2022 23:00 - 15.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","1243","n/e","1295"
"15.01.2022 00:00 - 15.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","1063","n/e","920"
"15.01.2022 01:00 - 15.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","1092","n/e","913"
"15.01.2022 02:00 - 15.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","1144","n/e","1040"
"15.01.2022 03:00 - 15.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","1196","n/e","1169"
"15.01.2022 04:00 - 15.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","1248","n/e","1301"
"15.01.2022 05:00 - 15.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","1382","n/e","1377"
"15.01.2022 06:00 - 15.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","1517","n/e","1455"
"15.01.2022 07:00 - 15.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","1653","n/e","1565"
"15.01.2022 08:00 - 15.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","1756","n/e","1487"
"15.01.2022 09:00 - 15.01.2022 10:00","433","n/e","437","n/e","n/e","n/e","1859","n/e","1429"
"15.01.2022 10:00 - 15.01.2022 11:00","2119","n/e","2217","n/e","n/e","n/e","1962","n/e","1440"
"15.01.2022 11:00 - 15.01.2022 12:00","3887","n/e","4046","n/e","n/e","n/e","1635","n/e","1181"
"15.01.2022 12:00 - 15.01.2022 13:00","4956","n/e","5053","n/e","n/e","n/e","1309","n/e","938"
"15.01.2022 13:00 - 15.01.2022 14:00","5197","n/e","5269","n/e","n/e","n/e","984","n/e","705"
"15.01.2022 14:00 - 15.01.2022 15:00","4693","n/e","4709","n/e","n/e","n/e","901","n/e","668"
"15.01.2022 15:00 - 15.01.2022 16:00","3329","n/e","3360","n/e","n/e","n/e","819","n/e","633"
"15.01.2022 16:00 - 15.01.2022 17:00","1466","n/e","1487","n/e","n/e","n/e","736","n/e","603"
"15.01.2022 17:00 - 15.01.2022 18:00","143","n/e","147","n/e","n/e","n/e","921","n/e","753"
"15.01.2022 18:00 - 15.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","1107","n/e","909"
"15.01.2022 19:00 - 15.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","1293","n/e","1066"
"15.01.2022 20:00 - 15.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","1279","n/e","1211"
"15.01.2022 21:00 - 15.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","1264","n/e","1358"
"15.01.2022 22:00 - 15.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","1250","n/e","1507"
"15.01.2022 23:00 - 16.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","1327","n/e","1552"
"16.01.2022 00:00 - 16.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","1479","n/e","1768"
"16.01.2022 01:00 - 16.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","1570","n/e","1844"
"16.01.2022 02:00 - 16.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","1818","n/e","2004"
"16.01.2022 03:00 - 16.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","2066","n/e","2164"
"16.01.2022 04:00 - 16.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","2314","n/e","2324"
"16.01.2022 05:00 - 16.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","2475","n/e","2519"
"16.01.2022 06:00 - 16.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","2636","n/e","2715"
"16.01.2022 07:00 - 16.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","2797","n/e","2541"
"16.01.2022 08:00 - 16.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","3113","n/e","2880"
"16.01.2022 09:00 - 16.01.2022 10:00","422","n/e","418","n/e","n/e","n/e","3428","n/e","3208"
"16.01.2022 10:00 - 16.01.2022 11:00","1905","n/e","1959","n/e","n/e","n/e","3743","n/e","3388"
"16.01.2022 11:00 - 16.01.2022 12:00","3386","n/e","3453","n/e","n/e","n/e","3737","n/e","3467"
"16.01.2022 12:00 - 16.01.2022 13:00","4306","n/e","4391","n/e","n/e","n/e","3730","n/e","3525"
"16.01.2022 13:00 - 16.01.2022 14:00","4572","n/e","4540","n/e","n/e","n/e","3724","n/e","3578"
"16.01.2022 14:00 - 16.01.2022 15:00","4151","n/e","4108","n/e","n/e","n/e","3662","n/e","3419"
"16.01.2022 15:00 - 16.01.2022 16:00","2984","n/e","3044","n/e","n/e","n/e","3601","n/e","3257"
"16.01.2022 16:00 - 16.01.2022 17:00","1343","n/e","1383","n/e","n/e","n/e","3539","n/e","3091"
"16.01.2022 17:00 - 16.01.2022 18:00","140","n/e","144","n/e","n/e","n/e","3372","n/e","2964"
"16.01.2022 18:00 - 16.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","3205","n/e","2834"
"16.01.2022 19:00 - 16.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","3039","n/e","2704"
"16.01.2022 20:00 - 16.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","2872","n/e","2509"
"16.01.2022 21:00 - 16.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","2706","n/e","2313"
"16.01.2022 22:00 - 16.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","2540","n/e","2117"
"16.01.2022 23:00 - 17.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","2388","n/e","2010"
"17.01.2022 00:00 - 17.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","1955","n/e","1881"
"17.01.2022 01:00 - 17.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","1813","n/e","1748"
"17.01.2022 02:00 - 17.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","1745","n/e","1687"
"17.01.2022 03:00 - 17.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","1675","n/e","1626"
"17.01.2022 04:00 - 17.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","1607","n/e","1563"
"17.01.2022 05:00 - 17.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","1564","n/e","1513"
"17.01.2022 06:00 - 17.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","1521","n/e","1463"
"17.01.2022 07:00 - 17.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","1481","n/e","1582"
"17.01.2022 08:00 - 17.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","1508","n/e","1646"
"17.01.2022 09:00 - 17.01.2022 10:00","389","n/e","379","n/e","n/e","n/e","1539","n/e","1719"
"17.01.2022 10:00 - 17.01.2022 11:00","1669","n/e","1745","n/e","n/e","n/e","1573","n/e","1830"
"17.01.2022 11:00 - 17.01.2022 12:00","2882","n/e","3121","n/e","n/e","n/e","1555","n/e","1709"
"17.01.2022 12:00 - 17.01.2022 13:00","3857","n/e","4030","n/e","n/e","n/e","1538","n/e","1595"
"17.01.2022 13:00 - 17.01.2022 14:00","4279","n/e","4267","n/e","n/e","n/e","1522","n/e","1485"
"17.01.2022 14:00 - 17.01.2022 15:00","4179","n/e","3943","n/e","n/e","n/e","1458","n/e","1418"
"17.01.2022 15:00 - 17.01.2022 16:00","3149","n/e","2927","n/e","n/e","n/e","1395","n/e","1354"
"17.01.2022 16:00 - 17.01.2022 17:00","1452","n/e","1410","n/e","n/e","n/e","1333","n/e","1290"
"17.01.2022 17:00 - 17.01.2022 18:00","156","n/e","153","n/e","n/e","n/e","1470","n/e","1398"
"17.01.2022 18:00 - 17.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","1609","n/e","1508"
"17.01.2022 19:00 - 17.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","1747","n/e","1619"
"17.01.2022 20:00 - 17.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","1854","n/e","1694"
"17.01.2022 21:00 - 17.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","1962","n/e","1770"
"17.01.2022 22:00 - 17.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","2070","n/e","1845"
"17.01.2022 23:00 - 18.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","2108","n/e","1903"
"18.01.2022 00:00 - 18.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","2094","n/e","2184"
"18.01.2022 01:00 - 18.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","2185","n/e","2354"
"18.01.2022 02:00 - 18.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","2337","n/e","2391"
"18.01.2022 03:00 - 18.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","2489","n/e","2431"
"18.01.2022 04:00 - 18.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","2641","n/e","2473"
"18.01.2022 05:00 - 18.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","2706","n/e","2615"
"18.01.2022 06:00 - 18.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","2772","n/e","2759"
"18.01.2022 07:00 - 18.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","2838","n/e","2835"
"18.01.2022 08:00 - 18.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","2940","n/e","3038"
"18.01.2022 09:00 - 18.01.2022 10:00","429","n/e","420","n/e","n/e","n/e","3041","n/e","3246"
"18.01.2022 10:00 - 18.01.2022 11:00","1870","n/e","1918","n/e","n/e","n/e","3145","n/e","3411"
"18.01.2022 11:00 - 18.01.2022 12:00","3323","n/e","3401","n/e","n/e","n/e","3148","n/e","3234"
"18.01.2022 12:00 - 18.01.2022 13:00","4197","n/e","4293","n/e","n/e","n/e","3153","n/e","3075"
"18.01.2022 13:00 - 18.01.2022 14:00","4559","n/e","4559","n/e","n/e","n/e","3159","n/e","2919"
"18.01.2022 14:00 - 18.01.2022 15:00","4190","n/e","4160","n/e","n/e","n/e","3151","n/e","2826"
"18.01.2022 15:00 - 18.01.2022 16:00","3076","n/e","3072","n/e","n/e","n/e","3145","n/e","2736"
"18.01.2022 16:00 - 18.01.2022 17:00","1437","n/e","1371","n/e","n/e","n/e","3138","n/e","2647"
"18.01.2022 17:00 - 18.01.2022 18:00","151","n/e","145","n/e","n/e","n/e","3211","n/e","2590"
"18.01.2022 18:00 - 18.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","3284","n/e","2535"
"18.01.2022 19:00 - 18.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","3358","n/e","2481"
"18.01.2022 20:00 - 18.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","3033","n/e","2282"
"18.01.2022 21:00 - 18.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","2708","n/e","2085"
"18.01.2022 22:00 - 18.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","2384","n/e","1889"
"18.01.2022 23:00 - 19.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","2366","n/e","1852"
"19.01.2022 00:00 - 19.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","1577","n/e","2076"
"19.01.2022 01:00 - 19.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","1580","n/e","2017"
"19.01.2022 02:00 - 19.01.2022 03:00","0","n/e","0","n/e","n/e","n/e","1576","n/e","2056"
"19.01.2022 03:00 - 19.01.2022 04:00","0","n/e","0","n/e","n/e","n/e","1574","n/e","2097"
"19.01.2022 04:00 - 19.01.2022 05:00","0","n/e","0","n/e","n/e","n/e","1575","n/e","2140"
"19.01.2022 05:00 - 19.01.2022 06:00","0","n/e","0","n/e","n/e","n/e","1568","n/e","2020"
"19.01.2022 06:00 - 19.01.2022 07:00","0","n/e","0","n/e","n/e","n/e","1564","n/e","1903"
"19.01.2022 07:00 - 19.01.2022 08:00","0","n/e","0","n/e","n/e","n/e","1560","n/e","1814"
"19.01.2022 08:00 - 19.01.2022 09:00","0","n/e","0","n/e","n/e","n/e","1888","n/e","2159"
"19.01.2022 09:00 - 19.01.2022 10:00","398","n/e","354","n/e","n/e","n/e","2217","n/e","2491"
"19.01.2022 10:00 - 19.01.2022 11:00","1579","n/e","1357","n/e","n/e","n/e","2545","n/e","2843"
"19.01.2022 11:00 - 19.01.2022 12:00","2607","n/e","2467","n/e","n/e","n/e","2872","n/e","3141"
"19.01.2022 12:00 - 19.01.2022 13:00","3190","n/e","3041","n/e","n/e","n/e","3200","n/e","3435"
"19.01.2022 13:00 - 19.01.2022 14:00","3405","n/e","3243","n/e","n/e","n/e","3529","n/e","3728"
"19.01.2022 14:00 - 19.01.2022 15:00","3075","n/e","2972","n/e","n/e","n/e","3917","n/e","3998"
"19.01.2022 15:00 - 19.01.2022 16:00","2222","n/e","2215","n/e","n/e","n/e","4305","n/e","4269"
"19.01.2022 16:00 - 19.01.2022 17:00","1069","n/e","1073","n/e","n/e","n/e","4691","n/e","4541"
"19.01.2022 17:00 - 19.01.2022 18:00","137","n/e","135","n/e","n/e","n/e","4689","n/e","4507"
"19.01.2022 18:00 - 19.01.2022 19:00","0","n/e","0","n/e","n/e","n/e","4688","n/e","4471"
"19.01.2022 19:00 - 19.01.2022 20:00","0","n/e","0","n/e","n/e","n/e","4689","n/e","4435"
"19.01.2022 20:00 - 19.01.2022 21:00","0","n/e","0","n/e","n/e","n/e","4699","n/e","4539"
"19.01.2022 21:00 - 19.01.2022 22:00","0","n/e","0","n/e","n/e","n/e","4710","n/e","4643"
"19.01.2022 22:00 - 19.01.2022 23:00","0","n/e","0","n/e","n/e","n/e","4721","n/e","4748"
"19.01.2022 23:00 - 20.01.2022 00:00","0","n/e","0","n/e","n/e","n/e","4630","n/e","4623"
"20.01.2022 00:00 - 20.01.2022 01:00","0","n/e","0","n/e","n/e","n/e","4063","n/e","3983"
"20.01.2022 01:00 - 20.01.2022 02:00","0","n/e","0","n/e","n/e","n/e","4029","n/e","3904"
