"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Luxembourg (LU)","Actual Total Load [MW] - Luxembourg (LU)"
"24.12.2022 12:15 - 24.12.2022 12:30","552","524"
"24.12.2022 12:30 - 24.12.2022 12:45","548","521"
"24.12.2022 12:45 - 24.12.2022 13:00","544","521"
"24.12.2022 13:00 - 24.12.2022 13:15","537","515"
"24.12.2022 13:15 - 24.12.2022 13:30","537","515"
"24.12.2022 13:30 - 24.12.2022 13:45","532","510"
"24.12.2022 13:45 - 24.12.2022 14:00","530","511"
"24.12.2022 14:00 - 24.12.2022 14:15","523","507"
"24.12.2022 14:15 - 24.12.2022 14:30","519","507"
"24.12.2022 14:30 - 24.12.2022 14:45","516","504"
"24.12.2022 14:45 - 24.12.2022 15:00","513","499"
"24.12.2022 15:00 - 24.12.2022 15:15","508","503"
"24.12.2022 15:15 - 24.12.2022 15:30","504","502"
"24.12.2022 15:30 - 24.12.2022 15:45","502","502"
"24.12.2022 15:45 - 24.12.2022 16:00","505","504"
"24.12.2022 16:00 - 24.12.2022 16:15","502","497"
"24.12.2022 16:15 - 24.12.2022 16:30","500","498"
"24.12.2022 16:30 - 24.12.2022 16:45","504","498"
"24.12.2022 16:45 - 24.12.2022 17:00","514","511"
"24.12.2022 17:00 - 24.12.2022 17:15","522","516"
"24.12.2022 17:15 - 24.12.2022 17:30","528","521"
"24.12.2022 17:30 - 24.12.2022 17:45","531","520"
"24.12.2022 17:45 - 24.12.2022 18:00","532","521"
"24.12.2022 18:00 - 24.12.2022 18:15","532","520"
"24.12.2022 18:15 - 24.12.2022 18:30","530","520"
"24.12.2022 18:30 - 24.12.2022 18:45","527","516"
"24.12.2022 18:45 - 24.12.2022 19:00","528","517"
"24.12.2022 19:00 - 24.12.2022 19:15","520","511"
"24.12.2022 19:15 - 24.12.2022 19:30","514","506"
"24.12.2022 19:30 - 24.12.2022 19:45","508","499"
"24.12.2022 19:45 - 24.12.2022 20:00","502","495"
"24.12.2022 20:00 - 24.12.2022 20:15","491","486"
"24.12.2022 20:15 - 24.12.2022 20:30","481","475"
"24.12.2022 20:30 - 24.12.2022 20:45","473","464"
"24.12.2022 20:45 - 24.12.2022 21:00","466","455"
"24.12.2022 21:00 - 24.12.2022 21:15","458","446"
"24.12.2022 21:15 - 24.12.2022 21:30","452","440"
"24.12.2022 21:30 - 24.12.2022 21:45","459","433"
"24.12.2022 21:45 - 24.12.2022 22:00","453","429"
"24.12.2022 22:00 - 24.12.2022 22:15","451","442"
"24.12.2022 22:15 - 24.12.2022 22:30","452","443"
"24.12.2022 22:30 - 24.12.2022 22:45","451","436"
"24.12.2022 22:45 - 24.12.2022 23:00","447","431"
"24.12.2022 23:00 - 24.12.2022 23:15","435","429"
"24.12.2022 23:15 - 24.12.2022 23:30","429","424"
"24.12.2022 23:30 - 24.12.2022 23:45","420","417"
"24.12.2022 23:45 - 25.12.2022 00:00","415","413"
"25.12.2022 00:00 - 25.12.2022 00:15","407","407"
"25.12.2022 00:15 - 25.12.2022 00:30","406","400"
"25.12.2022 00:30 - 25.12.2022 00:45","408","394"
"25.12.2022 00:45 - 25.12.2022 01:00","403","389"
"25.12.2022 01:00 - 25.12.2022 01:15","397","387"
"25.12.2022 01:15 - 25.12.2022 01:30","392","383"
"25.12.2022 01:30 - 25.12.2022 01:45","388","379"
"25.12.2022 01:45 - 25.12.2022 02:00","384","375"
"25.12.2022 02:00 - 25.12.2022 02:15","381","372"
"25.12.2022 02:15 - 25.12.2022 02:30","379","369"
"25.12.2022 02:30 - 25.12.2022 02:45","377","365"
"25.12.2022 02:45 - 25.12.2022 03:00","375","362"
"25.12.2022 03:00 - 25.12.2022 03:15","375","363"
"25.12.2022 03:15 - 25.12.2022 03:30","374","362"
"25.12.2022 03:30 - 25.12.2022 03:45","373","360"
"25.12.2022 03:45 - 25.12.2022 04:00","371","358"
"25.12.2022 04:00 - 25.12.2022 04:15","372","356"
"25.12.2022 04:15 - 25.12.2022 04:30","369","355"
"25.12.2022 04:30 - 25.12.2022 04:45","371","357"
"25.12.2022 04:45 - 25.12.2022 05:00","367","357"
"25.12.2022 05:00 - 25.12.2022 05:15","374","364"
"25.12.2022 05:15 - 25.12.2022 05:30","375","362"
"25.12.2022 05:30 - 25.12.2022 05:45","376","364"
"25.12.2022 05:45 - 25.12.2022 06:00","377","366"
"25.12.2022 06:00 - 25.12.2022 06:15","382","367"
"25.12.2022 06:15 - 25.12.2022 06:30","382","367"
"25.12.2022 06:30 - 25.12.2022 06:45","383","369"
"25.12.2022 06:45 - 25.12.2022 07:00","388","372"
"25.12.2022 07:00 - 25.12.2022 07:15","395","379"
"25.12.2022 07:15 - 25.12.2022 07:30","393","382"
"25.12.2022 07:30 - 25.12.2022 07:45","396","387"
"25.12.2022 07:45 - 25.12.2022 08:00","403","391"
"25.12.2022 08:00 - 25.12.2022 08:15","410","396"
"25.12.2022 08:15 - 25.12.2022 08:30","414","401"
"25.12.2022 08:30 - 25.12.2022 08:45","412","398"
"25.12.2022 08:45 - 25.12.2022 09:00","404","404"
"25.12.2022 09:00 - 25.12.2022 09:15","413","407"
"25.12.2022 09:15 - 25.12.2022 09:30","418","413"
"25.12.2022 09:30 - 25.12.2022 09:45","423","420"
"25.12.2022 09:45 - 25.12.2022 10:00","429","427"
"25.12.2022 10:00 - 25.12.2022 10:15","437","431"
"25.12.2022 10:15 - 25.12.2022 10:30","444","435"
"25.12.2022 10:30 - 25.12.2022 10:45","445","440"
"25.12.2022 10:45 - 25.12.2022 11:00","453","448"
"25.12.2022 11:00 - 25.12.2022 11:15","462","453"
"25.12.2022 11:15 - 25.12.2022 11:30","465","457"
"25.12.2022 11:30 - 25.12.2022 11:45","472","459"
"25.12.2022 11:45 - 25.12.2022 12:00","480","464"
"25.12.2022 12:00 - 25.12.2022 12:15","481","462"
"25.12.2022 12:15 - 25.12.2022 12:30","475","460"
"25.12.2022 12:30 - 25.12.2022 12:45","470","455"
"25.12.2022 12:45 - 25.12.2022 13:00","467","454"
"25.12.2022 13:00 - 25.12.2022 13:15","459","450"
"25.12.2022 13:15 - 25.12.2022 13:30","455","444"
"25.12.2022 13:30 - 25.12.2022 13:45","449","438"
"25.12.2022 13:45 - 25.12.2022 14:00","447","434"
"25.12.2022 14:00 - 25.12.2022 14:15","442","431"
"25.12.2022 14:15 - 25.12.2022 14:30","437","430"
"25.12.2022 14:30 - 25.12.2022 14:45","434","424"
"25.12.2022 14:45 - 25.12.2022 15:00","432","420"
"25.12.2022 15:00 - 25.12.2022 15:15","429","417"
"25.12.2022 15:15 - 25.12.2022 15:30","428","417"
"25.12.2022 15:30 - 25.12.2022 15:45","427","415"
"25.12.2022 15:45 - 25.12.2022 16:00","428","414"
"25.12.2022 16:00 - 25.12.2022 16:15","429","415"
"25.12.2022 16:15 - 25.12.2022 16:30","430","417"
"25.12.2022 16:30 - 25.12.2022 16:45","432","425"
"25.12.2022 16:45 - 25.12.2022 17:00","444","439"
"25.12.2022 17:00 - 25.12.2022 17:15","452","447"
"25.12.2022 17:15 - 25.12.2022 17:30","460","455"
"25.12.2022 17:30 - 25.12.2022 17:45","471","456"
"25.12.2022 17:45 - 25.12.2022 18:00","478","460"
"25.12.2022 18:00 - 25.12.2022 18:15","480","459"
"25.12.2022 18:15 - 25.12.2022 18:30","482","460"
"25.12.2022 18:30 - 25.12.2022 18:45","482","463"
"25.12.2022 18:45 - 25.12.2022 19:00","484","465"
"25.12.2022 19:00 - 25.12.2022 19:15","481","464"
"25.12.2022 19:15 - 25.12.2022 19:30","477","464"
"25.12.2022 19:30 - 25.12.2022 19:45","476","461"
"25.12.2022 19:45 - 25.12.2022 20:00","472","459"
"25.12.2022 20:00 - 25.12.2022 20:15","462","455"
"25.12.2022 20:15 - 25.12.2022 20:30","458","450"
"25.12.2022 20:30 - 25.12.2022 20:45","453","445"
"25.12.2022 20:45 - 25.12.2022 21:00","452","443"
"25.12.2022 21:00 - 25.12.2022 21:15","445","439"
"25.12.2022 21:15 - 25.12.2022 21:30","440","433"
"25.12.2022 21:30 - 25.12.2022 21:45","434","429"
"25.12.2022 21:45 - 25.12.2022 22:00","430","427"
"25.12.2022 22:00 - 25.12.2022 22:15","438","438"
"25.12.2022 22:15 - 25.12.2022 22:30","435","439"
"25.12.2022 22:30 - 25.12.2022 22:45","430","435"
"25.12.2022 22:45 - 25.12.2022 23:00","423","431"
"25.12.2022 23:00 - 25.12.2022 23:15","418","424"
"25.12.2022 23:15 - 25.12.2022 23:30","416","420"
"25.12.2022 23:30 - 25.12.2022 23:45","411","411"
"25.12.2022 23:45 - 26.12.2022 00:00","408","407"
"26.12.2022 00:00 - 26.12.2022 00:15","407","400"
"26.12.2022 00:15 - 26.12.2022 00:30","403","394"
"26.12.2022 00:30 - 26.12.2022 00:45","401","388"
"26.12.2022 00:45 - 26.12.2022 01:00","399","380"
"26.12.2022 01:00 - 26.12.2022 01:15","393","377"
"26.12.2022 01:15 - 26.12.2022 01:30","391","373"
"26.12.2022 01:30 - 26.12.2022 01:45","387","370"
"26.12.2022 01:45 - 26.12.2022 02:00","383","366"
"26.12.2022 02:00 - 26.12.2022 02:15","381","364"
"26.12.2022 02:15 - 26.12.2022 02:30","378","359"
"26.12.2022 02:30 - 26.12.2022 02:45","376","354"
"26.12.2022 02:45 - 26.12.2022 03:00","373","351"
"26.12.2022 03:00 - 26.12.2022 03:15","373","347"
"26.12.2022 03:15 - 26.12.2022 03:30","373","350"
"26.12.2022 03:30 - 26.12.2022 03:45","372","350"
"26.12.2022 03:45 - 26.12.2022 04:00","370","348"
"26.12.2022 04:00 - 26.12.2022 04:15","371","349"
"26.12.2022 04:15 - 26.12.2022 04:30","370","350"
"26.12.2022 04:30 - 26.12.2022 04:45","370","352"
"26.12.2022 04:45 - 26.12.2022 05:00","370","354"
"26.12.2022 05:00 - 26.12.2022 05:15","376","362"
"26.12.2022 05:15 - 26.12.2022 05:30","376","363"
"26.12.2022 05:30 - 26.12.2022 05:45","378","365"
"26.12.2022 05:45 - 26.12.2022 06:00","381","369"
"26.12.2022 06:00 - 26.12.2022 06:15","385","372"
"26.12.2022 06:15 - 26.12.2022 06:30","385","375"
"26.12.2022 06:30 - 26.12.2022 06:45","388","378"
"26.12.2022 06:45 - 26.12.2022 07:00","393","384"
"26.12.2022 07:00 - 26.12.2022 07:15","402","390"
"26.12.2022 07:15 - 26.12.2022 07:30","405","393"
"26.12.2022 07:30 - 26.12.2022 07:45","409","398"
"26.12.2022 07:45 - 26.12.2022 08:00","410","403"
"26.12.2022 08:00 - 26.12.2022 08:15","416","409"
"26.12.2022 08:15 - 26.12.2022 08:30","420","413"
"26.12.2022 08:30 - 26.12.2022 08:45","418","409"
"26.12.2022 08:45 - 26.12.2022 09:00","421","415"
"26.12.2022 09:00 - 26.12.2022 09:15","425","419"
"26.12.2022 09:15 - 26.12.2022 09:30","428","424"
"26.12.2022 09:30 - 26.12.2022 09:45","432","429"
"26.12.2022 09:45 - 26.12.2022 10:00","438","436"
"26.12.2022 10:00 - 26.12.2022 10:15","446","444"
"26.12.2022 10:15 - 26.12.2022 10:30","449","445"
"26.12.2022 10:30 - 26.12.2022 10:45","452","448"
"26.12.2022 10:45 - 26.12.2022 11:00","459","455"
"26.12.2022 11:00 - 26.12.2022 11:15","467","462"
"26.12.2022 11:15 - 26.12.2022 11:30","473","467"
"26.12.2022 11:30 - 26.12.2022 11:45","482","477"
"26.12.2022 11:45 - 26.12.2022 12:00","490","485"
"26.12.2022 12:00 - 26.12.2022 12:15","489","487"
"26.12.2022 12:15 - 26.12.2022 12:30","490","486"
"26.12.2022 12:30 - 26.12.2022 12:45","487","481"
"26.12.2022 12:45 - 26.12.2022 13:00","484","481"
"26.12.2022 13:00 - 26.12.2022 13:15","479","475"
"26.12.2022 13:15 - 26.12.2022 13:30","475","469"
"26.12.2022 13:30 - 26.12.2022 13:45","469","465"
"26.12.2022 13:45 - 26.12.2022 14:00","466","463"
"26.12.2022 14:00 - 26.12.2022 14:15","465","459"
"26.12.2022 14:15 - 26.12.2022 14:30","461","457"
"26.12.2022 14:30 - 26.12.2022 14:45","455","453"
"26.12.2022 14:45 - 26.12.2022 15:00","454","454"
"26.12.2022 15:00 - 26.12.2022 15:15","448","453"
"26.12.2022 15:15 - 26.12.2022 15:30","448","455"
"26.12.2022 15:30 - 26.12.2022 15:45","449","457"
"26.12.2022 15:45 - 26.12.2022 16:00","450","459"
"26.12.2022 16:00 - 26.12.2022 16:15","451","466"
"26.12.2022 16:15 - 26.12.2022 16:30","456","477"
"26.12.2022 16:30 - 26.12.2022 16:45","463","479"
"26.12.2022 16:45 - 26.12.2022 17:00","471","483"
"26.12.2022 17:00 - 26.12.2022 17:15","477","489"
"26.12.2022 17:15 - 26.12.2022 17:30","485","492"
"26.12.2022 17:30 - 26.12.2022 17:45","491","493"
"26.12.2022 17:45 - 26.12.2022 18:00","495","496"
"26.12.2022 18:00 - 26.12.2022 18:15","496","498"
"26.12.2022 18:15 - 26.12.2022 18:30","499","498"
"26.12.2022 18:30 - 26.12.2022 18:45","498","498"
"26.12.2022 18:45 - 26.12.2022 19:00","500","502"
"26.12.2022 19:00 - 26.12.2022 19:15","496","498"
"26.12.2022 19:15 - 26.12.2022 19:30","491","492"
"26.12.2022 19:30 - 26.12.2022 19:45","486","485"
"26.12.2022 19:45 - 26.12.2022 20:00","483","483"
"26.12.2022 20:00 - 26.12.2022 20:15","477","476"
"26.12.2022 20:15 - 26.12.2022 20:30","472","472"
"26.12.2022 20:30 - 26.12.2022 20:45","466","466"
"26.12.2022 20:45 - 26.12.2022 21:00","462","464"
"26.12.2022 21:00 - 26.12.2022 21:15","449","459"
"26.12.2022 21:15 - 26.12.2022 21:30","452","454"
"26.12.2022 21:30 - 26.12.2022 21:45","450","449"
"26.12.2022 21:45 - 26.12.2022 22:00","447","448"
"26.12.2022 22:00 - 26.12.2022 22:15","441","459"
"26.12.2022 22:15 - 26.12.2022 22:30","438","461"
"26.12.2022 22:30 - 26.12.2022 22:45","436","453"
"26.12.2022 22:45 - 26.12.2022 23:00","431","448"
"26.12.2022 23:00 - 26.12.2022 23:15","426","440"
"26.12.2022 23:15 - 26.12.2022 23:30","423","435"
"26.12.2022 23:30 - 26.12.2022 23:45","419","428"
"26.12.2022 23:45 - 27.12.2022 00:00","416","425"
"27.12.2022 00:00 - 27.12.2022 00:15","409","418"
"27.12.2022 00:15 - 27.12.2022 00:30","405","416"
"27.12.2022 00:30 - 27.12.2022 00:45","401","410"
"27.12.2022 00:45 - 27.12.2022 01:00","399","404"
"27.12.2022 01:00 - 27.12.2022 01:15","395","397"
"27.12.2022 01:15 - 27.12.2022 01:30","392","392"
"27.12.2022 01:30 - 27.12.2022 01:45","389","387"
"27.12.2022 01:45 - 27.12.2022 02:00","386","384"
"27.12.2022 02:00 - 27.12.2022 02:15","386","382"
"27.12.2022 02:15 - 27.12.2022 02:30","383","381"
"27.12.2022 02:30 - 27.12.2022 02:45","381","380"
"27.12.2022 02:45 - 27.12.2022 03:00","380","380"
"27.12.2022 03:00 - 27.12.2022 03:15","380","381"
"27.12.2022 03:15 - 27.12.2022 03:30","379","383"
"27.12.2022 03:30 - 27.12.2022 03:45","378","382"
"27.12.2022 03:45 - 27.12.2022 04:00","379","380"
"27.12.2022 04:00 - 27.12.2022 04:15","382","382"
"27.12.2022 04:15 - 27.12.2022 04:30","383","385"
"27.12.2022 04:30 - 27.12.2022 04:45","388","389"
"27.12.2022 04:45 - 27.12.2022 05:00","395","396"
"27.12.2022 05:00 - 27.12.2022 05:15","405","408"
"27.12.2022 05:15 - 27.12.2022 05:30","412","410"
"27.12.2022 05:30 - 27.12.2022 05:45","420","416"
"27.12.2022 05:45 - 27.12.2022 06:00","430","426"
"27.12.2022 06:00 - 27.12.2022 06:15","445","437"
"27.12.2022 06:15 - 27.12.2022 06:30","456","450"
"27.12.2022 06:30 - 27.12.2022 06:45","472","456"
"27.12.2022 06:45 - 27.12.2022 07:00","485","467"
"27.12.2022 07:00 - 27.12.2022 07:15","502","482"
"27.12.2022 07:15 - 27.12.2022 07:30","512","492"
"27.12.2022 07:30 - 27.12.2022 07:45","521","506"
"27.12.2022 07:45 - 27.12.2022 08:00","531","516"
"27.12.2022 08:00 - 27.12.2022 08:15","545","525"
"27.12.2022 08:15 - 27.12.2022 08:30","552","531"
"27.12.2022 08:30 - 27.12.2022 08:45","550","528"
"27.12.2022 08:45 - 27.12.2022 09:00","553","534"
"27.12.2022 09:00 - 27.12.2022 09:15","560","542"
"27.12.2022 09:15 - 27.12.2022 09:30","564","549"
"27.12.2022 09:30 - 27.12.2022 09:45","565","550"
"27.12.2022 09:45 - 27.12.2022 10:00","573","559"
"27.12.2022 10:00 - 27.12.2022 10:15","581","562"
"27.12.2022 10:15 - 27.12.2022 10:30","576","567"
"27.12.2022 10:30 - 27.12.2022 10:45","577","569"
"27.12.2022 10:45 - 27.12.2022 11:00","582","574"
"27.12.2022 11:00 - 27.12.2022 11:15","586","572"
"27.12.2022 11:15 - 27.12.2022 11:30","595","580"
"27.12.2022 11:30 - 27.12.2022 11:45","603","588"
"27.12.2022 11:45 - 27.12.2022 12:00","609","594"
"27.12.2022 12:00 - 27.12.2022 12:15","607","590"
"27.12.2022 12:15 - 27.12.2022 12:30","602","587"
"27.12.2022 12:30 - 27.12.2022 12:45","595","581"
"27.12.2022 12:45 - 27.12.2022 13:00","595","577"
"27.12.2022 13:00 - 27.12.2022 13:15","588","571"
"27.12.2022 13:15 - 27.12.2022 13:30","586","568"
"27.12.2022 13:30 - 27.12.2022 13:45","580","560"
"27.12.2022 13:45 - 27.12.2022 14:00","576","557"
"27.12.2022 14:00 - 27.12.2022 14:15","574","555"
"27.12.2022 14:15 - 27.12.2022 14:30","572","550"
"27.12.2022 14:30 - 27.12.2022 14:45","572","546"
"27.12.2022 14:45 - 27.12.2022 15:00","570","544"
"27.12.2022 15:00 - 27.12.2022 15:15","563","544"
"27.12.2022 15:15 - 27.12.2022 15:30","561","539"
"27.12.2022 15:30 - 27.12.2022 15:45","560","532"
"27.12.2022 15:45 - 27.12.2022 16:00","561","532"
"27.12.2022 16:00 - 27.12.2022 16:15","562","533"
"27.12.2022 16:15 - 27.12.2022 16:30","561","531"
"27.12.2022 16:30 - 27.12.2022 16:45","566","542"
"27.12.2022 16:45 - 27.12.2022 17:00","574","551"
"27.12.2022 17:00 - 27.12.2022 17:15","584","566"
"27.12.2022 17:15 - 27.12.2022 17:30","589","571"
"27.12.2022 17:30 - 27.12.2022 17:45","591","577"
"27.12.2022 17:45 - 27.12.2022 18:00","596","581"
"27.12.2022 18:00 - 27.12.2022 18:15","596","583"
"27.12.2022 18:15 - 27.12.2022 18:30","598","583"
"27.12.2022 18:30 - 27.12.2022 18:45","596","581"
"27.12.2022 18:45 - 27.12.2022 19:00","595","582"
"27.12.2022 19:00 - 27.12.2022 19:15","587","574"
"27.12.2022 19:15 - 27.12.2022 19:30","580","573"
"27.12.2022 19:30 - 27.12.2022 19:45","573","564"
"27.12.2022 19:45 - 27.12.2022 20:00","564","558"
"27.12.2022 20:00 - 27.12.2022 20:15","556","545"
"27.12.2022 20:15 - 27.12.2022 20:30","543","535"
"27.12.2022 20:30 - 27.12.2022 20:45","535","525"
"27.12.2022 20:45 - 27.12.2022 21:00","528","518"
"27.12.2022 21:00 - 27.12.2022 21:15","519","509"
"27.12.2022 21:15 - 27.12.2022 21:30","511","501"
"27.12.2022 21:30 - 27.12.2022 21:45","504","492"
"27.12.2022 21:45 - 27.12.2022 22:00","496","485"
"27.12.2022 22:00 - 27.12.2022 22:15","503","488"
"27.12.2022 22:15 - 27.12.2022 22:30","504","488"
"27.12.2022 22:30 - 27.12.2022 22:45","497","483"
"27.12.2022 22:45 - 27.12.2022 23:00","490","474"
"27.12.2022 23:00 - 27.12.2022 23:15","479","466"
"27.12.2022 23:15 - 27.12.2022 23:30","473","460"
"27.12.2022 23:30 - 27.12.2022 23:45","466","450"
"27.12.2022 23:45 - 28.12.2022 00:00","461","442"
"28.12.2022 00:00 - 28.12.2022 00:15","433","433"
"28.12.2022 00:15 - 28.12.2022 00:30","428","426"
"28.12.2022 00:30 - 28.12.2022 00:45","424","419"
"28.12.2022 00:45 - 28.12.2022 01:00","418","413"
"28.12.2022 01:00 - 28.12.2022 01:15","415","405"
"28.12.2022 01:15 - 28.12.2022 01:30","410","399"
"28.12.2022 01:30 - 28.12.2022 01:45","408","397"
"28.12.2022 01:45 - 28.12.2022 02:00","406","391"
"28.12.2022 02:00 - 28.12.2022 02:15","404","387"
"28.12.2022 02:15 - 28.12.2022 02:30","402","384"
"28.12.2022 02:30 - 28.12.2022 02:45","399","382"
"28.12.2022 02:45 - 28.12.2022 03:00","400","379"
"28.12.2022 03:00 - 28.12.2022 03:15","400","381"
"28.12.2022 03:15 - 28.12.2022 03:30","401","378"
"28.12.2022 03:30 - 28.12.2022 03:45","402","379"
"28.12.2022 03:45 - 28.12.2022 04:00","403","376"
"28.12.2022 04:00 - 28.12.2022 04:15","408","380"
"28.12.2022 04:15 - 28.12.2022 04:30","411","379"
"28.12.2022 04:30 - 28.12.2022 04:45","413","383"
"28.12.2022 04:45 - 28.12.2022 05:00","415","390"
"28.12.2022 05:00 - 28.12.2022 05:15","422","396"
"28.12.2022 05:15 - 28.12.2022 05:30","425","401"
"28.12.2022 05:30 - 28.12.2022 05:45","432","408"
"28.12.2022 05:45 - 28.12.2022 06:00","436","417"
"28.12.2022 06:00 - 28.12.2022 06:15","450","428"
"28.12.2022 06:15 - 28.12.2022 06:30","455","440"
"28.12.2022 06:30 - 28.12.2022 06:45","462","446"
"28.12.2022 06:45 - 28.12.2022 07:00","468","458"
"28.12.2022 07:00 - 28.12.2022 07:15","485","471"
"28.12.2022 07:15 - 28.12.2022 07:30","493","484"
"28.12.2022 07:30 - 28.12.2022 07:45","501","492"
"28.12.2022 07:45 - 28.12.2022 08:00","510","505"
"28.12.2022 08:00 - 28.12.2022 08:15","521","516"
"28.12.2022 08:15 - 28.12.2022 08:30","529","523"
"28.12.2022 08:30 - 28.12.2022 08:45","534","521"
"28.12.2022 08:45 - 28.12.2022 09:00","539","524"
"28.12.2022 09:00 - 28.12.2022 09:15","547","529"
"28.12.2022 09:15 - 28.12.2022 09:30","550","534"
"28.12.2022 09:30 - 28.12.2022 09:45","554","539"
"28.12.2022 09:45 - 28.12.2022 10:00","558","549"
"28.12.2022 10:00 - 28.12.2022 10:15","568","555"
"28.12.2022 10:15 - 28.12.2022 10:30","569","560"
"28.12.2022 10:30 - 28.12.2022 10:45","574","561"
"28.12.2022 10:45 - 28.12.2022 11:00","579","562"
"28.12.2022 11:00 - 28.12.2022 11:15","582","562"
"28.12.2022 11:15 - 28.12.2022 11:30","590","572"
"28.12.2022 11:30 - 28.12.2022 11:45","595","575"
"28.12.2022 11:45 - 28.12.2022 12:00","598","584"
"28.12.2022 12:00 - 28.12.2022 12:15","597","586"
"28.12.2022 12:15 - 28.12.2022 12:30","590","579"
"28.12.2022 12:30 - 28.12.2022 12:45","587","576"
"28.12.2022 12:45 - 28.12.2022 13:00","583","570"
"28.12.2022 13:00 - 28.12.2022 13:15","579","566"
"28.12.2022 13:15 - 28.12.2022 13:30","579","565"
"28.12.2022 13:30 - 28.12.2022 13:45","577","559"
"28.12.2022 13:45 - 28.12.2022 14:00","575","553"
"28.12.2022 14:00 - 28.12.2022 14:15","571","550"
"28.12.2022 14:15 - 28.12.2022 14:30","567","550"
"28.12.2022 14:30 - 28.12.2022 14:45","566","546"
"28.12.2022 14:45 - 28.12.2022 15:00","564","542"
"28.12.2022 15:00 - 28.12.2022 15:15","563","537"
"28.12.2022 15:15 - 28.12.2022 15:30","559","534"
"28.12.2022 15:30 - 28.12.2022 15:45","558","532"
"28.12.2022 15:45 - 28.12.2022 16:00","557","532"
"28.12.2022 16:00 - 28.12.2022 16:15","555","530"
"28.12.2022 16:15 - 28.12.2022 16:30","558","533"
"28.12.2022 16:30 - 28.12.2022 16:45","560","540"
"28.12.2022 16:45 - 28.12.2022 17:00","567","557"
"28.12.2022 17:00 - 28.12.2022 17:15","581","555"
"28.12.2022 17:15 - 28.12.2022 17:30","584","563"
"28.12.2022 17:30 - 28.12.2022 17:45","587","566"
"28.12.2022 17:45 - 28.12.2022 18:00","590","570"
"28.12.2022 18:00 - 28.12.2022 18:15","590","568"
"28.12.2022 18:15 - 28.12.2022 18:30","588","567"
"28.12.2022 18:30 - 28.12.2022 18:45","588","566"
"28.12.2022 18:45 - 28.12.2022 19:00","586","566"
"28.12.2022 19:00 - 28.12.2022 19:15","580","558"
"28.12.2022 19:15 - 28.12.2022 19:30","573","552"
"28.12.2022 19:30 - 28.12.2022 19:45","566","547"
"28.12.2022 19:45 - 28.12.2022 20:00","560","538"
"28.12.2022 20:00 - 28.12.2022 20:15","549","526"
"28.12.2022 20:15 - 28.12.2022 20:30","536","517"
"28.12.2022 20:30 - 28.12.2022 20:45","526","506"
"28.12.2022 20:45 - 28.12.2022 21:00","519","500"
"28.12.2022 21:00 - 28.12.2022 21:15","506","492"
"28.12.2022 21:15 - 28.12.2022 21:30","496","486"
"28.12.2022 21:30 - 28.12.2022 21:45","487","474"
"28.12.2022 21:45 - 28.12.2022 22:00","484","466"
"28.12.2022 22:00 - 28.12.2022 22:15","490","472"
"28.12.2022 22:15 - 28.12.2022 22:30","488","472"
"28.12.2022 22:30 - 28.12.2022 22:45","482","465"
"28.12.2022 22:45 - 28.12.2022 23:00","473","457"
"28.12.2022 23:00 - 28.12.2022 23:15","464","449"
"28.12.2022 23:15 - 28.12.2022 23:30","456","441"
"28.12.2022 23:30 - 28.12.2022 23:45","448","432"
"28.12.2022 23:45 - 29.12.2022 00:00","442","426"
"29.12.2022 00:00 - 29.12.2022 00:15","439","415"
"29.12.2022 00:15 - 29.12.2022 00:30","433","404"
"29.12.2022 00:30 - 29.12.2022 00:45","430","397"
"29.12.2022 00:45 - 29.12.2022 01:00","424","391"
"29.12.2022 01:00 - 29.12.2022 01:15","421","389"
