"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"26.05.2022 19:30 - 26.05.2022 20:00","N/A","546"
"26.05.2022 20:00 - 26.05.2022 20:30","N/A","523"
"26.05.2022 20:30 - 26.05.2022 21:00","N/A","499"
"26.05.2022 21:00 - 26.05.2022 21:30","N/A","476"
"26.05.2022 21:30 - 26.05.2022 22:00","N/A","452"
"26.05.2022 22:00 - 26.05.2022 22:30","N/A","429"
"26.05.2022 22:30 - 26.05.2022 23:00","N/A","410"
"26.05.2022 23:00 - 26.05.2022 23:30","N/A","392"
"26.05.2022 23:30 - 27.05.2022 00:00","N/A","377"
"27.05.2022 00:00 - 27.05.2022 00:30","N/A","365"
"27.05.2022 00:30 - 27.05.2022 01:00","N/A","356"
"27.05.2022 01:00 - 27.05.2022 01:30","N/A","353"
"27.05.2022 01:30 - 27.05.2022 02:00","N/A","346"
"27.05.2022 02:00 - 27.05.2022 02:30","N/A","342"
"27.05.2022 02:30 - 27.05.2022 03:00","N/A","340"
"27.05.2022 03:00 - 27.05.2022 03:30","N/A","342"
"27.05.2022 03:30 - 27.05.2022 04:00","N/A","345"
"27.05.2022 04:00 - 27.05.2022 04:30","N/A","357"
"27.05.2022 04:30 - 27.05.2022 05:00","N/A","360"
"27.05.2022 05:00 - 27.05.2022 05:30","N/A","384"
"27.05.2022 05:30 - 27.05.2022 06:00","N/A","400"
"27.05.2022 06:00 - 27.05.2022 06:30","N/A","419"
"27.05.2022 06:30 - 27.05.2022 07:00","N/A","428"
"27.05.2022 07:00 - 27.05.2022 07:30","N/A","442"
"27.05.2022 07:30 - 27.05.2022 08:00","N/A","445"
"27.05.2022 08:00 - 27.05.2022 08:30","N/A","442"
"27.05.2022 08:30 - 27.05.2022 09:00","N/A","443"
"27.05.2022 09:00 - 27.05.2022 09:30","N/A","435"
"27.05.2022 09:30 - 27.05.2022 10:00","N/A","430"
"27.05.2022 10:00 - 27.05.2022 10:30","N/A","428"
"27.05.2022 10:30 - 27.05.2022 11:00","N/A","428"
"27.05.2022 11:00 - 27.05.2022 11:30","N/A","424"
"27.05.2022 11:30 - 27.05.2022 12:00","N/A","423"
"27.05.2022 12:00 - 27.05.2022 12:30","N/A","413"
"27.05.2022 12:30 - 27.05.2022 13:00","N/A","418"
"27.05.2022 13:00 - 27.05.2022 13:30","N/A","429"
"27.05.2022 13:30 - 27.05.2022 14:00","N/A","432"
"27.05.2022 14:00 - 27.05.2022 14:30","N/A","437"
"27.05.2022 14:30 - 27.05.2022 15:00","N/A","448"
"27.05.2022 15:00 - 27.05.2022 15:30","N/A","460"
"27.05.2022 15:30 - 27.05.2022 16:00","N/A","481"
"27.05.2022 16:00 - 27.05.2022 16:30","N/A","503"
"27.05.2022 16:30 - 27.05.2022 17:00","N/A","521"
"27.05.2022 17:00 - 27.05.2022 17:30","N/A","539"
"27.05.2022 17:30 - 27.05.2022 18:00","N/A","553"
"27.05.2022 18:00 - 27.05.2022 18:30","N/A","556"
"27.05.2022 18:30 - 27.05.2022 19:00","N/A","558"
"27.05.2022 19:00 - 27.05.2022 19:30","N/A","564"
"27.05.2022 19:30 - 27.05.2022 20:00","N/A","554"
"27.05.2022 20:00 - 27.05.2022 20:30","N/A","534"
"27.05.2022 20:30 - 27.05.2022 21:00","N/A","513"
"27.05.2022 21:00 - 27.05.2022 21:30","N/A","492"
"27.05.2022 21:30 - 27.05.2022 22:00","N/A","474"
"27.05.2022 22:00 - 27.05.2022 22:30","N/A","455"
"27.05.2022 22:30 - 27.05.2022 23:00","N/A","435"
"27.05.2022 23:00 - 27.05.2022 23:30","N/A","416"
"27.05.2022 23:30 - 28.05.2022 00:00","N/A","404"
"28.05.2022 00:00 - 28.05.2022 00:30","N/A","390"
"28.05.2022 00:30 - 28.05.2022 01:00","N/A","382"
"28.05.2022 01:00 - 28.05.2022 01:30","N/A","375"
"28.05.2022 01:30 - 28.05.2022 02:00","N/A","369"
"28.05.2022 02:00 - 28.05.2022 02:30","N/A","363"
"28.05.2022 02:30 - 28.05.2022 03:00","N/A","360"
"28.05.2022 03:00 - 28.05.2022 03:30","N/A","359"
"28.05.2022 03:30 - 28.05.2022 04:00","N/A","358"
"28.05.2022 04:00 - 28.05.2022 04:30","N/A","366"
"28.05.2022 04:30 - 28.05.2022 05:00","N/A","359"
"28.05.2022 05:00 - 28.05.2022 05:30","N/A","373"
"28.05.2022 05:30 - 28.05.2022 06:00","N/A","378"
"28.05.2022 06:00 - 28.05.2022 06:30","N/A","386"
"28.05.2022 06:30 - 28.05.2022 07:00","N/A","390"
"28.05.2022 07:00 - 28.05.2022 07:30","N/A","396"
"28.05.2022 07:30 - 28.05.2022 08:00","N/A","392"
"28.05.2022 08:00 - 28.05.2022 08:30","N/A","392"
"28.05.2022 08:30 - 28.05.2022 09:00","N/A","385"
"28.05.2022 09:00 - 28.05.2022 09:30","N/A","380"
"28.05.2022 09:30 - 28.05.2022 10:00","N/A","372"
"28.05.2022 10:00 - 28.05.2022 10:30","N/A","366"
"28.05.2022 10:30 - 28.05.2022 11:00","N/A","364"
"28.05.2022 11:00 - 28.05.2022 11:30","N/A","367"
"28.05.2022 11:30 - 28.05.2022 12:00","N/A","366"
"28.05.2022 12:00 - 28.05.2022 12:30","N/A","364"
"28.05.2022 12:30 - 28.05.2022 13:00","N/A","368"
"28.05.2022 13:00 - 28.05.2022 13:30","N/A","371"
"28.05.2022 13:30 - 28.05.2022 14:00","N/A","386"
"28.05.2022 14:00 - 28.05.2022 14:30","N/A","395"
"28.05.2022 14:30 - 28.05.2022 15:00","N/A","405"
"28.05.2022 15:00 - 28.05.2022 15:30","N/A","424"
"28.05.2022 15:30 - 28.05.2022 16:00","N/A","454"
"28.05.2022 16:00 - 28.05.2022 16:30","N/A","472"
"28.05.2022 16:30 - 28.05.2022 17:00","N/A","497"
"28.05.2022 17:00 - 28.05.2022 17:30","N/A","521"
"28.05.2022 17:30 - 28.05.2022 18:00","N/A","538"
"28.05.2022 18:00 - 28.05.2022 18:30","N/A","544"
"28.05.2022 18:30 - 28.05.2022 19:00","N/A","543"
"28.05.2022 19:00 - 28.05.2022 19:30","N/A","548"
"28.05.2022 19:30 - 28.05.2022 20:00","N/A","544"
"28.05.2022 20:00 - 28.05.2022 20:30","N/A","529"
"28.05.2022 20:30 - 28.05.2022 21:00","N/A","512"
"28.05.2022 21:00 - 28.05.2022 21:30","N/A","496"
"28.05.2022 21:30 - 28.05.2022 22:00","N/A","480"
"28.05.2022 22:00 - 28.05.2022 22:30","N/A","463"
"28.05.2022 22:30 - 28.05.2022 23:00","N/A","448"
"28.05.2022 23:00 - 28.05.2022 23:30","N/A","432"
"28.05.2022 23:30 - 29.05.2022 00:00","N/A","420"
"29.05.2022 00:00 - 29.05.2022 00:30","N/A","409"
"29.05.2022 00:30 - 29.05.2022 01:00","N/A","398"
"29.05.2022 01:00 - 29.05.2022 01:30","N/A","389"
"29.05.2022 01:30 - 29.05.2022 02:00","N/A","380"
"29.05.2022 02:00 - 29.05.2022 02:30","N/A","375"
"29.05.2022 02:30 - 29.05.2022 03:00","N/A","367"
"29.05.2022 03:00 - 29.05.2022 03:30","N/A","365"
"29.05.2022 03:30 - 29.05.2022 04:00","N/A","362"
"29.05.2022 04:00 - 29.05.2022 04:30","N/A","364"
"29.05.2022 04:30 - 29.05.2022 05:00","N/A","354"
"29.05.2022 05:00 - 29.05.2022 05:30","N/A","357"
"29.05.2022 05:30 - 29.05.2022 06:00","N/A","352"
"29.05.2022 06:00 - 29.05.2022 06:30","N/A","349"
"29.05.2022 06:30 - 29.05.2022 07:00","N/A","338"
"29.05.2022 07:00 - 29.05.2022 07:30","N/A","332"
"29.05.2022 07:30 - 29.05.2022 08:00","N/A","326"
"29.05.2022 08:00 - 29.05.2022 08:30","N/A","319"
"29.05.2022 08:30 - 29.05.2022 09:00","N/A","316"
"29.05.2022 09:00 - 29.05.2022 09:30","N/A","320"
"29.05.2022 09:30 - 29.05.2022 10:00","N/A","318"
"29.05.2022 10:00 - 29.05.2022 10:30","N/A","317"
"29.05.2022 10:30 - 29.05.2022 11:00","N/A","316"
"29.05.2022 11:00 - 29.05.2022 11:30","N/A","316"
"29.05.2022 11:30 - 29.05.2022 12:00","N/A","317"
"29.05.2022 12:00 - 29.05.2022 12:30","N/A","318"
"29.05.2022 12:30 - 29.05.2022 13:00","N/A","320"
"29.05.2022 13:00 - 29.05.2022 13:30","N/A","328"
"29.05.2022 13:30 - 29.05.2022 14:00","N/A","341"
"29.05.2022 14:00 - 29.05.2022 14:30","N/A","357"
"29.05.2022 14:30 - 29.05.2022 15:00","N/A","376"
"29.05.2022 15:00 - 29.05.2022 15:30","N/A","396"
"29.05.2022 15:30 - 29.05.2022 16:00","N/A","421"
"29.05.2022 16:00 - 29.05.2022 16:30","N/A","446"
"29.05.2022 16:30 - 29.05.2022 17:00","N/A","472"
"29.05.2022 17:00 - 29.05.2022 17:30","N/A","496"
"29.05.2022 17:30 - 29.05.2022 18:00","N/A","514"
"29.05.2022 18:00 - 29.05.2022 18:30","N/A","520"
"29.05.2022 18:30 - 29.05.2022 19:00","N/A","524"
"29.05.2022 19:00 - 29.05.2022 19:30","N/A","539"
"29.05.2022 19:30 - 29.05.2022 20:00","N/A","547"
"29.05.2022 20:00 - 29.05.2022 20:30","N/A","541"
"29.05.2022 20:30 - 29.05.2022 21:00","N/A","528"
"29.05.2022 21:00 - 29.05.2022 21:30","N/A","514"
"29.05.2022 21:30 - 29.05.2022 22:00","N/A","496"
"29.05.2022 22:00 - 29.05.2022 22:30","N/A","476"
"29.05.2022 22:30 - 29.05.2022 23:00","N/A","455"
"29.05.2022 23:00 - 29.05.2022 23:30","N/A","438"
"29.05.2022 23:30 - 30.05.2022 00:00","N/A","423"
"30.05.2022 00:00 - 30.05.2022 00:30","N/A","410"
"30.05.2022 00:30 - 30.05.2022 01:00","N/A","399"
"30.05.2022 01:00 - 30.05.2022 01:30","N/A","391"
"30.05.2022 01:30 - 30.05.2022 02:00","N/A","384"
"30.05.2022 02:00 - 30.05.2022 02:30","N/A","379"
"30.05.2022 02:30 - 30.05.2022 03:00","N/A","374"
"30.05.2022 03:00 - 30.05.2022 03:30","N/A","373"
"30.05.2022 03:30 - 30.05.2022 04:00","N/A","374"
"30.05.2022 04:00 - 30.05.2022 04:30","N/A","385"
"30.05.2022 04:30 - 30.05.2022 05:00","N/A","386"
"30.05.2022 05:00 - 30.05.2022 05:30","N/A","409"
"30.05.2022 05:30 - 30.05.2022 06:00","N/A","426"
"30.05.2022 06:00 - 30.05.2022 06:30","N/A","452"
"30.05.2022 06:30 - 30.05.2022 07:00","N/A","470"
"30.05.2022 07:00 - 30.05.2022 07:30","N/A","499"
"30.05.2022 07:30 - 30.05.2022 08:00","N/A","509"
"30.05.2022 08:00 - 30.05.2022 08:30","N/A","517"
"30.05.2022 08:30 - 30.05.2022 09:00","N/A","518"
"30.05.2022 09:00 - 30.05.2022 09:30","N/A","518"
"30.05.2022 09:30 - 30.05.2022 10:00","N/A","515"
"30.05.2022 10:00 - 30.05.2022 10:30","N/A","514"
"30.05.2022 10:30 - 30.05.2022 11:00","N/A","513"
"30.05.2022 11:00 - 30.05.2022 11:30","N/A","510"
"30.05.2022 11:30 - 30.05.2022 12:00","N/A","507"
"30.05.2022 12:00 - 30.05.2022 12:30","N/A","502"
"30.05.2022 12:30 - 30.05.2022 13:00","N/A","509"
"30.05.2022 13:00 - 30.05.2022 13:30","N/A","520"
"30.05.2022 13:30 - 30.05.2022 14:00","N/A","525"
"30.05.2022 14:00 - 30.05.2022 14:30","N/A","531"
"30.05.2022 14:30 - 30.05.2022 15:00","N/A","548"
"30.05.2022 15:00 - 30.05.2022 15:30","N/A","557"
"30.05.2022 15:30 - 30.05.2022 16:00","N/A","574"
"30.05.2022 16:00 - 30.05.2022 16:30","N/A","586"
"30.05.2022 16:30 - 30.05.2022 17:00","N/A","600"
"30.05.2022 17:00 - 30.05.2022 17:30","N/A","611"
"30.05.2022 17:30 - 30.05.2022 18:00","N/A","618"
"30.05.2022 18:00 - 30.05.2022 18:30","N/A","611"
"30.05.2022 18:30 - 30.05.2022 19:00","N/A","608"
"30.05.2022 19:00 - 30.05.2022 19:30","N/A","616"
"30.05.2022 19:30 - 30.05.2022 20:00","N/A","614"
"30.05.2022 20:00 - 30.05.2022 20:30","N/A","600"
"30.05.2022 20:30 - 30.05.2022 21:00","N/A","581"
"30.05.2022 21:00 - 30.05.2022 21:30","N/A","561"
"30.05.2022 21:30 - 30.05.2022 22:00","N/A","540"
"30.05.2022 22:00 - 30.05.2022 22:30","N/A","515"
"30.05.2022 22:30 - 30.05.2022 23:00","N/A","492"
"30.05.2022 23:00 - 30.05.2022 23:30","N/A","472"
"30.05.2022 23:30 - 31.05.2022 00:00","N/A","455"
"31.05.2022 00:00 - 31.05.2022 00:30","N/A","439"
"31.05.2022 00:30 - 31.05.2022 01:00","N/A","426"
"31.05.2022 01:00 - 31.05.2022 01:30","N/A","418"
"31.05.2022 01:30 - 31.05.2022 02:00","N/A","409"
"31.05.2022 02:00 - 31.05.2022 02:30","N/A","402"
"31.05.2022 02:30 - 31.05.2022 03:00","N/A","396"
"31.05.2022 03:00 - 31.05.2022 03:30","N/A","396"
"31.05.2022 03:30 - 31.05.2022 04:00","N/A","395"
"31.05.2022 04:00 - 31.05.2022 04:30","N/A","403"
"31.05.2022 04:30 - 31.05.2022 05:00","N/A","403"
"31.05.2022 05:00 - 31.05.2022 05:30","N/A","425"
"31.05.2022 05:30 - 31.05.2022 06:00","N/A","444"
"31.05.2022 06:00 - 31.05.2022 06:30","N/A","467"
"31.05.2022 06:30 - 31.05.2022 07:00","N/A","483"
"31.05.2022 07:00 - 31.05.2022 07:30","N/A","504"
"31.05.2022 07:30 - 31.05.2022 08:00","N/A","510"
"31.05.2022 08:00 - 31.05.2022 08:30","N/A","515"
"31.05.2022 08:30 - 31.05.2022 09:00","N/A","516"
"31.05.2022 09:00 - 31.05.2022 09:30","N/A","515"
"31.05.2022 09:30 - 31.05.2022 10:00","N/A","N/A"
"31.05.2022 10:00 - 31.05.2022 10:30","N/A","507"
"31.05.2022 10:30 - 31.05.2022 11:00","N/A","507"
"31.05.2022 11:00 - 31.05.2022 11:30","N/A","504"
"31.05.2022 11:30 - 31.05.2022 12:00","N/A","504"
"31.05.2022 12:00 - 31.05.2022 12:30","N/A","498"
"31.05.2022 12:30 - 31.05.2022 13:00","N/A","504"
"31.05.2022 13:00 - 31.05.2022 13:30","N/A","516"
"31.05.2022 13:30 - 31.05.2022 14:00","N/A","524"
"31.05.2022 14:00 - 31.05.2022 14:30","N/A","528"
"31.05.2022 14:30 - 31.05.2022 15:00","N/A","538"
"31.05.2022 15:00 - 31.05.2022 15:30","N/A","545"
"31.05.2022 15:30 - 31.05.2022 16:00","N/A","561"
"31.05.2022 16:00 - 31.05.2022 16:30","N/A","573"
"31.05.2022 16:30 - 31.05.2022 17:00","N/A","587"
"31.05.2022 17:00 - 31.05.2022 17:30","N/A","597"
"31.05.2022 17:30 - 31.05.2022 18:00","N/A","604"
"31.05.2022 18:00 - 31.05.2022 18:30","N/A","601"
"31.05.2022 18:30 - 31.05.2022 19:00","N/A","599"
"31.05.2022 19:00 - 31.05.2022 19:30","N/A","604"
"31.05.2022 19:30 - 31.05.2022 20:00","N/A","602"
"31.05.2022 20:00 - 31.05.2022 20:30","N/A","588"
"31.05.2022 20:30 - 31.05.2022 21:00","N/A","568"
"31.05.2022 21:00 - 31.05.2022 21:30","N/A","547"
"31.05.2022 21:30 - 31.05.2022 22:00","N/A","524"
"31.05.2022 22:00 - 31.05.2022 22:30","N/A","500"
"31.05.2022 22:30 - 31.05.2022 23:00","N/A","476"
"31.05.2022 23:00 - 31.05.2022 23:30","N/A","457"
"31.05.2022 23:30 - 01.06.2022 00:00","N/A","440"
"01.06.2022 00:00 - 01.06.2022 00:30","N/A","426"
"01.06.2022 00:30 - 01.06.2022 01:00","N/A","414"
"01.06.2022 01:00 - 01.06.2022 01:30","N/A","405"
"01.06.2022 01:30 - 01.06.2022 02:00","N/A","396"
"01.06.2022 02:00 - 01.06.2022 02:30","N/A","391"
"01.06.2022 02:30 - 01.06.2022 03:00","N/A","386"
"01.06.2022 03:00 - 01.06.2022 03:30","N/A","385"
"01.06.2022 03:30 - 01.06.2022 04:00","N/A","386"
"01.06.2022 04:00 - 01.06.2022 04:30","N/A","394"
"01.06.2022 04:30 - 01.06.2022 05:00","N/A","395"
"01.06.2022 05:00 - 01.06.2022 05:30","N/A","415"
"01.06.2022 05:30 - 01.06.2022 06:00","N/A","432"
"01.06.2022 06:00 - 01.06.2022 06:30","N/A","451"
"01.06.2022 06:30 - 01.06.2022 07:00","N/A","463"
"01.06.2022 07:00 - 01.06.2022 07:30","N/A","482"
"01.06.2022 07:30 - 01.06.2022 08:00","N/A","488"
"01.06.2022 08:00 - 01.06.2022 08:30","N/A","481"
"01.06.2022 08:30 - 01.06.2022 09:00","N/A","478"
"01.06.2022 09:00 - 01.06.2022 09:30","N/A","468"
"01.06.2022 09:30 - 01.06.2022 10:00","N/A","460"
"01.06.2022 10:00 - 01.06.2022 10:30","N/A","457"
"01.06.2022 10:30 - 01.06.2022 11:00","N/A","451"
"01.06.2022 11:00 - 01.06.2022 11:30","N/A","450"
"01.06.2022 11:30 - 01.06.2022 12:00","N/A","452"
"01.06.2022 12:00 - 01.06.2022 12:30","N/A","449"
"01.06.2022 12:30 - 01.06.2022 13:00","N/A","452"
"01.06.2022 13:00 - 01.06.2022 13:30","N/A","458"
"01.06.2022 13:30 - 01.06.2022 14:00","N/A","462"
"01.06.2022 14:00 - 01.06.2022 14:30","N/A","466"
"01.06.2022 14:30 - 01.06.2022 15:00","N/A","481"
"01.06.2022 15:00 - 01.06.2022 15:30","N/A","493"
"01.06.2022 15:30 - 01.06.2022 16:00","N/A","512"
"01.06.2022 16:00 - 01.06.2022 16:30","N/A","532"
"01.06.2022 16:30 - 01.06.2022 17:00","N/A","554"
"01.06.2022 17:00 - 01.06.2022 17:30","N/A","571"
"01.06.2022 17:30 - 01.06.2022 18:00","N/A","583"
"01.06.2022 18:00 - 01.06.2022 18:30","N/A","587"
"01.06.2022 18:30 - 01.06.2022 19:00","N/A","587"
"01.06.2022 19:00 - 01.06.2022 19:30","N/A","594"
"01.06.2022 19:30 - 01.06.2022 20:00","N/A","591"
"01.06.2022 20:00 - 01.06.2022 20:30","N/A","574"
"01.06.2022 20:30 - 01.06.2022 21:00","N/A","552"
"01.06.2022 21:00 - 01.06.2022 21:30","N/A","532"
"01.06.2022 21:30 - 01.06.2022 22:00","N/A","510"
"01.06.2022 22:00 - 01.06.2022 22:30","N/A","487"
"01.06.2022 22:30 - 01.06.2022 23:00","N/A","467"
"01.06.2022 23:00 - 01.06.2022 23:30","N/A","448"
"01.06.2022 23:30 - 02.06.2022 00:00","N/A","432"
"02.06.2022 00:00 - 02.06.2022 00:30","N/A","419"
"02.06.2022 00:30 - 02.06.2022 01:00","N/A","408"
"02.06.2022 01:00 - 02.06.2022 01:30","N/A","399"
"02.06.2022 01:30 - 02.06.2022 02:00","N/A","391"
"02.06.2022 02:00 - 02.06.2022 02:30","N/A","386"
"02.06.2022 02:30 - 02.06.2022 03:00","N/A","381"
"02.06.2022 03:00 - 02.06.2022 03:30","N/A","381"
"02.06.2022 03:30 - 02.06.2022 04:00","N/A","382"
"02.06.2022 04:00 - 02.06.2022 04:30","N/A","389"
"02.06.2022 04:30 - 02.06.2022 05:00","N/A","392"
"02.06.2022 05:00 - 02.06.2022 05:30","N/A","414"
"02.06.2022 05:30 - 02.06.2022 06:00","N/A","427"
"02.06.2022 06:00 - 02.06.2022 06:30","N/A","447"
"02.06.2022 06:30 - 02.06.2022 07:00","N/A","458"
"02.06.2022 07:00 - 02.06.2022 07:30","N/A","472"
"02.06.2022 07:30 - 02.06.2022 08:00","N/A","473"
"02.06.2022 08:00 - 02.06.2022 08:30","N/A","475"
"02.06.2022 08:30 - 02.06.2022 09:00","N/A","472"
"02.06.2022 09:00 - 02.06.2022 09:30","N/A","468"
"02.06.2022 09:30 - 02.06.2022 10:00","N/A","463"
"02.06.2022 10:00 - 02.06.2022 10:30","N/A","457"
"02.06.2022 10:30 - 02.06.2022 11:00","N/A","448"
"02.06.2022 11:00 - 02.06.2022 11:30","N/A","448"
"02.06.2022 11:30 - 02.06.2022 12:00","N/A","450"
"02.06.2022 12:00 - 02.06.2022 12:30","N/A","447"
"02.06.2022 12:30 - 02.06.2022 13:00","N/A","448"
"02.06.2022 13:00 - 02.06.2022 13:30","N/A","452"
"02.06.2022 13:30 - 02.06.2022 14:00","N/A","461"
"02.06.2022 14:00 - 02.06.2022 14:30","N/A","472"
"02.06.2022 14:30 - 02.06.2022 15:00","N/A","492"
"02.06.2022 15:00 - 02.06.2022 15:30","N/A","505"
"02.06.2022 15:30 - 02.06.2022 16:00","N/A","520"
"02.06.2022 16:00 - 02.06.2022 16:30","N/A","539"
"02.06.2022 16:30 - 02.06.2022 17:00","N/A","555"
"02.06.2022 17:00 - 02.06.2022 17:30","N/A","569"
"02.06.2022 17:30 - 02.06.2022 18:00","N/A","580"
"02.06.2022 18:00 - 02.06.2022 18:30","N/A","578"
"02.06.2022 18:30 - 02.06.2022 19:00","N/A","579"
"02.06.2022 19:00 - 02.06.2022 19:30","N/A","586"
"02.06.2022 19:30 - 02.06.2022 20:00","N/A","582"
"02.06.2022 20:00 - 02.06.2022 20:30","N/A","565"
"02.06.2022 20:30 - 02.06.2022 21:00","N/A","543"
"02.06.2022 21:00 - 02.06.2022 21:30","N/A","523"
"02.06.2022 21:30 - 02.06.2022 22:00","N/A","N/A"
"02.06.2022 22:00 - 02.06.2022 22:30","N/A","N/A"
"02.06.2022 22:30 - 02.06.2022 23:00","N/A","N/A"
"02.06.2022 23:00 - 02.06.2022 23:30","N/A","437"
"02.06.2022 23:30 - 03.06.2022 00:00","N/A","423"
"03.06.2022 00:00 - 03.06.2022 00:30","N/A","408"
"03.06.2022 00:30 - 03.06.2022 01:00","N/A","399"
"03.06.2022 01:00 - 03.06.2022 01:30","N/A","391"
"03.06.2022 01:30 - 03.06.2022 02:00","N/A","384"
"03.06.2022 02:00 - 03.06.2022 02:30","N/A","378"
"03.06.2022 02:30 - 03.06.2022 03:00","N/A","370"
"03.06.2022 03:00 - 03.06.2022 03:30","N/A","370"
"03.06.2022 03:30 - 03.06.2022 04:00","N/A","370"
"03.06.2022 04:00 - 03.06.2022 04:30","N/A","380"
"03.06.2022 04:30 - 03.06.2022 05:00","N/A","383"
"03.06.2022 05:00 - 03.06.2022 05:30","N/A","408"
"03.06.2022 05:30 - 03.06.2022 06:00","N/A","423"
"03.06.2022 06:00 - 03.06.2022 06:30","N/A","442"
"03.06.2022 06:30 - 03.06.2022 07:00","N/A","452"
"03.06.2022 07:00 - 03.06.2022 07:30","N/A","467"
"03.06.2022 07:30 - 03.06.2022 08:00","N/A","461"
"03.06.2022 08:00 - 03.06.2022 08:30","N/A","455"
"03.06.2022 08:30 - 03.06.2022 09:00","N/A","446"
"03.06.2022 09:00 - 03.06.2022 09:30","N/A","444"
"03.06.2022 09:30 - 03.06.2022 10:00","N/A","438"
"03.06.2022 10:00 - 03.06.2022 10:30","N/A","430"
"03.06.2022 10:30 - 03.06.2022 11:00","N/A","423"
"03.06.2022 11:00 - 03.06.2022 11:30","N/A","419"
"03.06.2022 11:30 - 03.06.2022 12:00","N/A","417"
"03.06.2022 12:00 - 03.06.2022 12:30","N/A","413"
"03.06.2022 12:30 - 03.06.2022 13:00","N/A","417"
"03.06.2022 13:00 - 03.06.2022 13:30","N/A","421"
"03.06.2022 13:30 - 03.06.2022 14:00","N/A","418"
"03.06.2022 14:00 - 03.06.2022 14:30","N/A","430"
"03.06.2022 14:30 - 03.06.2022 15:00","N/A","455"
"03.06.2022 15:00 - 03.06.2022 15:30","N/A","473"
"03.06.2022 15:30 - 03.06.2022 16:00","N/A","494"
"03.06.2022 16:00 - 03.06.2022 16:30","N/A","513"
"03.06.2022 16:30 - 03.06.2022 17:00","N/A","539"
"03.06.2022 17:00 - 03.06.2022 17:30","N/A","556"
"03.06.2022 17:30 - 03.06.2022 18:00","N/A","565"
"03.06.2022 18:00 - 03.06.2022 18:30","N/A","563"
"03.06.2022 18:30 - 03.06.2022 19:00","N/A","564"
"03.06.2022 19:00 - 03.06.2022 19:30","N/A","570"
"03.06.2022 19:30 - 03.06.2022 20:00","N/A","565"
"03.06.2022 20:00 - 03.06.2022 20:30","N/A","547"
"03.06.2022 20:30 - 03.06.2022 21:00","N/A","528"
"03.06.2022 21:00 - 03.06.2022 21:30","N/A","505"
"03.06.2022 21:30 - 03.06.2022 22:00","N/A","485"
"03.06.2022 22:00 - 03.06.2022 22:30","N/A","466"
"03.06.2022 22:30 - 03.06.2022 23:00","N/A","447"
"03.06.2022 23:00 - 03.06.2022 23:30","N/A","428"
"03.06.2022 23:30 - 04.06.2022 00:00","N/A","414"
"04.06.2022 00:00 - 04.06.2022 00:30","N/A","402"
"04.06.2022 00:30 - 04.06.2022 01:00","N/A","392"
"04.06.2022 01:00 - 04.06.2022 01:30","N/A","385"
"04.06.2022 01:30 - 04.06.2022 02:00","N/A","377"
"04.06.2022 02:00 - 04.06.2022 02:30","N/A","372"
"04.06.2022 02:30 - 04.06.2022 03:00","N/A","369"
"04.06.2022 03:00 - 04.06.2022 03:30","N/A","368"
"04.06.2022 03:30 - 04.06.2022 04:00","N/A","368"
"04.06.2022 04:00 - 04.06.2022 04:30","N/A","372"
"04.06.2022 04:30 - 04.06.2022 05:00","N/A","366"
"04.06.2022 05:00 - 04.06.2022 05:30","N/A","378"
"04.06.2022 05:30 - 04.06.2022 06:00","N/A","382"
"04.06.2022 06:00 - 04.06.2022 06:30","N/A","387"
"04.06.2022 06:30 - 04.06.2022 07:00","N/A","385"
"04.06.2022 07:00 - 04.06.2022 07:30","N/A","394"
"04.06.2022 07:30 - 04.06.2022 08:00","N/A","391"
"04.06.2022 08:00 - 04.06.2022 08:30","N/A","389"
"04.06.2022 08:30 - 04.06.2022 09:00","N/A","384"
"04.06.2022 09:00 - 04.06.2022 09:30","N/A","378"
"04.06.2022 09:30 - 04.06.2022 10:00","N/A","369"
"04.06.2022 10:00 - 04.06.2022 10:30","N/A","365"
"04.06.2022 10:30 - 04.06.2022 11:00","N/A","361"
"04.06.2022 11:00 - 04.06.2022 11:30","N/A","363"
"04.06.2022 11:30 - 04.06.2022 12:00","N/A","364"
"04.06.2022 12:00 - 04.06.2022 12:30","N/A","359"
"04.06.2022 12:30 - 04.06.2022 13:00","N/A","357"
"04.06.2022 13:00 - 04.06.2022 13:30","N/A","359"
"04.06.2022 13:30 - 04.06.2022 14:00","N/A","366"
"04.06.2022 14:00 - 04.06.2022 14:30","N/A","373"
"04.06.2022 14:30 - 04.06.2022 15:00","N/A","385"
"04.06.2022 15:00 - 04.06.2022 15:30","N/A","407"
"04.06.2022 15:30 - 04.06.2022 16:00","N/A","430"
"04.06.2022 16:00 - 04.06.2022 16:30","N/A","450"
"04.06.2022 16:30 - 04.06.2022 17:00","N/A","475"
"04.06.2022 17:00 - 04.06.2022 17:30","N/A","496"
"04.06.2022 17:30 - 04.06.2022 18:00","N/A","513"
"04.06.2022 18:00 - 04.06.2022 18:30","N/A","524"
"04.06.2022 18:30 - 04.06.2022 19:00","N/A","532"
"04.06.2022 19:00 - 04.06.2022 19:30","N/A","539"
"04.06.2022 19:30 - 04.06.2022 20:00","N/A","539"
"04.06.2022 20:00 - 04.06.2022 20:30","N/A","525"
"04.06.2022 20:30 - 04.06.2022 21:00","N/A","509"
