"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Intraday / Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Intraday / Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Intraday / Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"10.01.2022 18:00 - 10.01.2022 19:00","201","189","132","n/e","n/e","n/e","10943","10934","11614"
"10.01.2022 19:00 - 10.01.2022 20:00","43","56","11","n/e","n/e","n/e","10918","11012","11309"
"10.01.2022 20:00 - 10.01.2022 21:00","34","48","1","n/e","n/e","n/e","10832","10953","11055"
"10.01.2022 21:00 - 10.01.2022 22:00","34","34","0","n/e","n/e","n/e","10654","10723","10434"
"10.01.2022 22:00 - 10.01.2022 23:00","32","28","0","n/e","n/e","n/e","10450","10467","10673"
"10.01.2022 23:00 - 11.01.2022 00:00","24","25","1","n/e","n/e","n/e","10216","10261","10473"
"11.01.2022 00:00 - 11.01.2022 01:00","22","2","2","n/e","n/e","n/e","10115","9920","9920"
"11.01.2022 01:00 - 11.01.2022 02:00","22","1","1","n/e","n/e","n/e","9784","9591","9591"
"11.01.2022 02:00 - 11.01.2022 03:00","10","0","0","n/e","n/e","n/e","9497","9435","9435"
"11.01.2022 03:00 - 11.01.2022 04:00","20","0","0","n/e","n/e","n/e","9235","8847","8847"
"11.01.2022 04:00 - 11.01.2022 05:00","20","1","1","n/e","n/e","n/e","9041","8668","8668"
"11.01.2022 05:00 - 11.01.2022 06:00","14","1","1","n/e","n/e","n/e","8892","8524","8524"
"11.01.2022 06:00 - 11.01.2022 07:00","11","1","1","n/e","n/e","n/e","8777","8504","8504"
"11.01.2022 07:00 - 11.01.2022 08:00","13","4","4","n/e","n/e","n/e","8712","8673","8673"
"11.01.2022 08:00 - 11.01.2022 09:00","94","52","52","n/e","n/e","n/e","8687","8512","8541"
"11.01.2022 09:00 - 11.01.2022 10:00","1901","1571","1550","n/e","n/e","n/e","8647","8457","8524"
"11.01.2022 10:00 - 11.01.2022 11:00","4415","4253","4184","n/e","n/e","n/e","8790","8790","8674"
"11.01.2022 11:00 - 11.01.2022 12:00","6017","6031","6246","n/e","n/e","n/e","9086","9105","8909"
"11.01.2022 12:00 - 11.01.2022 13:00","6716","6791","7089","n/e","n/e","n/e","9515","9577","9051"
"11.01.2022 13:00 - 11.01.2022 14:00","6831","6860","7081","n/e","n/e","n/e","9820","9702","9622"
"11.01.2022 14:00 - 11.01.2022 15:00","6844","6846","6921","n/e","n/e","n/e","10042","9901","10142"
"11.01.2022 15:00 - 11.01.2022 16:00","6460","6475","6448","n/e","n/e","n/e","10120","10011","10471"
"11.01.2022 16:00 - 11.01.2022 17:00","5304","5003","5059","n/e","n/e","n/e","10094","9842","10704"
"11.01.2022 17:00 - 11.01.2022 18:00","2499","2421","2391","n/e","n/e","n/e","10087","9849","10598"
"11.01.2022 18:00 - 11.01.2022 19:00","315","262","302","n/e","n/e","n/e","10238","9897","10995"
"11.01.2022 19:00 - 11.01.2022 20:00","64","55","75","n/e","n/e","n/e","10495","10288","11320"
"11.01.2022 20:00 - 11.01.2022 21:00","45","42","27","n/e","n/e","n/e","10761","10709","11673"
"11.01.2022 21:00 - 11.01.2022 22:00","40","34","21","n/e","n/e","n/e","10982","11007","11913"
"11.01.2022 22:00 - 11.01.2022 23:00","24","29","17","n/e","n/e","n/e","11056","11171","11986"
"11.01.2022 23:00 - 12.01.2022 00:00","19","25","23","n/e","n/e","n/e","10974","10976","12013"
"12.01.2022 00:00 - 12.01.2022 01:00","28","23","23","n/e","n/e","n/e","11230","11887","11887"
"12.01.2022 01:00 - 12.01.2022 02:00","28","22","22","n/e","n/e","n/e","10948","11616","11616"
"12.01.2022 02:00 - 12.01.2022 03:00","23","19","19","n/e","n/e","n/e","10695","11063","11063"
"12.01.2022 03:00 - 12.01.2022 04:00","21","15","15","n/e","n/e","n/e","10367","10643","10643"
"12.01.2022 04:00 - 12.01.2022 05:00","21","18","18","n/e","n/e","n/e","10265","11150","11150"
"12.01.2022 05:00 - 12.01.2022 06:00","21","18","18","n/e","n/e","n/e","10227","11423","11423"
"12.01.2022 06:00 - 12.01.2022 07:00","21","9","9","n/e","n/e","n/e","10198","11587","11587"
"12.01.2022 07:00 - 12.01.2022 08:00","18","10","10","n/e","n/e","n/e","10148","11591","11591"
"12.01.2022 08:00 - 12.01.2022 09:00","114","95","95","n/e","n/e","n/e","10061","11404","11606"
"12.01.2022 09:00 - 12.01.2022 10:00","2374","2010","1954","n/e","n/e","n/e","10008","11334","11882"
"12.01.2022 10:00 - 12.01.2022 11:00","5379","4951","5051","n/e","n/e","n/e","9638","10627","11186"
"12.01.2022 11:00 - 12.01.2022 12:00","6964","6876","7063","n/e","n/e","n/e","9243","9991","10889"
"12.01.2022 12:00 - 12.01.2022 13:00","7675","7701","8542","n/e","n/e","n/e","9062","9545","11005"
"12.01.2022 13:00 - 12.01.2022 14:00","7812","7950","8766","n/e","n/e","n/e","9101","9386","10253"
"12.01.2022 14:00 - 12.01.2022 15:00","7761","7804","8423","n/e","n/e","n/e","9087","9413","10083"
"12.01.2022 15:00 - 12.01.2022 16:00","7345","7520","7998","n/e","n/e","n/e","9075","9473","10290"
"12.01.2022 16:00 - 12.01.2022 17:00","5919","5905","6417","n/e","n/e","n/e","9088","9467","10258"
"12.01.2022 17:00 - 12.01.2022 18:00","2747","2736","2908","n/e","n/e","n/e","9181","9541","9915"
"12.01.2022 18:00 - 12.01.2022 19:00","326","302","257","n/e","n/e","n/e","9365","9808","9850"
"12.01.2022 19:00 - 12.01.2022 20:00","76","59","56","n/e","n/e","n/e","9455","9878","10088"
"12.01.2022 20:00 - 12.01.2022 21:00","50","49","27","n/e","n/e","n/e","9254","9678","10014"
"12.01.2022 21:00 - 12.01.2022 22:00","31","31","26","n/e","n/e","n/e","8853","9270","10018"
"12.01.2022 22:00 - 12.01.2022 23:00","28","26","20","n/e","n/e","n/e","8342","8704","9945"
"12.01.2022 23:00 - 13.01.2022 00:00","23","21","20","n/e","n/e","n/e","7775","8145","9400"
"13.01.2022 00:00 - 13.01.2022 01:00","28","16","16","n/e","n/e","n/e","8147","8491","8491"
"13.01.2022 01:00 - 13.01.2022 02:00","28","18","18","n/e","n/e","n/e","7506","7583","7583"
"13.01.2022 02:00 - 13.01.2022 03:00","19","22","22","n/e","n/e","n/e","6986","7252","7252"
"13.01.2022 03:00 - 13.01.2022 04:00","13","22","22","n/e","n/e","n/e","6602","7043","7043"
"13.01.2022 04:00 - 13.01.2022 05:00","13","18","18","n/e","n/e","n/e","6279","6767","6767"
"13.01.2022 05:00 - 13.01.2022 06:00","7","13","13","n/e","n/e","n/e","5905","6487","6487"
"13.01.2022 06:00 - 13.01.2022 07:00","9","10","10","n/e","n/e","n/e","5595","6219","6219"
"13.01.2022 07:00 - 13.01.2022 08:00","8","10","10","n/e","n/e","n/e","5392","6003","6003"
"13.01.2022 08:00 - 13.01.2022 09:00","100","107","107","n/e","n/e","n/e","5230","5789","5994"
"13.01.2022 09:00 - 13.01.2022 10:00","2479","2257","2252","n/e","n/e","n/e","5133","5538","5752"
"13.01.2022 10:00 - 13.01.2022 11:00","5386","5190","5010","n/e","n/e","n/e","4939","5245","5120"
"13.01.2022 11:00 - 13.01.2022 12:00","7210","7099","7074","n/e","n/e","n/e","4700","4926","4584"
"13.01.2022 12:00 - 13.01.2022 13:00","8172","8041","8366","n/e","n/e","n/e","4506","4630","4223"
"13.01.2022 13:00 - 13.01.2022 14:00","8442","8410","8897","n/e","n/e","n/e","4406","4473","4116"
"13.01.2022 14:00 - 13.01.2022 15:00","8383","8262","8673","n/e","n/e","n/e","4354","4426","3989"
"13.01.2022 15:00 - 13.01.2022 16:00","7937","7853","7938","n/e","n/e","n/e","4330","4409","3802"
"13.01.2022 16:00 - 13.01.2022 17:00","6567","6383","6214","n/e","n/e","n/e","4394","4450","3771"
"13.01.2022 17:00 - 13.01.2022 18:00","3117","2944","2777","n/e","n/e","n/e","4432","4576","3606"
"13.01.2022 18:00 - 13.01.2022 19:00","329","342","312","n/e","n/e","n/e","4532","4795","3642"
"13.01.2022 19:00 - 13.01.2022 20:00","45","61","68","n/e","n/e","n/e","4788","5121","4149"
"13.01.2022 20:00 - 13.01.2022 21:00","36","48","38","n/e","n/e","n/e","5059","5392","4426"
"13.01.2022 21:00 - 13.01.2022 22:00","29","32","17","n/e","n/e","n/e","5235","5533","4842"
"13.01.2022 22:00 - 13.01.2022 23:00","25","30","18","n/e","n/e","n/e","5259","5510","5062"
"13.01.2022 23:00 - 14.01.2022 00:00","23","27","14","n/e","n/e","n/e","5246","5423","5118"
"14.01.2022 00:00 - 14.01.2022 01:00","12","9","9","n/e","n/e","n/e","4962","5128","5128"
"14.01.2022 01:00 - 14.01.2022 02:00","12","8","8","n/e","n/e","n/e","4980","5006","5006"
"14.01.2022 02:00 - 14.01.2022 03:00","11","9","9","n/e","n/e","n/e","4995","5035","5035"
"14.01.2022 03:00 - 14.01.2022 04:00","14","8","8","n/e","n/e","n/e","5004","4956","4956"
"14.01.2022 04:00 - 14.01.2022 05:00","24","11","11","n/e","n/e","n/e","4762","4752","4752"
"14.01.2022 05:00 - 14.01.2022 06:00","24","17","17","n/e","n/e","n/e","4524","4518","4518"
"14.01.2022 06:00 - 14.01.2022 07:00","24","19","19","n/e","n/e","n/e","4320","4497","4497"
"14.01.2022 07:00 - 14.01.2022 08:00","27","21","21","n/e","n/e","n/e","4225","4389","4389"
"14.01.2022 08:00 - 14.01.2022 09:00","119","114","114","n/e","n/e","n/e","4140","4363","4262"
"14.01.2022 09:00 - 14.01.2022 10:00","2084","2112","2019","n/e","n/e","n/e","4038","4329","4075"
"14.01.2022 10:00 - 14.01.2022 11:00","5023","5047","4891","n/e","n/e","n/e","3826","4108","3905"
"14.01.2022 11:00 - 14.01.2022 12:00","7090","7061","7243","n/e","n/e","n/e","3620","3881","3578"
"14.01.2022 12:00 - 14.01.2022 13:00","7954","7897","8122","n/e","n/e","n/e","3436","3684","3334"
"14.01.2022 13:00 - 14.01.2022 14:00","8094","7941","8221","n/e","n/e","n/e","3193","3453","3053"
"14.01.2022 14:00 - 14.01.2022 15:00","8018","7852","8217","n/e","n/e","n/e","2960","3235","2894"
"14.01.2022 15:00 - 14.01.2022 16:00","7584","7427","7608","n/e","n/e","n/e","2699","3037","2647"
"14.01.2022 16:00 - 14.01.2022 17:00","6235","5785","5682","n/e","n/e","n/e","2508","2857","2367"
"14.01.2022 17:00 - 14.01.2022 18:00","3077","2565","2609","n/e","n/e","n/e","2332","2724","2287"
"14.01.2022 18:00 - 14.01.2022 19:00","335","328","330","n/e","n/e","n/e","2231","2689","2270"
"14.01.2022 19:00 - 14.01.2022 20:00","50","59","55","n/e","n/e","n/e","2321","2860","2358"
"14.01.2022 20:00 - 14.01.2022 21:00","37","48","41","n/e","n/e","n/e","2397","3004","2415"
"14.01.2022 21:00 - 14.01.2022 22:00","18","27","32","n/e","n/e","n/e","2499","3152","2460"
"14.01.2022 22:00 - 14.01.2022 23:00","14","28","18","n/e","n/e","n/e","2579","3306","2527"
"14.01.2022 23:00 - 15.01.2022 00:00","11","28","14","n/e","n/e","n/e","2629","3410","2554"
"15.01.2022 00:00 - 15.01.2022 01:00","19","11","11","n/e","n/e","n/e","3416","2600","2600"
"15.01.2022 01:00 - 15.01.2022 02:00","18","12","12","n/e","n/e","n/e","3445","2908","2908"
"15.01.2022 02:00 - 15.01.2022 03:00","19","15","15","n/e","n/e","n/e","3473","3062","3062"
"15.01.2022 03:00 - 15.01.2022 04:00","18","15","15","n/e","n/e","n/e","3509","3234","3234"
"15.01.2022 04:00 - 15.01.2022 05:00","24","16","16","n/e","n/e","n/e","3491","3308","3308"
"15.01.2022 05:00 - 15.01.2022 06:00","17","16","16","n/e","n/e","n/e","3471","3153","3153"
"15.01.2022 06:00 - 15.01.2022 07:00","17","16","16","n/e","n/e","n/e","3447","3004","3004"
"15.01.2022 07:00 - 15.01.2022 08:00","17","17","17","n/e","n/e","n/e","3435","2972","2972"
"15.01.2022 08:00 - 15.01.2022 09:00","114","115","115","n/e","n/e","n/e","3428","3043","2964"
"15.01.2022 09:00 - 15.01.2022 10:00","2171","2072","2028","n/e","n/e","n/e","3423","3115","2746"
"15.01.2022 10:00 - 15.01.2022 11:00","5290","5262","5014","n/e","n/e","n/e","3126","3010","2589"
"15.01.2022 11:00 - 15.01.2022 12:00","7332","7334","7481","n/e","n/e","n/e","2807","2738","2256"
"15.01.2022 12:00 - 15.01.2022 13:00","8219","8210","8366","n/e","n/e","n/e","2492","2393","2097"
"15.01.2022 13:00 - 15.01.2022 14:00","8479","8418","8439","n/e","n/e","n/e","2584","2266","2101"
"15.01.2022 14:00 - 15.01.2022 15:00","8382","8336","8097","n/e","n/e","n/e","2695","2294","2108"
"15.01.2022 15:00 - 15.01.2022 16:00","7869","7868","7690","n/e","n/e","n/e","2854","2377","2010"
"15.01.2022 16:00 - 15.01.2022 17:00","6317","6224","6010","n/e","n/e","n/e","2815","2355","1977"
"15.01.2022 17:00 - 15.01.2022 18:00","2935","2815","2760","n/e","n/e","n/e","2811","2457","1825"
"15.01.2022 18:00 - 15.01.2022 19:00","326","326","332","n/e","n/e","n/e","2853","2659","1923"
"15.01.2022 19:00 - 15.01.2022 20:00","54","62","76","n/e","n/e","n/e","2999","2823","2346"
"15.01.2022 20:00 - 15.01.2022 21:00","41","59","40","n/e","n/e","n/e","3154","2929","2326"
"15.01.2022 21:00 - 15.01.2022 22:00","32","35","27","n/e","n/e","n/e","3333","3001","2347"
"15.01.2022 22:00 - 15.01.2022 23:00","20","33","19","n/e","n/e","n/e","3531","3123","2386"
"15.01.2022 23:00 - 16.01.2022 00:00","17","28","14","n/e","n/e","n/e","3748","3243","2645"
"16.01.2022 00:00 - 16.01.2022 01:00","25","10","10","n/e","n/e","n/e","3171","2867","2867"
"16.01.2022 01:00 - 16.01.2022 02:00","26","9","9","n/e","n/e","n/e","3254","3041","3041"
"16.01.2022 02:00 - 16.01.2022 03:00","25","9","9","n/e","n/e","n/e","3315","3200","3200"
"16.01.2022 03:00 - 16.01.2022 04:00","23","9","9","n/e","n/e","n/e","3390","3113","3113"
"16.01.2022 04:00 - 16.01.2022 05:00","21","10","10","n/e","n/e","n/e","3482","3187","3187"
"16.01.2022 05:00 - 16.01.2022 06:00","11","8","8","n/e","n/e","n/e","3582","3207","3207"
"16.01.2022 06:00 - 16.01.2022 07:00","9","8","8","n/e","n/e","n/e","3614","3084","3084"
"16.01.2022 07:00 - 16.01.2022 08:00","12","9","9","n/e","n/e","n/e","3562","3028","3028"
"16.01.2022 08:00 - 16.01.2022 09:00","125","133","133","n/e","n/e","n/e","3526","3028","2976"
"16.01.2022 09:00 - 16.01.2022 10:00","2493","2263","2260","n/e","n/e","n/e","3439","2981","2815"
"16.01.2022 10:00 - 16.01.2022 11:00","5426","5296","5263","n/e","n/e","n/e","3013","2656","2396"
"16.01.2022 11:00 - 16.01.2022 12:00","7349","7327","7392","n/e","n/e","n/e","2496","2300","1786"
"16.01.2022 12:00 - 16.01.2022 13:00","7987","8039","8494","n/e","n/e","n/e","2021","1981","1502"
"16.01.2022 13:00 - 16.01.2022 14:00","8388","8389","8964","n/e","n/e","n/e","1857","1877","1732"
"16.01.2022 14:00 - 16.01.2022 15:00","8137","8116","8798","n/e","n/e","n/e","1836","1896","1779"
"16.01.2022 15:00 - 16.01.2022 16:00","7453","7492","8168","n/e","n/e","n/e","1847","1912","2024"
"16.01.2022 16:00 - 16.01.2022 17:00","5729","5691","6326","n/e","n/e","n/e","2071","2038","2122"
"16.01.2022 17:00 - 16.01.2022 18:00","2782","2605","2849","n/e","n/e","n/e","2472","2353","2100"
"16.01.2022 18:00 - 16.01.2022 19:00","413","336","313","n/e","n/e","n/e","2981","2801","2575"
"16.01.2022 19:00 - 16.01.2022 20:00","76","52","58","n/e","n/e","n/e","3245","3003","2849"
"16.01.2022 20:00 - 16.01.2022 21:00","71","40","27","n/e","n/e","n/e","3408","3087","3028"
"16.01.2022 21:00 - 16.01.2022 22:00","54","34","15","n/e","n/e","n/e","3543","3129","3271"
"16.01.2022 22:00 - 16.01.2022 23:00","46","26","21","n/e","n/e","n/e","3575","3137","3277"
"16.01.2022 23:00 - 17.01.2022 00:00","37","22","23","n/e","n/e","n/e","3655","3192","3228"
"17.01.2022 00:00 - 17.01.2022 01:00","22","13","13","n/e","n/e","n/e","3088","3233","3233"
"17.01.2022 01:00 - 17.01.2022 02:00","22","15","15","n/e","n/e","n/e","3147","3143","3143"
"17.01.2022 02:00 - 17.01.2022 03:00","22","18","18","n/e","n/e","n/e","3267","2970","2970"
"17.01.2022 03:00 - 17.01.2022 04:00","24","17","17","n/e","n/e","n/e","3228","2831","2831"
"17.01.2022 04:00 - 17.01.2022 05:00","24","21","21","n/e","n/e","n/e","3331","3164","3164"
"17.01.2022 05:00 - 17.01.2022 06:00","24","21","21","n/e","n/e","n/e","3382","3627","3627"
"17.01.2022 06:00 - 17.01.2022 07:00","25","21","21","n/e","n/e","n/e","3504","3793","3793"
"17.01.2022 07:00 - 17.01.2022 08:00","21","20","20","n/e","n/e","n/e","3610","3896","3896"
"17.01.2022 08:00 - 17.01.2022 09:00","160","125","125","n/e","n/e","n/e","3753","3895","3981"
"17.01.2022 09:00 - 17.01.2022 10:00","2714","2371","2310","n/e","n/e","n/e","3796","3964","3954"
"17.01.2022 10:00 - 17.01.2022 11:00","5936","5775","5613","n/e","n/e","n/e","3405","3588","3412"
"17.01.2022 11:00 - 17.01.2022 12:00","7880","7868","7847","n/e","n/e","n/e","2954","3110","2689"
"17.01.2022 12:00 - 17.01.2022 13:00","8747","8774","8652","n/e","n/e","n/e","2705","2766","2670"
"17.01.2022 13:00 - 17.01.2022 14:00","9040","9015","8831","n/e","n/e","n/e","2820","2668","2669"
"17.01.2022 14:00 - 17.01.2022 15:00","8955","8925","8852","n/e","n/e","n/e","2889","2579","2590"
"17.01.2022 15:00 - 17.01.2022 16:00","8589","8514","8587","n/e","n/e","n/e","2783","2494","2590"
"17.01.2022 16:00 - 17.01.2022 17:00","7018","7003","7037","n/e","n/e","n/e","2926","2793","2657"
"17.01.2022 17:00 - 17.01.2022 18:00","3458","3489","3605","n/e","n/e","n/e","3244","3188","2722"
"17.01.2022 18:00 - 17.01.2022 19:00","465","487","472","n/e","n/e","n/e","3721","3671","3084"
"17.01.2022 19:00 - 17.01.2022 20:00","67","67","70","n/e","n/e","n/e","3948","3903","3497"
"17.01.2022 20:00 - 17.01.2022 21:00","49","44","53","n/e","n/e","n/e","3909","3947","3633"
"17.01.2022 21:00 - 17.01.2022 22:00","32","36","26","n/e","n/e","n/e","3838","3712","3519"
"17.01.2022 22:00 - 17.01.2022 23:00","28","38","24","n/e","n/e","n/e","3605","3337","3414"
"17.01.2022 23:00 - 18.01.2022 00:00","28","32","23","n/e","n/e","n/e","3359","3096","2982"
"18.01.2022 00:00 - 18.01.2022 01:00","22","21","21","n/e","n/e","n/e","2941","2823","2823"
"18.01.2022 01:00 - 18.01.2022 02:00","20","16","16","n/e","n/e","n/e","2816","2779","2779"
"18.01.2022 02:00 - 18.01.2022 03:00","14","12","12","n/e","n/e","n/e","2703","2726","2726"
"18.01.2022 03:00 - 18.01.2022 04:00","13","10","10","n/e","n/e","n/e","2584","2619","2619"
"18.01.2022 04:00 - 18.01.2022 05:00","12","9","9","n/e","n/e","n/e","2550","2548","2548"
"18.01.2022 05:00 - 18.01.2022 06:00","13","9","9","n/e","n/e","n/e","2508","2470","2470"
"18.01.2022 06:00 - 18.01.2022 07:00","13","9","9","n/e","n/e","n/e","2472","2414","2414"
"18.01.2022 07:00 - 18.01.2022 08:00","13","8","8","n/e","n/e","n/e","2412","2455","2455"
"18.01.2022 08:00 - 18.01.2022 09:00","161","138","138","n/e","n/e","n/e","2362","2361","2439"
"18.01.2022 09:00 - 18.01.2022 10:00","2754","2409","2455","n/e","n/e","n/e","2282","2267","2232"
"18.01.2022 10:00 - 18.01.2022 11:00","6046","5769","5756","n/e","n/e","n/e","2101","2157","2104"
"18.01.2022 11:00 - 18.01.2022 12:00","7864","7757","7669","n/e","n/e","n/e","1902","1971","1879"
"18.01.2022 12:00 - 18.01.2022 13:00","8608","8529","8874","n/e","n/e","n/e","1727","1768","1732"
"18.01.2022 13:00 - 18.01.2022 14:00","8921","8756","9415","n/e","n/e","n/e","1630","1609","1685"
"18.01.2022 14:00 - 18.01.2022 15:00","8859","8596","9315","n/e","n/e","n/e","1563","1546","1612"
"18.01.2022 15:00 - 18.01.2022 16:00","8490","8303","8872","n/e","n/e","n/e","1540","1573","1574"
"18.01.2022 16:00 - 18.01.2022 17:00","6820","6621","6805","n/e","n/e","n/e","1602","1646","1612"
"18.01.2022 17:00 - 18.01.2022 18:00","3323","3099","3297","n/e","n/e","n/e","1706","1779","1580"
"18.01.2022 18:00 - 18.01.2022 19:00","390","387","473","n/e","n/e","n/e","1825","1855","1743"
"18.01.2022 19:00 - 18.01.2022 20:00","40","43","78","n/e","n/e","n/e","2024","2179","2036"
"18.01.2022 20:00 - 18.01.2022 21:00","42","29","44","n/e","n/e","n/e","2165","2374","2494"
"18.01.2022 21:00 - 18.01.2022 22:00","25","29","39","n/e","n/e","n/e","2308","2472","2489"
"18.01.2022 22:00 - 18.01.2022 23:00","18","22","33","n/e","n/e","n/e","2457","2528","2390"
"18.01.2022 23:00 - 19.01.2022 00:00","11","13","16","n/e","n/e","n/e","2553","2573","2667"
"19.01.2022 00:00 - 19.01.2022 01:00","18","17","17","n/e","n/e","n/e","2660","2598","2598"
"19.01.2022 01:00 - 19.01.2022 02:00","19","14","14","n/e","n/e","n/e","2755","2505","2505"
"19.01.2022 02:00 - 19.01.2022 03:00","19","10","10","n/e","n/e","n/e","2817","2235","2235"
"19.01.2022 03:00 - 19.01.2022 04:00","19","15","15","n/e","n/e","n/e","2795","2152","2152"
"19.01.2022 04:00 - 19.01.2022 05:00","18","16","16","n/e","n/e","n/e","2907","2172","2172"
"19.01.2022 05:00 - 19.01.2022 06:00","12","11","11","n/e","n/e","n/e","3156","2510","2510"
"19.01.2022 06:00 - 19.01.2022 07:00","10","8","8","n/e","n/e","n/e","3501","2773","2773"
"19.01.2022 07:00 - 19.01.2022 08:00","14","17","17","n/e","n/e","n/e","3763","3397","3397"
"19.01.2022 08:00 - 19.01.2022 09:00","164","142","142","n/e","n/e","n/e","4027","3702","3806"
"19.01.2022 09:00 - 19.01.2022 10:00","3016","2318","2338","n/e","n/e","n/e","4337","3897","3881"
"19.01.2022 10:00 - 19.01.2022 11:00","6300","5721","5694","n/e","n/e","n/e","4194","3747","3676"
"19.01.2022 11:00 - 19.01.2022 12:00","8142","7827","7881","n/e","n/e","n/e","3912","3344","3351"
"19.01.2022 12:00 - 19.01.2022 13:00","9041","8680","8864","n/e","n/e","n/e","3737","3196","3478"
"19.01.2022 13:00 - 19.01.2022 14:00","9296","8906","9073","n/e","n/e","n/e","3957","3418","3828"
"19.01.2022 14:00 - 19.01.2022 15:00","9283","8884","9082","n/e","n/e","n/e","4322","3719","3975"
"19.01.2022 15:00 - 19.01.2022 16:00","8990","8671","8879","n/e","n/e","n/e","4631","3929","4147"
"19.01.2022 16:00 - 19.01.2022 17:00","7749","7200","7431","n/e","n/e","n/e","4918","4050","4197"
"19.01.2022 17:00 - 19.01.2022 18:00","4281","3547","3736","n/e","n/e","n/e","5276","4472","4513"
"19.01.2022 18:00 - 19.01.2022 19:00","593","574","575","n/e","n/e","n/e","5835","5266","5379"
"19.01.2022 19:00 - 19.01.2022 20:00","64","76","64","n/e","n/e","n/e","6422","5921","6161"
"19.01.2022 20:00 - 19.01.2022 21:00","45","50","26","n/e","n/e","n/e","6813","6296","6185"
"19.01.2022 21:00 - 19.01.2022 22:00","33","45","28","n/e","n/e","n/e","7160","6497","6191"
"19.01.2022 22:00 - 19.01.2022 23:00","30","35","29","n/e","n/e","n/e","7367","6849","6296"
"19.01.2022 23:00 - 20.01.2022 00:00","29","30","26","n/e","n/e","n/e","7608","7133","6478"
"20.01.2022 00:00 - 20.01.2022 01:00","27","24","24","n/e","n/e","n/e","7209","6881","6881"
"20.01.2022 01:00 - 20.01.2022 02:00","26","24","24","n/e","n/e","n/e","7129","7047","7047"
"20.01.2022 02:00 - 20.01.2022 03:00","22","20","20","n/e","n/e","n/e","7212","7404","7404"
"20.01.2022 03:00 - 20.01.2022 04:00","20","16","16","n/e","n/e","n/e","7298","7752","7752"
"20.01.2022 04:00 - 20.01.2022 05:00","19","19","19","n/e","n/e","n/e","7286","7716","7716"
"20.01.2022 05:00 - 20.01.2022 06:00","18","11","11","n/e","n/e","n/e","7285","7824","7824"
"20.01.2022 06:00 - 20.01.2022 07:00","16","11","11","n/e","n/e","n/e","7212","7471","7471"
"20.01.2022 07:00 - 20.01.2022 08:00","18","10","10","n/e","n/e","n/e","6925","7183","7183"
"20.01.2022 08:00 - 20.01.2022 09:00","134","142","142","n/e","n/e","n/e","6755","7078","7022"
"20.01.2022 09:00 - 20.01.2022 10:00","2425","2455","2469","n/e","n/e","n/e","6524","6903","6813"
"20.01.2022 10:00 - 20.01.2022 11:00","5735","5809","5742","n/e","n/e","n/e","6163","6455","6194"
"20.01.2022 11:00 - 20.01.2022 12:00","7760","7935","7880","n/e","n/e","n/e","5966","6187","6208"
"20.01.2022 12:00 - 20.01.2022 13:00","8577","8708","8923","n/e","n/e","n/e","6164","6263","6496"
"20.01.2022 13:00 - 20.01.2022 14:00","8784","8892","9184","n/e","n/e","n/e","6438","6790","6597"
