"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Ireland (IE)","Generation - Solar  [MW] Intraday / Ireland (IE)","Generation - Solar  [MW] Current / Ireland (IE)","Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Offshore  [MW] Intraday / Ireland (IE)","Generation - Wind Offshore  [MW] Current / Ireland (IE)","Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Onshore  [MW] Intraday / Ireland (IE)","Generation - Wind Onshore  [MW] Current / Ireland (IE)"
"05.04.2022 17:00 - 05.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","3047","n/e","n/e"
"05.04.2022 18:00 - 05.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","3031","n/e","n/e"
"05.04.2022 19:00 - 05.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","3038","n/e","n/e"
"05.04.2022 20:00 - 05.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","3092","n/e","n/e"
"05.04.2022 21:00 - 05.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","3105","n/e","n/e"
"05.04.2022 22:00 - 05.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","3073","n/e","n/e"
"05.04.2022 23:00 - 06.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","3033","n/e","n/e"
"06.04.2022 00:00 - 06.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","3015","n/e","n/e"
"06.04.2022 01:00 - 06.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 02:00 - 06.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 03:00 - 06.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 04:00 - 06.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 05:00 - 06.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 06:00 - 06.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 07:00 - 06.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 08:00 - 06.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 09:00 - 06.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 10:00 - 06.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 11:00 - 06.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 12:00 - 06.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 13:00 - 06.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 14:00 - 06.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 15:00 - 06.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 16:00 - 06.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 17:00 - 06.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 18:00 - 06.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 19:00 - 06.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 20:00 - 06.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 21:00 - 06.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 22:00 - 06.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"06.04.2022 23:00 - 07.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 00:00 - 07.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 01:00 - 07.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 02:00 - 07.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 03:00 - 07.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 04:00 - 07.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 05:00 - 07.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 06:00 - 07.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 07:00 - 07.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 08:00 - 07.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 09:00 - 07.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 10:00 - 07.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 11:00 - 07.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 12:00 - 07.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 13:00 - 07.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 14:00 - 07.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 15:00 - 07.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 16:00 - 07.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 17:00 - 07.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 18:00 - 07.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 19:00 - 07.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 20:00 - 07.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 21:00 - 07.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 22:00 - 07.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"07.04.2022 23:00 - 08.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"08.04.2022 00:00 - 08.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"08.04.2022 01:00 - 08.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","446","n/e","n/e"
"08.04.2022 02:00 - 08.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","530","n/e","n/e"
"08.04.2022 03:00 - 08.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","628","n/e","n/e"
"08.04.2022 04:00 - 08.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","709","n/e","n/e"
"08.04.2022 05:00 - 08.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","717","n/e","n/e"
"08.04.2022 06:00 - 08.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","725","n/e","n/e"
"08.04.2022 07:00 - 08.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","738","n/e","n/e"
"08.04.2022 08:00 - 08.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","755","n/e","n/e"
"08.04.2022 09:00 - 08.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","756","n/e","n/e"
"08.04.2022 10:00 - 08.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","747","n/e","n/e"
"08.04.2022 11:00 - 08.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","767","n/e","n/e"
"08.04.2022 12:00 - 08.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","828","n/e","n/e"
"08.04.2022 13:00 - 08.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","895","n/e","n/e"
"08.04.2022 14:00 - 08.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","985","n/e","n/e"
"08.04.2022 15:00 - 08.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","1077","n/e","n/e"
"08.04.2022 16:00 - 08.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","1162","n/e","n/e"
"08.04.2022 17:00 - 08.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","1258","n/e","n/e"
"08.04.2022 18:00 - 08.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","1319","n/e","n/e"
"08.04.2022 19:00 - 08.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","1314","n/e","n/e"
"08.04.2022 20:00 - 08.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","1250","n/e","n/e"
"08.04.2022 21:00 - 08.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1124","n/e","n/e"
"08.04.2022 22:00 - 08.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","989","n/e","n/e"
"08.04.2022 23:00 - 09.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","879","n/e","n/e"
"09.04.2022 00:00 - 09.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","793","n/e","n/e"
"09.04.2022 01:00 - 09.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 02:00 - 09.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 03:00 - 09.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 04:00 - 09.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 05:00 - 09.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 06:00 - 09.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 07:00 - 09.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 08:00 - 09.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 09:00 - 09.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 10:00 - 09.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 11:00 - 09.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 12:00 - 09.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 13:00 - 09.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 14:00 - 09.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 15:00 - 09.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 16:00 - 09.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 17:00 - 09.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 18:00 - 09.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 19:00 - 09.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 20:00 - 09.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 21:00 - 09.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 22:00 - 09.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"09.04.2022 23:00 - 10.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"10.04.2022 00:00 - 10.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"10.04.2022 01:00 - 10.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","836","n/e","n/e"
"10.04.2022 02:00 - 10.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","936","n/e","n/e"
"10.04.2022 03:00 - 10.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1038","n/e","n/e"
"10.04.2022 04:00 - 10.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","1140","n/e","n/e"
"10.04.2022 05:00 - 10.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","1220","n/e","n/e"
"10.04.2022 06:00 - 10.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","1298","n/e","n/e"
"10.04.2022 07:00 - 10.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","1356","n/e","n/e"
"10.04.2022 08:00 - 10.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","1430","n/e","n/e"
"10.04.2022 09:00 - 10.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","1551","n/e","n/e"
"10.04.2022 10:00 - 10.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","1675","n/e","n/e"
"10.04.2022 11:00 - 10.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","1820","n/e","n/e"
"10.04.2022 12:00 - 10.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","1977","n/e","n/e"
"10.04.2022 13:00 - 10.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","2127","n/e","n/e"
"10.04.2022 14:00 - 10.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","2252","n/e","n/e"
"10.04.2022 15:00 - 10.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","2331","n/e","n/e"
"10.04.2022 16:00 - 10.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","2358","n/e","n/e"
"10.04.2022 17:00 - 10.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2368","n/e","n/e"
"10.04.2022 18:00 - 10.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2407","n/e","n/e"
"10.04.2022 19:00 - 10.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","2486","n/e","n/e"
"10.04.2022 20:00 - 10.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","2581","n/e","n/e"
"10.04.2022 21:00 - 10.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","2668","n/e","n/e"
"10.04.2022 22:00 - 10.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","2759","n/e","n/e"
"10.04.2022 23:00 - 11.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","2846","n/e","n/e"
"11.04.2022 00:00 - 11.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","2883","n/e","n/e"
"11.04.2022 01:00 - 11.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","3344","n/e","n/e"
"11.04.2022 02:00 - 11.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","3308","n/e","n/e"
"11.04.2022 03:00 - 11.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","3297","n/e","n/e"
"11.04.2022 04:00 - 11.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","3305","n/e","n/e"
"11.04.2022 05:00 - 11.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","3310","n/e","n/e"
"11.04.2022 06:00 - 11.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","3333","n/e","n/e"
"11.04.2022 07:00 - 11.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","3363","n/e","n/e"
"11.04.2022 08:00 - 11.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","3393","n/e","n/e"
"11.04.2022 09:00 - 11.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","3384","n/e","n/e"
"11.04.2022 10:00 - 11.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","3368","n/e","n/e"
"11.04.2022 11:00 - 11.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","3337","n/e","n/e"
"11.04.2022 12:00 - 11.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","3301","n/e","n/e"
"11.04.2022 13:00 - 11.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","3272","n/e","n/e"
"11.04.2022 14:00 - 11.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","3237","n/e","n/e"
"11.04.2022 15:00 - 11.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","3166","n/e","n/e"
"11.04.2022 16:00 - 11.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","3019","n/e","n/e"
"11.04.2022 17:00 - 11.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2798","n/e","n/e"
"11.04.2022 18:00 - 11.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2564","n/e","n/e"
"11.04.2022 19:00 - 11.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","2324","n/e","n/e"
"11.04.2022 20:00 - 11.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","2069","n/e","n/e"
"11.04.2022 21:00 - 11.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1825","n/e","n/e"
"11.04.2022 22:00 - 11.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","1634","n/e","n/e"
"11.04.2022 23:00 - 12.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","1477","n/e","n/e"
"12.04.2022 00:00 - 12.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","1335","n/e","n/e"
"12.04.2022 01:00 - 12.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1296","n/e","n/e"
"12.04.2022 02:00 - 12.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1135","n/e","n/e"
"12.04.2022 03:00 - 12.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1033","n/e","n/e"
"12.04.2022 04:00 - 12.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","923","n/e","n/e"
"12.04.2022 05:00 - 12.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","798","n/e","n/e"
"12.04.2022 06:00 - 12.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","702","n/e","n/e"
"12.04.2022 07:00 - 12.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","668","n/e","n/e"
"12.04.2022 08:00 - 12.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","647","n/e","n/e"
"12.04.2022 09:00 - 12.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","575","n/e","n/e"
"12.04.2022 10:00 - 12.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","473","n/e","n/e"
"12.04.2022 11:00 - 12.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","389","n/e","n/e"
"12.04.2022 12:00 - 12.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","345","n/e","n/e"
"12.04.2022 13:00 - 12.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","313","n/e","n/e"
"12.04.2022 14:00 - 12.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","287","n/e","n/e"
"12.04.2022 15:00 - 12.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","272","n/e","n/e"
"12.04.2022 16:00 - 12.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","257","n/e","n/e"
"12.04.2022 17:00 - 12.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","233","n/e","n/e"
"12.04.2022 18:00 - 12.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","209","n/e","n/e"
"12.04.2022 19:00 - 12.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","190","n/e","n/e"
"12.04.2022 20:00 - 12.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","176","n/e","n/e"
"12.04.2022 21:00 - 12.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","165","n/e","n/e"
"12.04.2022 22:00 - 12.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","165","n/e","n/e"
"12.04.2022 23:00 - 13.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","175","n/e","n/e"
"13.04.2022 00:00 - 13.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","180","n/e","n/e"
"13.04.2022 01:00 - 13.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","148","n/e","n/e"
"13.04.2022 02:00 - 13.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","134","n/e","n/e"
"13.04.2022 03:00 - 13.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","112","n/e","n/e"
"13.04.2022 04:00 - 13.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","98","n/e","n/e"
"13.04.2022 05:00 - 13.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","115","n/e","n/e"
"13.04.2022 06:00 - 13.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","149","n/e","n/e"
"13.04.2022 07:00 - 13.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","164","n/e","n/e"
"13.04.2022 08:00 - 13.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","158","n/e","n/e"
"13.04.2022 09:00 - 13.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","153","n/e","n/e"
"13.04.2022 10:00 - 13.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","150","n/e","n/e"
"13.04.2022 11:00 - 13.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","147","n/e","n/e"
"13.04.2022 12:00 - 13.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","159","n/e","n/e"
"13.04.2022 13:00 - 13.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","184","n/e","n/e"
"13.04.2022 14:00 - 13.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","215","n/e","n/e"
"13.04.2022 15:00 - 13.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","249","n/e","n/e"
"13.04.2022 16:00 - 13.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","283","n/e","n/e"
"13.04.2022 17:00 - 13.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","313","n/e","n/e"
"13.04.2022 18:00 - 13.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","336","n/e","n/e"
"13.04.2022 19:00 - 13.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","332","n/e","n/e"
"13.04.2022 20:00 - 13.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","304","n/e","n/e"
"13.04.2022 21:00 - 13.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","299","n/e","n/e"
"13.04.2022 22:00 - 13.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","336","n/e","n/e"
"13.04.2022 23:00 - 14.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","406","n/e","n/e"
"14.04.2022 00:00 - 14.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","478","n/e","n/e"
"14.04.2022 01:00 - 14.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","472","n/e","n/e"
"14.04.2022 02:00 - 14.04.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","571","n/e","n/e"
"14.04.2022 03:00 - 14.04.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","683","n/e","n/e"
"14.04.2022 04:00 - 14.04.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","775","n/e","n/e"
"14.04.2022 05:00 - 14.04.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","821","n/e","n/e"
"14.04.2022 06:00 - 14.04.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","878","n/e","n/e"
"14.04.2022 07:00 - 14.04.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","938","n/e","n/e"
"14.04.2022 08:00 - 14.04.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","1021","n/e","n/e"
"14.04.2022 09:00 - 14.04.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","1128","n/e","n/e"
"14.04.2022 10:00 - 14.04.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","1227","n/e","n/e"
"14.04.2022 11:00 - 14.04.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","1335","n/e","n/e"
"14.04.2022 12:00 - 14.04.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","1447","n/e","n/e"
"14.04.2022 13:00 - 14.04.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","1551","n/e","n/e"
"14.04.2022 14:00 - 14.04.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","1646","n/e","n/e"
"14.04.2022 15:00 - 14.04.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","1719","n/e","n/e"
"14.04.2022 16:00 - 14.04.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","1750","n/e","n/e"
"14.04.2022 17:00 - 14.04.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","1726","n/e","n/e"
"14.04.2022 18:00 - 14.04.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","1666","n/e","n/e"
"14.04.2022 19:00 - 14.04.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","1546","n/e","n/e"
"14.04.2022 20:00 - 14.04.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","1369","n/e","n/e"
"14.04.2022 21:00 - 14.04.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1151","n/e","n/e"
"14.04.2022 22:00 - 14.04.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","940","n/e","n/e"
"14.04.2022 23:00 - 15.04.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","752","n/e","n/e"
"15.04.2022 00:00 - 15.04.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","589","n/e","n/e"
"15.04.2022 01:00 - 15.04.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","683","n/e","n/e"
